rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/ent_coef,train/ent_coef_loss,time/episodes,time/fps,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
317.47,7530,163095,0.00651318347081542,-1.434572458267212,532,21,163196,0.0003,36.04111239,0.15752586722373962,-6.491002082824707
316.3,7586,164294,0.00627955561503768,0.022584348917007446,536,21,164395,0.0003,36.15632712000001,0.29403191804885864,-6.646632671356201
319.01,7652,165697,0.0066271680407226086,-1.8928172588348389,540,21,165798,0.0003,36.675560710000006,0.7187513113021851,-6.486230850219727
320.77,7713,166983,0.006536012981086969,-0.7187106609344482,544,21,167084,0.0003,36.9028805,0.5789339542388916,-6.72329044342041
318.39,7773,168267,0.006490383762866259,-2.9164788722991943,548,21,168368,0.0003,36.69142586,0.15868987143039703,-6.606520652770996
316.23,7834,169540,0.006361343897879124,-0.988385796546936,552,21,169641,0.0003,36.562120730000004,0.11078666150569916,-6.603479385375977
315.47,7895,170852,0.006349013186991215,0.5999860763549805,556,21,170953,0.0003,36.33554988,0.3570329248905182,-6.301679611206055
312.34,7951,172029,0.006953888107091188,-0.7501415014266968,560,21,172130,0.0003,35.99869596,0.24721333384513855,-6.560242652893066
312.14,8009,173252,0.007237536367028952,0.23188048601150513,564,21,173353,0.0003,35.68807406999999,0.11666405200958252,-6.5992817878723145
308.87,8052,174177,0.006768119055777788,-0.6717358231544495,568,21,174278,0.0003,35.11342199,0.3591306209564209,-6.642387866973877
309.96,8120,175629,0.006855051498860121,-1.6784658432006836,572,21,175730,0.0003,35.41588398,0.14919522404670715,-6.404333591461182
308.24,8179,176880,0.007100752089172602,-1.6113016605377197,576,21,176981,0.0003,35.279178280000004,0.2163226455450058,-6.827759742736816
311.87,8246,178313,0.0072745089419186115,0.3391210734844208,580,21,178414,0.0003,35.94469094,0.024537652730941772,-6.690506458282471
312.7,8313,179737,0.00787460058927536,1.2722663879394531,584,21,179838,0.0003,36.04128521999999,0.08406148850917816,-6.545052528381348
312.16,8359,180713,0.00832293275743723,-0.793506920337677,588,21,180814,0.0003,35.94689747,0.2084752321243286,-6.459918975830078
316.15,8431,182242,0.007316549774259329,-0.9061132669448853,592,21,182343,0.0003,36.3018284,0.03567129746079445,-6.4917473793029785
317.85,8492,183541,0.00682138791307807,0.8364012837409973,596,21,183642,0.0003,36.24821205000001,0.12477992475032806,-6.6002607345581055
316.65,8550,184784,0.0069876257330179214,-0.18133431673049927,600,21,184885,0.0003,36.18494494,0.19539424777030945,-6.704257965087891
312.51,8598,185795,0.006894776597619057,0.3510640263557434,604,21,185896,0.0003,35.87004898,0.423778235912323,-6.915475845336914
313.05,8661,187222,0.006665277294814587,-1.700535774230957,608,21,187323,0.0003,35.571010060000006,0.5875339508056641,-6.682300090789795
317.49,8720,188679,0.00672620115801692,-0.7917517423629761,612,21,188780,0.0003,36.239133929999994,0.5124488472938538,-6.765437602996826
310.05,8760,189679,0.006863777991384268,-0.21010392904281616,616,21,189780,0.0003,35.18935089,0.2255408763885498,-6.61408805847168
