time/episodes,train/n_updates,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/ent_coef,train/learning_rate,train/critic_loss,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss
188,58906,26.34720604,12,59007,0.007527501322329044,0.0003,0.1856277883052826,275.95,4598,-6.0348711013793945,1.5779876708984375
192,59997,26.29631743000001,12,60098,0.007396941538900137,0.0003,0.05588901787996292,272.39,4685,-6.281016826629639,-0.49529069662094116
196,61000,25.77819185,12,61101,0.0073282537050545216,0.0003,0.16517633199691772,269.29,4762,-6.19797420501709,-1.1996967792510986
200,62238,25.891200179999995,12,62339,0.0070882318541407585,0.0003,0.04108230769634247,267.73,4859,-5.891295909881592,1.4312466382980347
204,63469,25.95332167000001,12,63570,0.007356160786002874,0.0003,0.10839418321847916,264.58,4952,-6.3152337074279785,-2.081249952316284
208,64614,26.21588934,12,64715,0.007136958185583353,0.0003,0.1186639592051506,265.33,5035,-5.989598274230957,-0.4085434079170227
212,65663,26.228916069999997,12,65764,0.0072359489277005196,0.0003,0.0856059268116951,265.14,5115,-5.934638500213623,-0.8085018396377563
216,66963,26.155320859999996,12,67064,0.006917545106261969,0.0003,0.346832811832428,266.37,5218,-5.824787616729736,-0.6233829259872437
220,67876,26.29651911,12,67977,0.0068614184856414795,0.0003,0.43443429470062256,266.85,5282,-5.881083965301514,-0.7504726648330688
224,69122,26.769309639999996,12,69223,0.006624491885304451,0.0003,0.277927428483963,270.19,5373,-5.818194389343262,-0.35838866233825684
228,70174,27.08475391,12,70275,0.006810369901359081,0.0003,0.10420621931552887,269.88,5451,-5.649864196777344,-0.337466299533844
232,71150,27.008135240000005,12,71251,0.006638930644840002,0.0003,0.31713706254959106,269.37,5527,-5.883905410766602,-1.6483315229415894
236,72139,27.42963386,12,72240,0.007066491525620222,0.0003,0.3139246106147766,269.97,5606,-5.9769721031188965,-2.2720232009887695
240,73504,28.165862609999998,12,73605,0.006617214996367693,0.0003,0.3269202411174774,276.32,5712,-5.793341159820557,-0.9558227062225342
244,74924,28.74245242,12,75025,0.006849754601716995,0.0003,0.06327328085899353,282.17,5819,-5.678301811218262,-0.5470482110977173
248,76062,28.664701499999996,12,76163,0.006994049064815044,0.0003,0.17582881450653076,282.07,5909,-5.66629695892334,1.3460005521774292
252,77403,28.532903039999997,12,77504,0.006633557379245758,0.0003,0.37824031710624695,281.96,6007,-5.686919212341309,-0.11577215790748596
256,78345,28.587542290000002,12,78446,0.006772422697395086,0.0003,0.4398251473903656,282.72,6071,-5.683223724365234,-0.9363824129104614
260,79584,28.91356436,12,79685,0.0066195218823850155,0.0003,0.18569552898406982,285.81,6157,-5.459364891052246,0.7447073459625244
264,80676,28.755583619999996,12,80777,0.0069610439240932465,0.0003,0.6766515970230103,286.32,6244,-5.426895618438721,0.6101673245429993
268,81716,28.73493316,12,81817,0.007057595066726208,0.0003,0.1431543081998825,284.16,6321,-5.844368934631348,0.13274869322776794
272,82569,28.531365130000005,12,82670,0.0071701714769005775,0.0003,0.19902323186397552,282.34,6389,-5.593360900878906,-0.9114610552787781
276,83584,28.47742167,12,83685,0.00682974886149168,0.0003,0.0751660168170929,281.85,6470,-5.523856163024902,0.2530317008495331
280,84433,28.058812900000007,12,84534,0.006613335106521845,0.0003,0.10495882481336594,278.19,6537,-5.568502902984619,-0.3103673458099365
284,85220,27.492536310000006,12,85321,0.006806821562349796,0.0003,0.4139484763145447,274.19,6599,-5.8147759437561035,-0.1810276359319687
288,86681,28.082907850000005,12,86782,0.007286562584340572,0.0003,0.5002379417419434,277.75,6712,-5.788008213043213,0.15569689869880676
292,88085,28.300818559999993,12,88186,0.00672049168497324,0.0003,0.18304041028022766,280.88,6822,-5.737822532653809,-0.27217358350753784
296,89303,28.85317046,12,89404,0.007328938692808151,0.0003,0.29147011041641235,283.03,6917,-5.739692211151123,0.09883023798465729
300,90302,28.571415890000004,12,90403,0.007600665558129549,0.0003,0.12723317742347717,280.64,6995,-5.680790901184082,-0.8673761487007141
304,91364,28.262416649999995,12,91465,0.006480954121798277,0.0003,0.3439101576805115,278.95,7079,-5.602244853973389,-0.39484691619873047
308,92223,27.7541652,12,92324,0.006634411867707968,0.0003,0.23693713545799255,276.09,7149,-5.6803483963012695,-0.010753437876701355
312,93615,28.289085760000003,12,93716,0.006967333611100912,0.0003,0.27119341492652893,279.52,7260,-5.6096649169921875,-0.35496774315834045
316,94859,28.491241140000003,12,94960,0.007060536649078131,0.0003,0.2513434886932373,278.96,7359,-5.721258640289307,-0.6565523743629456
320,95774,28.673771430000002,12,95875,0.006956212688237429,0.0003,0.20264777541160583,278.98,7434,-5.752255916595459,-0.23261994123458862
324,96976,28.637617570000003,12,97077,0.007321121636778116,0.0003,0.11610604077577591,278.54,7524,-5.585975170135498,-0.9263476729393005
328,98115,28.61122395,12,98216,0.007481233216822147,0.0003,0.3497450649738312,279.41,7615,-5.663934230804443,0.38729146122932434
332,99302,28.680156670000002,12,99403,0.007789032533764839,0.0003,0.47604334354400635,281.52,7709,-5.897870063781738,-0.7869427800178528
336,100646,29.068760849999993,12,100747,0.007441474590450525,0.0003,0.14785976707935333,285.07,7814,-5.502743721008301,-1.554890513420105
340,101845,29.054356350000003,12,101946,0.007333738729357719,0.0003,0.11226244270801544,283.41,7909,-5.60844087600708,0.6259005665779114
344,102839,28.274440320000004,12,102940,0.007380410563200712,0.0003,0.39532142877578735,279.15,7988,-5.687845706939697,0.8364924192428589
348,103733,27.88835467,12,103834,0.007593192160129547,0.0003,0.2557985186576843,276.71,8059,-5.778983116149902,-0.5775235891342163
352,104495,27.17377751,12,104596,0.0074527813121676445,0.0003,0.2573753297328949,270.92,8120,-5.620590686798096,0.9827700853347778
356,105671,27.514038059999997,12,105772,0.007166042923927307,0.0003,0.24235786497592926,273.26,8212,-5.678937911987305,-0.29021400213241577
360,106629,27.273013290000005,12,106730,0.0071297199465334415,0.0003,0.03698035329580307,270.45,8289,-5.6164326667785645,-1.234821081161499
364,107491,27.135941069999994,12,107592,0.007018260192126036,0.0003,0.5348825454711914,268.15,8356,-5.536796569824219,-0.720813512802124
368,108661,26.990838410000002,12,108762,0.007048974744975567,0.0003,0.21064309775829315,269.45,8446,-5.654275894165039,0.3420863151550293
372,109846,27.56513894,12,109947,0.007009099703282118,0.0003,0.15343782305717468,272.77,8534,-5.635711669921875,0.7585839033126831
376,111511,28.24602819,12,111612,0.007039025891572237,0.0003,0.3272775411605835,279.27,8654,-5.352144718170166,1.4975779056549072
380,112717,28.691901329999997,12,112818,0.006995120085775852,0.0003,0.4048239588737488,282.84,8741,-5.603937149047852,-0.8052623271942139
384,113641,28.754873890000002,12,113742,0.006959195248782635,0.0003,0.3274245858192444,284.21,8805,-5.537716388702393,1.2443674802780151
388,114713,28.425186230000005,12,114814,0.007536286022514105,0.0003,0.2588733434677124,280.32,8891,-5.518836975097656,-1.7462196350097656
392,115975,28.619576009999996,12,116076,0.006830149330198765,0.0003,0.44634583592414856,278.9,8991,-5.476654052734375,1.6184715032577515
396,117629,28.873454450000004,12,117730,0.006914501078426838,0.0003,0.15157100558280945,283.26,9110,-5.801749229431152,-0.5235565900802612
400,118986,29.135102930000002,12,119087,0.0069456263445317745,0.0003,0.0803852304816246,286.84,9216,-5.629344463348389,-0.9676587581634521
404,120175,29.29963785,12,120276,0.00695505877956748,0.0003,0.3362763524055481,288.11,9309,-5.427497386932373,0.7878003716468811
408,121305,29.831068830000003,12,121406,0.0069044227711856365,0.0003,0.2528529167175293,290.82,9398,-5.4466352462768555,-0.19266249239444733
412,122457,29.23503087,12,122558,0.006566123105585575,0.0003,0.12442362308502197,288.42,9482,-5.583376407623291,-0.10204416513442993
416,123654,29.227433289999993,12,123755,0.006446206942200661,0.0003,0.11274634301662445,287.95,9569,-5.474730014801025,0.6405200958251953
420,124698,29.192181539999993,12,124799,0.006465465296059847,0.0003,0.10620288550853729,289.24,9644,-5.537450790405273,-0.45008814334869385
424,125611,28.783998779999997,12,125712,0.006684660911560059,0.0003,0.46621716022491455,286.35,9711,-5.400625228881836,-0.44460374116897583
428,127007,29.244189719999994,12,127108,0.006657574325799942,0.0003,0.19467803835868835,288.92,9812,-5.539568901062012,0.8173087239265442
432,128482,30.05132341,12,128583,0.006839320529252291,0.0003,0.18920519948005676,291.8,9929,-5.57301139831543,-0.009544909000396729
436,129541,29.54411914,12,129642,0.006787656340748072,0.0003,0.26376810669898987,288.95,10013,-5.606789588928223,0.5265706181526184
440,130557,29.329964829999998,12,130658,0.006982083432376385,0.0003,0.11502233147621155,287.12,10095,-5.4212541580200195,0.06600081920623779
444,131617,29.53689437,12,131718,0.006562101189047098,0.0003,0.43730366230010986,287.78,10179,-5.714694023132324,-0.4371095299720764
448,132978,30.28165579,12,133079,0.007012542802840471,0.0003,0.3380141258239746,292.45,10279,-5.612190246582031,-0.9443837404251099
452,134179,30.948367199999993,12,134280,0.006867984775453806,0.0003,0.332807719707489,296.84,10370,-5.471086502075195,0.45522308349609375
456,135538,31.179064410000002,12,135639,0.007059802766889334,0.0003,0.2399241030216217,298.67,10476,-6.078174591064453,-1.9558260440826416
460,136508,31.48646438,12,136609,0.006618906278163195,0.0003,0.16633781790733337,298.79,10553,-5.605345726013184,1.4944469928741455
464,137334,31.351685479999997,12,137435,0.006783401593565941,0.0003,0.13009849190711975,298.43,10618,-5.461324214935303,-1.249769687652588
468,138729,32.35199779,12,138830,0.00671490840613842,0.0003,0.3296651840209961,300.68,10729,-5.479265213012695,0.12267401814460754
472,139726,32.10425716,12,139827,0.006929493043571711,0.0003,0.12630105018615723,298.8,10806,-5.977653503417969,0.6574220657348633
476,140943,31.68815671,12,141044,0.006682815495878458,0.0003,0.15274032950401306,294.32,10903,-5.802492141723633,0.08606106042861938
480,142030,31.681090599999997,12,142131,0.006589443422853947,0.0003,0.05160484090447426,293.13,10989,-5.570163726806641,-0.526046872138977
484,143353,32.386068,12,143454,0.00684757623821497,0.0003,0.2559054493904114,297.12,11093,-5.6270928382873535,-0.8107239007949829
488,144527,32.46819114,12,144628,0.00677988026291132,0.0003,0.11812632530927658,298.14,11186,-5.63095760345459,1.096848726272583
492,145700,32.12774058,12,145801,0.0072779785841703415,0.0003,0.2575073838233948,297.25,11276,-5.747015953063965,0.6032984256744385
496,146884,31.932932080000004,12,146985,0.007074967958033085,0.0003,0.19747069478034973,292.55,11370,-5.9888596534729,-2.4622409343719482
500,148122,32.081746390000006,12,148223,0.006882356945425272,0.0003,0.39898040890693665,291.36,11458,-5.484729290008545,0.8683633208274841
504,149546,32.490693730000004,12,149647,0.007050827145576477,0.0003,0.5320926904678345,293.71,11561,-5.588223457336426,0.8197981715202332
508,150696,32.339455990000005,12,150797,0.006803741678595543,0.0003,0.12127189338207245,293.91,11646,-5.712707996368408,0.3494449853897095
512,151844,32.742385909999996,12,151945,0.006873587146401405,0.0003,0.05930193513631821,293.87,11734,-5.917404651641846,0.7294328808784485
516,153112,32.963099109999995,12,153213,0.006995923817157745,0.0003,0.4934927225112915,294.58,11834,-5.529127597808838,1.2980906963348389
520,154628,33.830542619999996,12,154729,0.007207219488918781,0.0003,0.2929077744483948,299.3,11950,-5.562690734863281,-0.6162168979644775
524,156015,34.35592627999999,12,156116,0.007205728441476822,0.0003,0.5547626614570618,304.04,12060,-5.529782295227051,-0.9585250616073608
528,157028,33.87752054,12,157129,0.0070683518424630165,0.0003,0.293947696685791,300.21,12141,-5.566972255706787,0.30027467012405396
532,158215,33.37085312,12,158316,0.007127612363547087,0.0003,0.1600807011127472,297.33,12232,-5.836470127105713,-1.5892146825790405
536,159651,33.77867850999999,12,159752,0.007033738307654858,0.0003,0.2862701416015625,301.1,12344,-5.77584981918335,2.2014639377593994
540,160856,33.61375279999999,12,160957,0.007684200536459684,0.0003,0.091970294713974,302.99,12439,-5.751873016357422,-1.0921375751495361
544,161978,33.79742367,12,162079,0.007211478892713785,0.0003,0.16182582080364227,303.61,12528,-5.697718620300293,-0.055480509996414185
548,163283,33.38205592,12,163384,0.007174727041274309,0.0003,0.28781163692474365,303.05,12625,-5.8876566886901855,-0.3144408166408539
552,164406,33.21415405,12,164507,0.007218118757009506,0.0003,0.14543655514717102,302.27,12709,-5.775751113891602,1.876317024230957
556,165930,33.44735011,12,166031,0.007329158950597048,0.0003,0.21682137250900269,303.92,12830,-5.87541389465332,-1.793844223022461
560,166943,33.30350082,12,167044,0.007414265535771847,0.0003,0.301615446805954,304.35,12902,-5.990207672119141,-0.4729558229446411
564,167970,33.548003519999995,12,168071,0.007334994152188301,0.0003,0.3056885004043579,306.36,12975,-6.00968074798584,-1.2453135251998901
568,169063,32.62132862000001,12,169164,0.007368159480392933,0.0003,0.20129996538162231,303.34,13061,-5.924411773681641,-0.6035639047622681
572,170365,32.9436275,12,170466,0.007535316050052643,0.0003,0.5130946636199951,306.39,13165,-5.64437198638916,1.2185909748077393
576,171198,32.46567729,12,171299,0.007706044241786003,0.0003,0.07629384100437164,302.55,13231,-6.0567450523376465,-0.7722657322883606
580,172739,32.96925439999999,12,172840,0.0073192124255001545,0.0003,0.3869304060935974,307.09,13350,-5.717543601989746,1.8496090173721313
584,174017,32.79705507,12,174118,0.007670253049582243,0.0003,0.21008959412574768,306.64,13452,-5.900564193725586,-0.973702609539032
588,175431,32.99252722,12,175532,0.007388086523860693,0.0003,0.0889144092798233,309.04,13564,-5.836483955383301,1.0482025146484375
592,176670,33.058315979999996,12,176771,0.007526202127337456,0.0003,0.12813520431518555,309.7,13663,-5.864017009735107,-2.3571431636810303
596,178052,33.08455184,12,178153,0.007310530636459589,0.0003,0.18224462866783142,311.68,13772,-5.856729507446289,0.221170112490654
600,179263,33.0013784,12,179364,0.007311214227229357,0.0003,0.24695880711078644,311.41,13868,-5.77728271484375,1.069342017173767
604,180340,32.39020787,12,180441,0.007259885780513287,0.0003,0.6230337023735046,307.94,13954,-5.675968170166016,0.2753346264362335
608,181575,32.61350067,12,181676,0.007208704482764006,0.0003,0.12270933389663696,308.79,14045,-5.898075103759766,0.6528342962265015
612,182898,33.03451185,12,182999,0.007601919583976269,0.0003,0.2117997705936432,310.54,14150,-5.939749240875244,-0.7912634611129761
616,183956,32.65396373000001,12,184057,0.007752197794616222,0.0003,0.02586200460791588,308.44,14230,-5.581417083740234,0.28173866868019104
620,184974,31.916545650000003,12,185075,0.0076139820739626884,0.0003,0.27780023217201233,303.46,14312,-5.634225845336914,-0.2538498044013977
624,186546,32.35775374,12,186647,0.007600252516567707,0.0003,0.5662195086479187,305.31,14423,-5.6430888175964355,0.4293161630630493
628,187887,32.69860774,12,187988,0.00760654266923666,0.0003,0.04697086662054062,308.59,14515,-5.5829362869262695,0.5969159603118896
632,189409,33.026139900000004,12,189510,0.007899376563727856,0.0003,0.16607148945331573,311.94,14619,-5.9746198654174805,-0.4476547837257385
636,190328,32.354079930000005,12,190429,0.007946604862809181,0.0003,0.2877216339111328,306.77,14682,-5.678924083709717,0.359418660402298
640,191472,32.748709510000005,12,191573,0.007460681721568108,0.0003,0.32087254524230957,306.16,14760,-5.567445278167725,1.6794935464859009
644,192764,33.11594061,12,192865,0.007502446416765451,0.0003,0.13151514530181885,307.86,14858,-5.716707229614258,0.5351741313934326
648,194234,33.41502906000001,12,194335,0.007672462612390518,0.0003,0.14107966423034668,309.51,14966,-5.669590473175049,2.148944854736328
652,195250,33.46174431,12,195351,0.007733265403658152,0.0003,0.05413562059402466,308.44,15046,-5.5193586349487305,-0.274522066116333
656,196359,32.84382907,12,196460,0.00790845975279808,0.0003,0.1660699099302292,304.29,15135,-5.916918754577637,-1.4562923908233643
660,197628,33.28268293000001,12,197729,0.007656436413526535,0.0003,0.3817870318889618,306.85,15235,-5.6440229415893555,1.0828955173492432
664,198778,33.62185489,12,198879,0.008054674603044987,0.0003,0.2685120105743408,308.08,15325,-6.007551193237305,-0.6832314729690552
668,199983,33.71590397,12,200084,0.007614915259182453,0.0003,0.31347641348838806,309.2,15421,-6.396754264831543,-1.946803092956543
672,201025,33.58244292999999,12,201126,0.006992121692746878,0.0003,0.40320485830307007,306.6,15504,-5.788994312286377,0.04412747919559479
676,202269,34.36924855,12,202370,0.007545602973550558,0.0003,0.08395034074783325,310.71,15603,-5.574771881103516,1.5848193168640137
680,203723,34.27223794,12,203824,0.007515153381973505,0.0003,0.22599036991596222,309.84,15718,-5.973240375518799,1.329118251800537
684,204761,34.154772310000006,12,204862,0.007267775945365429,0.0003,0.15989015996456146,307.44,15795,-5.661146640777588,-1.022707462310791
688,206284,34.193137580000005,12,206385,0.0075247883796691895,0.0003,0.24267125129699707,308.53,15914,-5.735805034637451,0.5807282328605652
692,207334,33.82491789,12,207435,0.007227952126413584,0.0003,0.2675160765647888,306.64,15997,-5.8180341720581055,0.5258727073669434
696,208257,33.36348907,12,208358,0.007335816044360399,0.0003,0.5810055732727051,302.05,16071,-5.947262763977051,1.517899513244629
700,209589,33.4304349,12,209690,0.007736415136605501,0.0003,0.23794186115264893,303.26,16176,-5.888290882110596,-0.8806638717651367
704,210480,33.50367942,12,210581,0.007432360667735338,0.0003,0.3188822269439697,301.4,16246,-5.803806304931641,-0.2699756622314453
708,211717,33.473613920000005,12,211818,0.007462318520992994,0.0003,0.4057530164718628,301.42,16340,-6.061024188995361,-0.672539472579956
712,212792,32.9926771,12,212893,0.007643658202141523,0.0003,0.20642906427383423,298.94,16418,-5.815889835357666,0.3360351026058197
716,214186,33.26693647,12,214287,0.007634781301021576,0.0003,0.20623189210891724,302.3,16524,-6.2269697189331055,-0.7677672505378723
720,215320,33.279767140000004,12,215421,0.0076080081053078175,0.0003,0.44062310457229614,303.46,16613,-5.708314895629883,0.1851901412010193
724,216477,32.65715709999999,12,216578,0.007886654697358608,0.0003,0.058353275060653687,299.31,16697,-5.581997871398926,-0.43279707431793213
728,217483,32.196641029999995,12,217584,0.007814466953277588,0.0003,0.05709260702133179,295.96,16767,-5.6561431884765625,0.8509760499000549
732,218680,31.701317009999997,12,218781,0.00740708876401186,0.0003,0.20314717292785645,292.71,16860,-6.121338844299316,-0.4991963803768158
736,219781,32.115221059999996,12,219882,0.007232133764773607,0.0003,0.16751527786254883,294.53,16947,-5.872467041015625,-1.2146885395050049
740,220733,31.693702969999993,12,220834,0.007384835742413998,0.0003,0.19805774092674255,292.61,17018,-6.185557842254639,-1.4385687112808228
744,221808,31.43145464,12,221909,0.007358058355748653,0.0003,0.33362245559692383,290.44,17096,-5.733865737915039,0.8135198950767517
748,222984,31.22732581999999,12,223085,0.007388079538941383,0.0003,0.09908042848110199,287.5,17187,-5.870534896850586,-0.497747540473938
752,224180,31.125736510000003,12,224281,0.00764997024089098,0.0003,0.1522359549999237,289.3,17279,-5.783812999725342,0.930536150932312
756,225281,31.583403819999997,12,225382,0.007301525212824345,0.0003,0.2739754319190979,289.22,17364,-5.702659606933594,-0.2960284948348999
760,226552,31.541108140000002,12,226653,0.007280463818460703,0.0003,0.7151854634284973,289.24,17459,-5.671851634979248,-0.3302004337310791
764,227790,31.44245884,12,227891,0.007758991327136755,0.0003,0.13339802622795105,290.12,17549,-5.842376232147217,0.8146664500236511
768,228873,31.390375789999997,12,228974,0.007452518213540316,0.0003,0.27379289269447327,288.9,17631,-5.992214679718018,0.32911786437034607
772,229958,31.618245149999996,12,230059,0.007534615229815245,0.0003,0.11077775061130524,289.33,17716,-6.0869855880737305,0.30449753999710083
776,231300,31.426089690000005,12,231401,0.007849527522921562,0.0003,0.08747044950723648,290.31,17823,-5.942037105560303,-0.14127005636692047
780,232576,31.07167869,12,232677,0.0080230962485075,0.0003,0.31276819109916687,288.53,17925,-5.8606157302856445,-0.23915822803974152
784,233649,30.817305070000003,12,233750,0.007526902016252279,0.0003,0.48619401454925537,288.88,18010,-5.823095321655273,0.35485944151878357
788,234607,30.3364127,12,234708,0.007701610215008259,0.0003,0.27849283814430237,283.23,18087,-6.086003303527832,-0.5302392840385437
792,235920,30.776027709999994,12,236021,0.007743870373815298,0.0003,0.1170138567686081,285.86,18176,-5.777120113372803,0.0766168087720871
796,237090,31.118455860000005,12,237191,0.007522295229136944,0.0003,0.2679581940174103,288.33,18256,-5.604371070861816,-0.21587562561035156
800,238648,31.348618369999993,12,238749,0.008111185394227505,0.0003,0.5055505633354187,290.59,18370,-5.806713581085205,-0.8621765971183777
804,239443,30.924342389999993,12,239544,0.008038368076086044,0.0003,0.18922068178653717,289.63,18429,-5.646341323852539,0.15488001704216003
808,240573,30.84003611,13,240674,0.008144818246364594,0.0003,0.26946696639060974,288.56,18511,-6.009273052215576,-0.4579211175441742
812,241509,30.587738880000003,13,241610,0.00787703413516283,0.0003,0.2528189420700073,287.17,18580,-5.7284088134765625,-0.6757614016532898
816,242778,30.62370604,13,242879,0.008258288726210594,0.0003,0.8965712785720825,285.92,18673,-5.863022327423096,-2.084892511367798
820,243966,30.842083109999997,13,244067,0.007616008166223764,0.0003,0.19477081298828125,286.46,18763,-5.907936096191406,-1.4075901508331299
824,245260,31.13062422,13,245361,0.007213824428617954,0.0003,0.08083896338939667,287.83,18857,-5.69317626953125,0.49909183382987976
828,246256,31.23691164,13,246357,0.008213135413825512,0.0003,0.3870145380496979,287.73,18936,-5.982638359069824,-0.7595399022102356
