rollout/ep_len_mean,train/ent_coef,train/actor_loss,time/fps,time/episodes,train/critic_loss,time/time_elapsed,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss
289.92,0.006749217864125967,-7.686454772949219,17,164,0.25741371512413025,2946,0.0003,52786,29.34740018,52685,-1.5872530937194824
291.67,0.006523244082927704,-7.416086196899414,17,168,0.5536351203918457,3011,0.0003,54059,29.807629390000002,53958,-0.05092209577560425
295.35,0.006162360310554504,-7.371982574462891,17,172,0.2199094295501709,3087,0.0003,55442,30.426529960000003,55341,0.9220207929611206
299.18,0.0059158941730856895,-7.405279636383057,17,176,0.16257032752037048,3175,0.0003,57019,30.89522885,56918,-0.13103191554546356
302.49,0.0058308374136686325,-7.331795692443848,17,180,0.05662155896425247,3248,0.0003,58344,31.71713139,58243,2.762857437133789
300.67,0.005969493184238672,-7.460740566253662,17,184,0.06969825178384781,3303,0.0003,59329,31.39178843,59228,2.744365692138672
302.0,0.006205911282449961,-7.461050033569336,17,188,0.3289022445678711,3369,0.0003,60504,31.531174500000002,60403,0.9688524603843689
303.28,0.0065842922776937485,-7.467681407928467,17,192,0.1342560052871704,3435,0.0003,61674,31.93319696,61573,0.20910871028900146
304.03,0.00707569345831871,-7.483776569366455,17,196,0.32249385118484497,3496,0.0003,62762,31.91396247,62661,-2.306549549102783
308.38,0.007335626985877752,-7.286423206329346,17,200,0.594266414642334,3574,0.0003,64158,32.2363012,64057,-1.808229923248291
311.0,0.00744894053786993,-7.374183654785156,17,204,0.16303330659866333,3649,0.0003,65495,32.46052147,65394,-0.2328203171491623
311.46,0.0070727113634347916,-7.37949275970459,17,208,0.18898819386959076,3711,0.0003,66617,32.26566752,66516,-1.172396183013916
312.28,0.006683147046715021,-7.339420318603516,17,212,0.43508076667785645,3782,0.0003,67900,32.45979319999999,67799,-0.14118164777755737
313.03,0.006554748862981796,-7.254831790924072,17,216,0.175270214676857,3849,0.0003,69109,32.307148240000004,69008,-1.3998385667800903
313.34,0.005812753923237324,-7.46444845199585,17,220,0.6099607944488525,3931,0.0003,70579,32.08711109,70478,0.4298122525215149
310.39,0.005913871806114912,-7.151931285858154,17,224,0.19753070175647736,3991,0.0003,71653,31.587061629999997,71552,-1.0003888607025146
308.82,0.006195905618369579,-7.147784233093262,17,228,0.13247588276863098,4051,0.0003,72711,31.25439474,72610,-1.4566971063613892
309.39,0.006301206070929766,-7.227565765380859,17,232,0.37601298093795776,4122,0.0003,74006,31.442186650000004,73905,-0.7349652051925659
313.17,0.0063471063040196896,-6.878417491912842,17,236,0.35173463821411133,4204,0.0003,75488,31.796589069999996,75387,0.66013503074646
316.49,0.006263508927077055,-6.982792377471924,17,240,0.43113261461257935,4270,0.0003,76681,32.15954808,76580,2.40844988822937
316.07,0.006138985510915518,-7.046189785003662,17,244,0.44226932525634766,4327,0.0003,77706,32.14897833999999,77605,1.88218092918396
314.75,0.006094247568398714,-7.197821617126465,17,248,0.20581883192062378,4390,0.0003,78848,32.107190079999995,78747,-0.6066567897796631
308.86,0.005944955628365278,-6.928342342376709,17,252,0.289369136095047,4439,0.0003,79730,31.42461578,79629,0.680701494216919
306.56,0.006264580879360437,-7.102964401245117,17,256,0.4468676447868347,4497,0.0003,80759,31.40479562,80658,1.550246000289917
304.18,0.006093523930758238,-7.099024772644043,17,260,0.10561154037714005,4574,0.0003,82149,30.97753372,82048,-2.2379965782165527
303.27,0.006570564582943916,-6.898993968963623,17,264,0.5199319124221802,4628,0.0003,83113,30.746087540000005,83012,-0.06009237468242645
303.08,0.00641837902367115,-6.863200664520264,17,268,0.3036436438560486,4698,0.0003,84367,30.889324619999996,84266,0.7548062205314636
304.03,0.006456740200519562,-6.849042892456055,17,272,0.4972993731498718,4781,0.0003,85845,31.173253759999994,85744,-0.7038325071334839
302.86,0.00709144352003932,-6.847014904022217,17,276,0.457374632358551,4862,0.0003,87305,31.296477939999995,87204,1.457359790802002
301.22,0.0064867110922932625,-6.60462760925293,17,280,0.3413546085357666,4927,0.0003,88466,30.676370069999994,88365,-0.2221941202878952
301.42,0.00658511184155941,-6.838379383087158,17,284,0.4833572506904602,4983,0.0003,89471,30.897563390000002,89370,0.15252849459648132
300.09,0.006491925101727247,-6.692407608032227,17,288,0.08138628304004669,5041,0.0003,90513,30.771992970000007,90412,-0.39811116456985474
300.63,0.006639453116804361,-6.885612964630127,17,292,0.18617890775203705,5109,0.0003,91737,30.763835689999997,91636,1.4230705499649048
301.19,0.0068284920416772366,-6.795567512512207,17,296,0.136796236038208,5174,0.0003,92881,31.00605451,92780,-0.31007450819015503
296.84,0.007067896891385317,-6.579080581665039,17,300,0.21207961440086365,5227,0.0003,93842,30.780083730000005,93741,-0.5301773548126221
294.73,0.007134453859180212,-6.814932346343994,17,304,0.072466179728508,5290,0.0003,94968,30.601330650000005,94867,-1.7085521221160889
293.22,0.006875744089484215,-6.737428665161133,17,308,0.2001466155052185,5344,0.0003,95939,30.628259030000002,95838,0.11492571979761124
293.42,0.007264851592481136,-6.767433166503906,17,312,0.1173199936747551,5417,0.0003,97242,31.026867350000007,97141,-0.32519036531448364
291.66,0.007413060404360294,-6.659381866455078,17,316,0.3840993642807007,5475,0.0003,98275,30.859416920000005,98174,-0.9445189833641052
288.31,0.007434604223817587,-6.632822036743164,17,320,0.2375560998916626,5538,0.0003,99410,30.7515214,99309,1.6133575439453125
288.62,0.0068699368275702,-6.261883735656738,17,324,0.09754559397697449,5599,0.0003,100515,30.734172779999998,100414,0.8661977052688599
291.84,0.006670739501714706,-6.309333801269531,17,328,0.05303098261356354,5676,0.0003,101895,31.09265643,101794,0.7893528938293457
289.73,0.007054825779050589,-6.450268745422363,17,332,0.17460712790489197,5737,0.0003,102979,30.59532927,102878,0.07004991173744202
285.32,0.007083224598318338,-6.412683963775635,17,336,0.053296878933906555,5795,0.0003,104020,30.0540722,103919,-0.3012380599975586
283.29,0.008174641989171505,-6.40854549407959,17,340,0.24833950400352478,5851,0.0003,105010,30.30705187,104909,-0.033064015209674835
285.59,0.0074633038602769375,-6.49803352355957,17,344,0.04445422813296318,5922,0.0003,106265,30.699573020000006,106164,0.11424705386161804
281.47,0.007565324194729328,-6.17181921005249,17,348,0.5555393099784851,5963,0.0003,106995,30.128580940000003,106894,-0.25597941875457764
287.26,0.007352310232818127,-6.548633575439453,17,352,0.4147939682006836,6044,0.0003,108456,30.895103999999996,108355,-2.2041773796081543
287.57,0.007401690352708101,-6.310146331787109,17,356,0.03503071516752243,6104,0.0003,109516,30.749925549999997,109415,0.5330093502998352
283.25,0.00726158544421196,-6.367715358734131,17,360,0.19304057955741882,6157,0.0003,110474,30.16948629,110373,0.7889707684516907
287.8,0.0069705769419670105,-6.490610599517822,17,364,0.244542196393013,6236,0.0003,111893,30.820410140000003,111792,1.0067321062088013
286.58,0.006496700458228588,-6.589850425720215,17,368,0.10034720599651337,6299,0.0003,113025,30.572216120000004,112924,0.18383057415485382
284.57,0.006506168283522129,-6.47265625,17,372,0.1311899721622467,6371,0.0003,114302,30.005291640000006,114201,-0.09483957290649414
283.46,0.006756485439836979,-6.334125518798828,17,376,0.0456765815615654,6447,0.0003,115651,29.604761760000002,115550,-0.46620625257492065
282.93,0.006986199878156185,-6.479619026184082,17,380,0.25600168108940125,6508,0.0003,116759,29.914491440000003,116658,1.7799217700958252
282.88,0.006866907235234976,-6.03450345993042,17,384,0.08853217959403992,6564,0.0003,117759,29.85551645,117658,-0.7464821934700012
285.32,0.006936352699995041,-6.074858665466309,17,388,0.1547345519065857,6635,0.0003,119045,30.02324172,118944,1.369795799255371
285.16,0.007100034039467573,-6.313918590545654,17,392,0.6681920289993286,6702,0.0003,120253,29.97233015000001,120152,-0.04602774977684021
284.62,0.007263937033712864,-6.485451698303223,17,396,0.2478802502155304,6763,0.0003,121343,29.80839674,121242,-0.566321849822998
288.95,0.007482428569346666,-6.217687129974365,17,400,0.15761670470237732,6841,0.0003,122737,30.12831854,122636,-0.2085035890340805
287.79,0.007055084686726332,-6.0543365478515625,17,404,0.257226824760437,6897,0.0003,123747,30.053153409999997,123646,0.927310049533844
289.35,0.006937593221664429,-6.4946465492248535,17,408,0.13538339734077454,6960,0.0003,124874,30.30309038,124773,-0.07135956734418869
289.85,0.006852969527244568,-6.1384782791137695,17,412,0.11736246943473816,7035,0.0003,126227,30.161137059999998,126126,1.4612327814102173
293.57,0.006926691625267267,-6.261841773986816,17,416,0.138729989528656,7114,0.0003,127632,30.784348610000002,127531,0.2966431975364685
294.3,0.007019545417279005,-6.504395484924316,17,420,0.19581972062587738,7181,0.0003,128840,30.58598411,128739,0.3529571294784546
294.91,0.0066827102564275265,-6.438107013702393,17,424,0.035928819328546524,7245,0.0003,130006,30.81770556,129905,-1.3858823776245117
292.31,0.006346988026052713,-6.23756217956543,17,428,0.16606611013412476,7308,0.0003,131126,30.874354259999997,131025,0.9998663067817688
293.6,0.0064477319829165936,-6.600096225738525,17,432,0.07456520199775696,7371,0.0003,132339,30.98123509,132238,-0.983833372592926
295.1,0.006331103853881359,-6.431156158447266,17,436,0.4247761070728302,7433,0.0003,133530,31.276314229999997,133429,1.5333143472671509
299.6,0.00676402822136879,-6.109969139099121,17,440,0.14563287794589996,7504,0.0003,134970,31.515451609999996,134869,0.9831864833831787
298.55,0.0067793759517371655,-5.9795050621032715,17,444,0.29052767157554626,7563,0.0003,136120,31.559054469999996,136019,0.2492649108171463
302.56,0.006978385616093874,-6.552878379821777,17,448,0.26263946294784546,7626,0.0003,137251,32.29821678,137150,0.8837445974349976
301.61,0.007180363871157169,-5.932611465454102,18,452,0.3580999970436096,7695,0.0003,138617,32.261922129999995,138516,1.484940767288208
301.54,0.007208831608295441,-6.2978034019470215,18,456,0.23104572296142578,7748,0.0003,139670,32.27995841999999,139569,-1.0122538805007935
304.76,0.006767448037862778,-6.17110538482666,18,460,0.32460445165634155,7815,0.0003,140950,32.867181380000005,140849,0.32670319080352783
304.37,0.006723055616021156,-6.57222318649292,18,464,0.4578366279602051,7893,0.0003,142330,32.986992570000005,142229,-1.3846244812011719
303.26,0.006743886973708868,-6.117464542388916,18,468,0.17166981101036072,7950,0.0003,143351,32.85356959,143250,0.9430102705955505
301.95,0.0067914929240942,-6.191378116607666,18,472,0.25962966680526733,8016,0.0003,144497,33.07800151000001,144396,1.288187861442566
301.64,0.006463372614234686,-6.26841926574707,18,476,0.3523644208908081,8085,0.0003,145815,33.234545419999996,145714,0.7589787840843201
302.08,0.00741374958306551,-6.481662750244141,18,480,0.05700842663645744,8142,0.0003,146967,33.05083309,146866,-0.27112963795661926
