#{"t_start": 1763607472.187605, "env_id": "None"}
r,l,t
7.866771,228,7.421923
5.528027,176,13.595172
2.893991,128,18.029483
9.041088,286,27.905221
14.663435,424,42.611272
20.425328,525,60.873318
6.979492,295,71.384631
5.044766,182,77.688169
9.571192,221,85.3195
13.141302,343,97.238822
14.168793,293,107.39646
7.311343,209,114.877584
2.848819,116,118.866785
18.98863,474,135.480857
11.636701,307,146.005038
2.404608,121,150.166663
17.625131,367,163.197061
9.241657,260,172.388677
10.03778,270,181.758739
20.168539,535,200.433199
57.972307,1084,237.998994
19.599918,425,252.93902
22.947724,395,266.903463
42.624541,775,293.682044
12.44615,318,304.678891
22.369646,411,318.643104
22.566012,512,336.090992
25.153931,507,353.341759
10.305859,254,362.088187
16.612281,463,377.730169
19.435286,367,390.134912
16.874583,328,401.411432
30.242839,447,416.716751
43.28793,601,437.65624
8.93634,260,446.552419
10.940593,218,453.91106
16.550964,283,463.464101
16.898837,394,476.823409
45.305103,567,496.281401
15.421042,307,506.755091
23.805637,348,522.126342
18.042637,284,534.025737
36.145094,616,560.170372
14.750772,214,569.284181
7.877765,255,582.327744
30.699114,414,601.847783
37.981364,548,623.500668
40.731195,545,644.741775
19.135772,268,655.424402
25.158279,337,668.375553
19.94827,281,678.917247
27.902598,325,690.715516
31.660296,285,701.282908
20.56458,299,712.190292
30.714288,336,724.347932
13.222847,204,732.098431
16.0669,230,740.839836
20.138534,277,750.928419
20.175092,341,763.469856
23.620917,394,777.963494
22.089041,370,791.634158
24.920955,414,807.424738
20.163176,367,820.890324
22.087804,347,833.71449
12.670692,188,840.648131
21.147691,268,850.711386
11.988054,190,857.77914
22.767576,322,870.063748
37.925578,475,887.629589
19.908657,249,896.700348
17.60285,214,904.48902
37.820305,528,924.186152
18.325163,225,932.509451
21.722797,222,940.778938
60.526837,477,958.189716
27.596579,308,969.475884
20.189917,230,977.952562
17.81547,272,988.170443
28.561669,355,1001.220741
21.582837,259,1010.701294
32.257453,379,1024.641583
33.632655,330,1036.81479
22.293901,342,1049.689601
30.894306,255,1058.984425
34.14858,360,1072.148927
33.587914,400,1086.875633
26.401466,330,1099.052905
46.629653,452,1115.999938
34.004383,390,1130.166004
12.995415,221,1138.233685
23.179449,355,1151.175153
31.828074,511,1169.704263
38.246137,431,1185.846556
33.125714,368,1199.192385
41.214611,461,1216.073211
39.691002,475,1233.512416
33.418607,342,1246.567818
14.40116,217,1254.404499
58.696574,514,1273.25051
22.340175,317,1284.773157
27.119586,254,1293.999784
30.026681,391,1308.63107
43.676962,367,1321.858664
17.98682,160,1327.829917
38.159869,350,1340.580638
33.610172,294,1351.457587
32.310741,317,1363.444117
51.658159,512,1382.184209
34.046285,399,1396.717515
20.135926,332,1408.77537
43.6655,388,1423.165069
18.86605,325,1435.105258
17.699445,221,1443.293598
38.822481,446,1459.825936
23.082621,222,1468.049092
20.732697,260,1477.688663
34.619267,352,1490.944176
21.105087,294,1501.619154
25.765505,260,1511.145972
16.362007,221,1519.224037
15.410708,205,1526.616064
39.511546,382,1540.479556
33.845655,298,1551.737719
22.648295,249,1560.820607
48.298354,361,1574.001345
24.650361,285,1584.709133
23.313704,252,1593.960038
30.184377,263,1603.687392
41.817478,332,1616.112394
14.665241,183,1622.841438
57.371455,412,1637.805464
25.231851,243,1646.608426
26.95186,284,1656.888736
52.019201,430,1673.049043
53.380428,342,1685.888323
27.385968,232,1694.598345
22.381206,273,1704.68774
16.141427,208,1712.625791
37.572791,346,1725.749695
27.140207,449,1742.491848
37.365497,456,1759.412396
21.624785,230,1767.841768
17.323896,286,1778.312248
30.487628,340,1790.910284
17.575409,261,1800.859525
16.565983,183,1807.734187
37.605133,372,1821.731594
18.143983,214,1829.639666
26.948943,286,1840.438205
34.115625,299,1851.555537
18.212308,227,1860.281486
42.611017,335,1872.625542
46.796938,418,1888.052035
35.582838,341,1900.65329
33.035042,275,1910.777985
27.395809,314,1922.657466
31.568115,371,1936.360788
45.230999,337,1948.78068
41.103955,346,1961.519952
33.634731,320,1973.564873
51.776669,530,1993.379015
51.178632,349,2006.281575
52.429437,433,2022.332229
55.535013,576,2043.48725
24.940462,243,2052.807089
12.704612,150,2058.403447
29.335208,303,2069.494956
24.664354,313,2081.100768
48.504084,500,2099.380762
21.574829,264,2109.392204
63.536714,475,2126.892733
62.166576,610,2149.520828
23.254357,268,2159.397575
28.279751,363,2173.241629
27.631314,311,2184.859269
13.714398,182,2191.71769
73.628313,556,2212.296168
32.199981,288,2222.996181
43.437856,449,2240.026492
26.566434,390,2254.47547
27.985789,322,2266.579391
10.734308,152,2272.195791
25.644108,245,2281.22523
35.781664,374,2295.131505
19.143704,221,2303.408693
32.370931,303,2314.765513
60.638524,614,2337.44844
31.135243,295,2348.409432
74.907991,689,2374.077312
39.820234,363,2387.644622
57.006643,440,2403.893718
56.26856,495,2422.679922
17.388867,212,2430.610997
37.4409,370,2444.4698
29.659708,316,2456.426256
7.650388,139,2461.540256
36.361929,327,2473.562596
14.227325,214,2481.811967
11.28359,175,2488.422264
42.424358,453,2505.236241
58.277137,393,2519.928281
36.503127,353,2533.192352
26.202659,270,2543.340529
25.252231,316,2555.525775
20.059088,271,2565.723749
30.350474,244,2574.870571
51.580543,417,2590.588816
54.850061,501,2609.592914
73.993083,580,2631.22034
43.896468,363,2644.816474
38.518716,359,2658.400922
19.688939,284,2669.219524
16.491477,220,2677.516401
41.198064,385,2691.903423
24.911588,255,2701.372365
31.515666,380,2715.46655
32.243519,352,2728.499804
21.038892,242,2737.838228
27.637028,345,2750.644517
24.047028,258,2760.256515
34.515174,315,2771.886356
49.3419,405,2787.143576
31.951899,310,2799.183719
35.038209,402,2814.19177
42.372444,377,2828.236472
23.051587,230,2836.911777
35.635039,244,2845.899321
84.148222,611,2868.986866
36.031899,370,2882.698913
52.85438,436,2899.11179
67.669936,566,2920.553257
55.332109,480,2938.233559
32.644756,295,2949.54181
32.872268,327,2961.626564
31.864995,236,2970.312619
18.31491,241,2979.319314
35.36025,417,2995.051233
30.255109,316,3006.953318
39.378806,289,3017.82272
27.479721,303,3029.14086
47.275562,413,3044.984682
81.296568,603,3067.456426
21.743299,251,3076.853188
42.862426,349,3089.845516
41.065043,387,3104.403822
42.860767,370,3118.323175
19.518825,206,3125.95222
34.352382,400,3141.095294
36.1865,353,3154.262232
47.284103,380,3168.803573
9.704005,154,3174.502803
27.202764,300,3185.766259
36.332978,254,3195.244373
68.373599,607,3217.893078
36.006228,314,3229.869033
41.873118,343,3243.051757
19.749423,234,3251.763891
34.179333,304,3263.278749
53.131151,459,3280.369887
45.460743,433,3296.770839
74.467125,593,3318.83044
18.263527,213,3326.716063
65.801062,485,3344.801287
82.345032,590,3367.140115
26.369076,246,3376.356274
11.738744,200,3383.910995
25.495567,264,3393.715525
28.640995,249,3402.959484
58.759257,495,3421.604287
64.179656,522,3441.378165
13.445247,243,3450.307209
20.773818,209,3458.03482
29.026681,302,3469.353757
44.966288,393,3484.17397
33.924755,337,3496.881786
21.911821,268,3506.882419
20.56206,214,3514.922827
9.490501,167,3521.121691
49.859121,380,3535.157625
22.516074,261,3545.169132
45.078564,444,3561.570758
46.807682,478,3579.216918
35.352085,282,3589.646934
50.048907,422,3605.363123
60.074438,390,3619.961003
35.1599,345,3632.843864
7.215638,130,3637.736603
34.383389,273,3648.189473
33.741326,348,3661.223062
52.009189,499,3680.078592
44.694969,428,3696.006627
31.046645,263,3705.86265
38.490394,408,3721.006509
71.28052,523,3741.060369
70.247576,583,3762.824113
53.701854,381,3776.87577
34.419489,360,3790.463788
20.400587,228,3798.778849
48.752962,446,3815.259352
34.000612,298,3826.149007
51.274021,430,3842.024967
25.281527,243,3851.384671
27.575396,281,3862.021895
42.564954,367,3875.873429
41.762052,423,3891.661867
46.053806,304,3902.886338
55.562698,432,3919.458329
56.446572,384,3933.622453
23.910289,257,3943.130666
19.149937,249,3952.494084
24.525584,245,3961.589655
45.481685,373,3975.533662
75.608923,447,3992.473425
63.385971,490,4010.723387
37.569733,307,4021.946984
47.695241,382,4035.968481
34.421815,416,4051.759998
42.568709,389,4066.007144
47.658898,480,4083.787551
19.652426,260,4093.546669
18.119283,227,4102.462026
26.589167,323,4114.864982
46.257171,469,4132.251521
54.134268,388,4146.694251
40.994061,387,4161.131869
33.393741,284,4171.989998
23.895588,217,4180.162817
16.121214,231,4188.8285
52.964449,373,4202.688096
38.531762,441,4219.281175
55.057722,366,4233.25765
34.684098,313,4245.142645
34.239028,275,4255.468665
21.707848,236,4264.21152
53.267802,409,4279.31057
31.256737,243,4288.618917
30.780551,268,4298.543393
33.59529,300,4309.711514
32.938582,331,4322.127073
38.499981,319,4333.960735
42.42115,356,4347.296606
25.647531,254,4357.078426
28.464621,290,4367.895393
15.857621,188,4374.994711
29.219028,286,4385.545304
62.9539,469,4403.225347
47.92672,374,4417.468891
24.852164,251,4426.764507
29.534413,229,4435.320825
41.148529,297,4446.524575
78.69907,524,4466.038571
25.221776,245,4475.44557
59.5178,544,4495.854352
43.64632,330,4508.154343
26.889205,271,4518.231049
45.710433,387,4532.465833
54.761131,467,4550.100215
10.909662,146,4555.418302
35.132823,351,4568.536423
37.962882,317,4580.495975
21.242403,226,4588.835493
51.87982,364,4602.786553
22.40107,251,4612.058563
51.103209,500,4630.743523
42.535509,299,4642.053336
10.396807,177,4648.590596
42.252522,304,4659.915993
16.248124,206,4668.011447
20.979408,252,4677.353644
33.35999,324,4689.483835
48.272776,358,4702.859592
15.217032,266,4712.836468
55.146811,638,4737.014659
27.685512,325,4749.153825
48.791751,451,4765.828945
37.938135,414,4781.319371
24.984693,268,4791.596823
10.087805,176,4798.113809
53.713419,468,4815.58754
73.718328,474,4833.354504
48.502482,400,4849.016397
63.434508,597,4871.681822
58.877086,413,4887.207692
20.249858,203,4894.751786
54.181921,410,4909.937433
33.479555,354,4923.324503
32.833881,338,4935.940495
28.295455,334,4948.409006
30.379948,248,4957.653898
24.325981,240,4966.539112
41.426107,347,4979.824794
28.010473,372,4993.658375
12.549275,158,4999.585195
9.62706,150,5005.154116
8.210053,151,5010.89922
75.751659,497,5029.393154
31.959218,321,5041.563362
53.539615,370,5055.528484
14.937645,216,5063.730765
15.959772,184,5070.727411
49.338712,418,5086.32582
25.840847,202,5093.901239
15.50802,185,5101.196699
45.421826,390,5115.667527
21.174907,232,5124.358828
33.892415,388,5138.667435
50.905101,409,5153.921731
53.590327,448,5170.932483
35.098721,287,5181.636463
20.660494,331,5194.126415
49.792214,488,5213.202565
51.403349,510,5233.035842
42.738098,373,5247.364388
37.675088,293,5258.65227
32.201285,314,5271.545889
29.706021,315,5283.225299
28.866043,282,5294.188164
40.841336,438,5310.633544
33.559135,317,5322.675807
23.778576,234,5331.555804
45.975447,341,5344.234737
56.154565,401,5359.569553
77.749938,612,5382.332561
40.752547,348,5395.149985
29.222768,312,5406.662812
40.375332,346,5420.042283
17.379081,201,5427.638636
40.633846,358,5441.288866
45.366646,316,5453.123519
24.009958,229,5461.893066
38.730648,346,5475.109073
41.176688,377,5489.0498
15.488195,184,5495.935806
41.731153,539,5516.028972
17.472331,234,5524.795068
29.087523,243,5534.201932
48.776057,392,5548.970651
19.91607,189,5556.013534
32.292882,310,5567.680534
25.405778,260,5577.488097
51.782103,427,5593.375132
37.498499,354,5606.850771
71.333335,527,5626.356339
39.218261,300,5637.396294
25.365813,235,5646.371434
25.689693,278,5656.802496
73.311127,534,5677.057157
32.642071,400,5692.087033
23.427409,274,5702.324032
63.894862,407,5717.539076
33.931416,410,5733.132307
40.468239,320,5745.115678
16.628055,196,5752.426179
41.601781,376,5766.173302
67.974266,335,5778.678836
35.329208,334,5791.449247
7.573243,147,5796.907391
55.315232,428,5812.673692
39.463771,297,5823.750153
10.320525,142,5829.120343
32.890832,300,5840.381887
39.070266,344,5853.627071
17.398446,188,5860.637269
34.049752,344,5873.251619
40.372641,294,5884.134134
27.35627,339,5896.782384
56.440768,518,5916.434858
34.578188,298,5927.54385
46.530968,432,5943.674926
66.629697,566,5964.693685
66.297989,533,5984.849995
39.346926,321,5996.620095
16.746136,230,6005.250053
37.820911,294,6016.315273
41.684453,286,6027.097675
35.951249,327,6039.579097
32.161449,318,6051.581657
80.807955,472,6069.345264
32.530773,342,6082.167667
12.858918,134,6087.119007
53.269828,516,6106.468977
19.184692,270,6116.48395
26.139112,292,6127.444263
16.656019,157,6133.486981
34.479557,342,6146.172031
67.532817,360,6160.100748
25.822238,317,6172.008393
44.839354,301,6183.256714
49.954515,428,6198.93923
20.290427,196,6206.282603
60.334843,376,6220.831801
39.107885,496,6239.309718
62.295293,457,6256.52885
32.736795,369,6270.488842
58.255005,507,6289.757709
55.118086,522,6309.156761
58.554504,289,6319.925566
33.882234,355,6333.17159
19.034487,236,6342.057579
46.309489,349,6355.252566
64.177656,548,6375.832841
61.664892,462,6393.190759
28.036726,308,6404.657534
11.553533,153,6410.777738
41.357388,362,6424.255754
54.076772,448,6440.834965
92.438139,663,6465.762545
40.714581,321,6478.214259
39.752839,282,6488.895914
59.883242,561,6509.871446
49.787044,320,6521.80931
22.182633,222,6530.194465
48.947837,496,6548.752094
79.979048,627,6572.24055
66.338649,546,6592.822773
60.237787,419,6608.6577
30.148706,300,6620.044607
24.71952,271,6630.282306
32.658494,248,6639.614654
56.819302,508,6659.100054
38.105853,458,6676.193042
68.050729,424,6692.167934
44.724069,344,6704.860036
51.122323,362,6718.666891
23.554014,278,6729.151348
14.424232,168,6735.586999
54.628764,321,6747.696448
11.606303,175,6754.294787
51.66344,544,6774.674522
49.157476,369,6788.781232
35.384733,297,6799.88013
26.430049,381,6814.18053
48.695017,318,6826.420148
49.649927,402,6841.5646
43.17048,413,6857.297564
56.939372,450,6874.311118
35.887968,352,6887.559477
42.440839,485,6905.882305
35.222354,282,6916.403137
33.472931,270,6926.489589
48.564297,343,6939.251445
44.370045,435,6955.605233
40.224644,353,6969.127625
27.159803,276,6979.447698
14.164429,226,6987.863781
30.21867,271,6997.940503
27.64453,298,7009.00091
25.614073,245,7018.188776
36.350737,390,7033.252428
64.107591,498,7051.90777
29.604519,356,7065.045861
26.55455,313,7076.642226
43.723925,349,7089.618358
36.681986,351,7102.998137
53.493894,490,7121.321619
37.154843,321,7133.392603
71.548196,554,7154.530865
25.211584,267,7164.410886
41.788276,385,7178.688971
35.991783,292,7189.549713
28.287195,175,7195.987602
43.506116,393,7210.618682
40.997569,325,7223.001
46.316212,428,7238.973307
44.91858,441,7255.720611
41.766056,255,7265.340287
27.099337,237,7274.285135
34.019965,335,7286.966543
18.262229,179,7293.937095
77.498068,538,7314.087861
77.937755,681,7342.06733
40.305857,350,7355.272954
43.010371,465,7372.66761
17.107186,207,7380.379102
40.414404,364,7394.121613
35.323688,357,7407.753716
21.026449,201,7415.345633
41.479194,396,7430.18034
26.788159,294,7441.120556
44.374132,388,7456.07513
34.708398,348,7469.529968
45.58513,411,7485.041092
53.287376,488,7503.397801
28.321988,303,7514.642477
19.230282,268,7524.519412
61.07621,349,7537.979596
30.226946,317,7549.987332
27.143213,293,7561.029216
25.222148,307,7572.618511
31.831263,310,7583.976396
18.630843,184,7590.562362
34.521485,486,7608.450406
40.877018,383,7625.623961
34.392058,292,7637.494037
