train/ent_coef,train/critic_loss,time/fps,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean
0.0152388671413064,1.087735891342163,24,0.0003,107761,-1.9664183855056763,-11.739078521728516,4438,107862,352,63.85461592000001,290.1
0.01564519666135311,0.6083871126174927,24,0.0003,108753,1.405109167098999,-11.206526756286621,4483,108854,356,63.74803852000001,289.92
0.015508714132010937,0.6204582452774048,24,0.0003,110198,0.1810552030801773,-10.94032096862793,4548,110299,360,64.28006384,292.78
0.015424881130456924,0.5746052265167236,24,0.0003,111384,0.7477421760559082,-10.795262336730957,4602,111485,364,64.24036669,290.43
0.015490185469388962,0.28104424476623535,24,0.0003,112593,0.6595813632011414,-10.303813934326172,4657,112694,368,64.27431838000001,289.86
0.014935208484530449,0.35766005516052246,24,0.0003,113570,0.7582418322563171,-10.783804893493652,4701,113671,372,64.65602416,289.1
0.01497622113674879,50.553897857666016,24,0.0003,114876,0.08333756029605865,-9.977973937988281,4761,114977,376,65.53037024,290.97
0.015490288846194744,0.6067748665809631,24,0.0003,115861,0.5015965104103088,-10.182320594787598,4806,115962,380,65.39532895,288.3
0.014747883193194866,0.5622343420982361,24,0.0003,117023,1.032045841217041,-10.902084350585938,4858,117124,384,65.12090266999999,284.21
0.014567775651812553,0.31668293476104736,24,0.0003,118184,0.24694198369979858,-11.071732521057129,4912,118285,388,65.84650325,285.65
0.014903728850185871,0.09382940083742142,24,0.0003,119505,-0.18521299958229065,-10.952118873596191,4971,119606,392,66.50114901,285.15
0.015421961434185505,0.5631116628646851,24,0.0003,120596,-0.23918528854846954,-10.04394817352295,5021,120697,396,66.78108988999999,284.89
0.014854568056762218,0.4096069931983948,24,0.0003,121619,-0.19019493460655212,-11.155757904052734,5068,121720,400,66.95213398,283.94
0.014712637290358543,0.2290317714214325,23,0.0003,122773,0.19944584369659424,-10.664158821105957,5120,122874,404,67.31400192999999,284.29
0.01542925089597702,0.4302229881286621,23,0.0003,123702,0.27191323041915894,-10.794683456420898,5162,123803,408,66.57656126,281.61
0.014843161217868328,0.6967530846595764,23,0.0003,124920,-0.2393174171447754,-10.935808181762695,5218,125021,412,66.86632545,283.13
0.014423157088458538,0.28154101967811584,23,0.0003,125977,-1.0908360481262207,-11.211389541625977,5266,126078,416,66.84336019,282.15
0.01542010810226202,1.3799734115600586,23,0.0003,127370,0.3382735848426819,-10.511680603027344,5329,127471,420,67.11013357,283.92
0.01587602309882641,1.1804206371307373,23,0.0003,128362,0.3540554940700531,-10.460906982421875,5374,128463,424,66.84075552,282.39
0.015171626582741737,0.7844368815422058,23,0.0003,129633,-0.516279935836792,-10.618526458740234,5432,129734,428,67.39384487000001,285.09
0.015061838552355766,0.42488253116607666,23,0.0003,131389,1.006565809249878,-11.225822448730469,5512,131490,432,68.41023641000001,289.39
0.014607179909944534,0.6617393493652344,23,0.0003,132562,-0.11964362859725952,-10.57573127746582,5565,132663,436,68.38645762,290.63
0.014843196608126163,0.9689974188804626,23,0.0003,133494,-0.5061246752738953,-11.360081672668457,5607,133595,440,68.01060926000001,288.37
0.015458611771464348,1.0814776420593262,23,0.0003,134704,0.18051740527153015,-10.734310150146484,5662,134805,444,68.43673573000001,289.73
0.015428588725626469,0.3855995535850525,23,0.0003,135849,-0.20859083533287048,-10.770331382751465,5714,135950,448,69.03264287,292.35
0.0154622383415699,0.3410693407058716,23,0.0003,136902,0.8000159859657288,-10.076080322265625,5762,137003,452,68.73186112999998,291.41
0.015410537831485271,0.41613420844078064,23,0.0003,138075,-0.7121454477310181,-11.616427421569824,5816,138176,456,69.28679959,293.22
0.01449921540915966,0.5774170160293579,23,0.0003,139595,-1.0513932704925537,-12.194982528686523,5885,139696,460,69.56047788,293.97
0.01432679034769535,0.9451578259468079,23,0.0003,140768,-0.6319906115531921,-10.830617904663086,5938,140869,464,69.62530742,293.84
0.014369838871061802,0.4381870925426483,23,0.0003,141951,-0.02389119192957878,-11.191529273986816,5992,142052,468,69.76645363000002,293.58
0.015480497851967812,2.217618465423584,23,0.0003,143230,-0.5719000101089478,-10.838447570800781,6050,143331,472,70.3226712,296.6
0.01577712409198284,0.6959807276725769,23,0.0003,144402,0.6690381169319153,-11.157456398010254,6103,144503,476,69.91954019,295.26
0.01469216588884592,0.15322721004486084,23,0.0003,145520,-0.4465665817260742,-11.382306098937988,6154,145621,480,70.38843345000001,296.59
0.014566699042916298,0.4669326841831207,23,0.0003,146710,0.37255072593688965,-10.574389457702637,6208,146811,484,70.26190652999999,296.87
0.015067901462316513,0.7504942417144775,23,0.0003,148175,0.36861729621887207,-11.463661193847656,6275,148276,488,71.07114161,299.91
0.014655864797532558,0.49402207136154175,23,0.0003,149490,-0.6532080769538879,-11.391465187072754,6335,149591,492,70.97857002999999,299.85
0.015027862973511219,0.3975641131401062,23,0.0003,150904,-1.0208725929260254,-11.564214706420898,6399,151005,496,72.05978374,303.08
0.01550760492682457,0.7070196270942688,23,0.0003,152089,0.6278476715087891,-11.547341346740723,6453,152190,500,72.19828092,304.7
0.015313961543142796,0.7166206240653992,23,0.0003,153576,0.5254828929901123,-11.813741683959961,6520,153677,504,72.95123636,308.03
0.014339974150061607,0.2893548607826233,23,0.0003,154676,1.7322107553482056,-10.792730331420898,6570,154777,508,73.61736735,309.74
0.014741393737494946,0.6897159814834595,23,0.0003,155609,0.8402713537216187,-12.165657043457031,6612,155710,512,72.73030144,306.89
