#{"t_start": 1763708059.311357, "env_id": "None"}
r,l,t
13.561766,251,7.850306
32.465232,340,18.771287
26.973551,360,30.229185
25.504208,243,37.937013
51.591269,327,48.644145
28.943457,239,56.394263
78.852233,598,75.946558
18.350275,207,82.735991
24.641029,204,89.203519
25.388873,192,95.238698
27.094211,255,103.260151
49.247441,402,117.296118
10.010502,104,121.451707
68.723672,445,136.62413
38.525347,398,149.391991
28.457565,216,155.995065
45.044643,487,171.20707
58.667185,325,181.277252
26.005799,206,187.801872
48.681832,407,200.743554
56.277159,343,211.505645
68.147479,370,223.122007
64.688629,414,236.40261
55.638878,322,246.432062
42.917175,228,253.555516
59.464074,347,264.442818
90.904009,431,278.425873
73.250839,434,292.76048
49.002305,287,303.019551
25.778084,196,310.22165
100.816803,627,330.25525
56.056642,333,340.879332
66.150758,392,353.900974
46.653138,275,362.788908
91.975084,561,380.723095
75.07348,346,391.712745
50.026665,284,400.62035
120.60572,677,422.12938
63.110216,357,433.43566
31.301129,214,440.188615
41.258306,295,450.117378
101.64022,495,468.034266
59.042287,293,478.28578
73.378667,374,490.97325
52.385793,323,503.078738
50.849268,387,516.823673
49.342944,337,528.045026
111.360597,613,549.07774
55.756842,406,574.208959
110.515253,736,598.909935
64.915824,302,609.00025
75.001306,391,622.77454
47.855467,330,633.710334
68.080846,497,650.205087
73.104431,428,664.558839
106.400846,662,685.882093
92.14302,538,703.539128
33.346324,344,714.575835
71.739914,474,730.44209
79.586231,410,743.695383
26.513395,243,751.48397
69.734744,356,762.868621
43.804082,293,772.444281
42.73615,261,781.114997
26.731862,163,786.384835
71.365869,341,797.386682
64.476232,344,808.187736
68.998414,386,821.691671
68.602467,340,832.516576
55.416065,230,839.874781
30.574767,226,850.955378
70.99879,357,872.147117
26.504363,168,877.5052
85.673658,423,890.908951
48.834279,287,900.068553
84.477503,356,911.188538
74.888829,438,926.181951
33.01375,207,932.659852
65.860989,302,942.104589
73.941054,441,956.432002
86.392282,416,970.301514
51.038444,326,981.550597
27.131201,147,986.787469
95.595109,388,1002.858234
53.622129,239,1013.702148
35.367143,261,1025.507651
40.84329,247,1036.746706
73.616857,308,1050.694132
40.145582,217,1061.213306
44.375214,219,1071.99848
21.783864,156,1078.696169
60.310028,317,1093.193921
45.155788,203,1102.134646
37.309052,173,1109.977811
67.626726,300,1123.63939
62.547146,234,1134.266005
55.095829,261,1143.710813
13.760755,132,1148.447536
46.621123,217,1156.10615
42.393619,188,1162.839536
38.947411,260,1172.166898
82.134782,329,1183.782832
54.500004,264,1193.175434
47.085037,239,1201.567811
41.343477,263,1210.936987
53.064278,331,1222.496609
83.769283,357,1235.343036
63.039654,399,1249.39799
65.569985,253,1258.274737
85.133401,393,1272.12785
81.041271,432,1287.257065
35.037218,207,1294.730523
69.548642,422,1309.439213
53.81089,266,1318.79704
65.608812,348,1331.26948
48.936547,287,1341.396649
63.320058,324,1352.708773
66.562452,288,1362.957408
58.290148,271,1372.491926
86.247255,468,1388.842542
107.346397,590,1411.988489
56.923929,217,1421.728448
66.896858,273,1433.62045
71.668434,276,1445.477495
44.9567,174,1453.347592
49.815951,250,1464.420893
90.531467,365,1480.361454
60.06788,240,1490.855974
71.428115,330,1505.226909
95.677414,365,1521.063056
75.634348,265,1532.620841
46.915501,195,1541.075056
70.285697,267,1552.894519
48.291879,196,1561.404645
74.720763,237,1571.737979
78.950151,311,1585.119106
73.706934,343,1600.167157
90.449059,394,1617.600576
73.384301,409,1635.561178
61.149483,280,1648.02113
82.532265,322,1662.067653
73.303077,391,1679.188055
38.712449,188,1687.439955
103.987955,448,1707.04638
99.740401,466,1727.68107
63.290071,282,1740.567245
61.531673,295,1753.680201
47.438397,238,1764.081782
42.901333,237,1774.398447
82.826907,433,1793.470805
55.933089,211,1802.805712
67.661966,261,1814.352291
52.605892,265,1825.951526
63.219643,334,1840.631171
94.039031,421,1859.279262
30.234766,137,1865.269082
72.619863,307,1878.763772
55.861927,240,1889.307117
71.928295,364,1905.293932
83.323155,472,1926.124555
76.461467,319,1940.294174
37.677445,203,1949.237428
74.515924,342,1964.487211
41.043189,193,1972.90983
91.005937,419,1991.476585
65.673393,297,2004.578871
60.376449,310,2018.299233
51.230115,287,2031.005107
54.299055,319,2045.345092
52.875856,238,2055.998477
86.917095,538,2079.852548
114.089749,753,2113.565737
60.578695,278,2125.888074
76.300821,341,2140.894834
101.394524,400,2158.697244
60.755942,236,2169.153141
59.869649,246,2180.04467
86.043576,420,2198.607733
54.627951,244,2209.354843
52.074396,254,2220.48635
72.854813,271,2232.601313
60.988523,279,2245.014929
51.99975,299,2258.369348
87.838304,401,2276.291211
64.830065,314,2290.302326
38.700508,168,2297.810529
91.58645,394,2315.291018
28.040719,176,2323.076047
42.258706,206,2332.216646
50.761071,196,2340.912403
63.314748,330,2355.584492
45.467973,213,2365.169203
30.710578,169,2372.624227
69.97088,292,2385.593165
63.915873,333,2400.350881
86.964524,370,2416.947913
46.676134,207,2426.287396
45.433592,229,2436.441317
42.323301,194,2445.255678
70.848728,314,2459.174184
65.051873,286,2471.964767
