#{"t_start": 1763196242.7031195, "env_id": "None"}
r,l,t
15.101881,41,1.608768
15.101881,41,2.499669
30.931174,78,4.832273
15.101881,41,6.252961
15.101881,41,7.586093
15.101881,41,8.949079
38.924924,70,11.232692
15.101881,41,12.610808
15.101881,41,13.958053
15.101881,41,15.294966
15.101881,41,16.639928
15.101881,41,18.033875
15.101881,41,19.411619
15.101881,41,20.765488
15.101881,41,22.127836
15.101881,41,23.505654
56.137079,92,26.585339
15.101881,41,28.038447
15.101881,41,29.453213
15.101881,41,30.849097
15.101881,41,32.245725
15.101881,41,33.643805
15.101881,41,35.016814
39.937016,79,37.660687
55.908626,115,41.412449
15.101881,41,42.796061
39.936996,68,45.026144
15.101881,41,46.397235
64.995797,111,50.064969
15.101881,41,51.485874
15.101881,41,52.892436
15.101881,41,54.247762
15.101881,41,55.630694
15.101881,41,57.002537
15.101881,41,58.396251
15.101881,41,59.792382
15.101881,41,61.226892
15.101881,41,62.663453
15.101881,41,64.045055
15.101881,41,65.411513
15.101881,41,66.771227
30.274426,53,68.531631
15.101881,41,69.903934
15.101881,41,71.260007
15.101881,41,72.622465
37.685293,46,74.163038
15.101881,41,75.526042
15.101881,41,76.875002
39.936996,68,79.133301
15.101881,41,80.553107
15.101881,41,81.930197
15.101881,41,83.342635
15.101881,41,84.730325
15.101881,41,86.119785
15.101881,41,87.479589
30.931174,78,90.094188
15.101881,41,91.484902
15.101881,41,92.855759
15.101881,41,94.232311
15.101881,41,95.618742
39.937016,76,98.157507
15.101881,41,99.525439
39.937016,77,102.052546
30.654573,49,103.728471
15.101881,41,105.13046
15.101881,41,106.498627
30.931174,79,109.214251
38.998964,81,111.877368
90.12703,153,116.938162
15.101881,41,118.38465
15.101881,41,119.817789
30.31186,81,122.576747
15.101881,41,124.047099
15.101881,41,125.519298
15.101881,41,126.914759
15.101881,41,128.343051
30.31186,81,131.078658
55.86309,80,133.797568
55.333303,109,137.528543
89.118428,111,141.372034
38.957345,66,143.63915
80.745913,141,148.529778
15.101881,41,149.984371
15.101881,41,151.347301
54.489829,114,155.110399
15.101881,41,156.513115
15.101881,41,157.925497
15.101881,41,159.304767
15.101881,41,160.71435
15.101881,41,162.101278
30.31186,81,164.785476
38.924931,76,167.280453
15.101881,41,168.64266
15.101881,41,169.993425
15.101881,41,171.346964
30.931174,79,173.945706
15.101881,41,175.302294
15.101881,41,176.697897
55.331439,99,180.02219
15.101881,41,181.37169
15.101881,41,182.729205
30.31186,81,185.377691
15.101881,41,186.799806
15.101881,41,188.23021
15.101881,41,189.635828
30.31186,81,192.3584
55.700032,87,195.309607
15.101881,41,196.675246
55.20184,74,199.188029
30.31186,81,201.843931
15.101881,41,203.313819
15.101881,41,204.753752
15.101881,41,206.152314
15.101881,41,207.548735
80.581922,153,212.812364
15.101881,41,214.245388
54.905441,100,217.665776
45.502696,87,220.722616
39.937016,78,223.476294
55.333303,109,227.193637
70.751206,111,230.975397
15.101881,41,232.395879
30.31186,81,235.19458
30.31186,81,237.917475
15.101881,41,239.28622
15.101881,41,240.667395
39.937016,77,243.271909
45.502696,87,246.201158
30.31186,81,249.036103
69.322226,87,252.19387
30.31186,81,255.009409
15.101881,41,256.378473
54.803207,87,259.398745
54.468473,92,262.684602
15.101881,41,264.117037
103.43203,157,269.732231
30.31186,81,272.561039
15.101881,41,273.973633
15.101881,41,275.323871
15.101881,41,276.823086
15.101881,41,278.189868
30.31186,81,280.892293
15.101881,41,282.287692
15.101881,41,283.67993
15.101881,41,285.042928
15.101881,41,286.408004
15.101881,41,287.794919
30.31186,81,290.567451
15.101881,41,291.954171
68.592964,91,294.964971
15.101881,41,296.328301
15.101881,41,297.675689
38.957345,66,299.833739
30.31186,81,302.465071
63.653692,100,305.806632
54.753115,87,308.65321
15.101881,41,310.055236
15.101881,41,311.516227
55.297502,101,315.052158
15.101881,41,316.461937
53.274869,85,319.362434
15.101881,41,320.801927
88.552087,75,323.384174
30.654573,49,325.05175
39.937016,76,327.655957
87.079732,113,331.524626
64.142047,80,334.231004
94.16941,94,337.324895
