#{"t_start": 1763194885.7557683, "env_id": "None"}
r,l,t
104.616264,179,5.875324
32.003002,67,8.25352
145.180727,186,14.187197
77.873302,129,18.365785
58.070047,101,21.63578
85.431685,107,25.000562
61.282656,90,27.876812
90.251321,116,31.567046
99.42398,161,36.986341
40.427322,59,38.978183
93.928709,97,42.128964
102.662405,141,46.745328
116.488747,181,52.571851
119.608788,131,56.768518
105.465515,135,61.180944
87.987353,90,64.202816
104.414396,125,68.346802
140.951804,197,74.855183
87.347667,118,78.759226
91.161504,131,83.036181
107.510868,136,87.393832
102.186195,132,91.579412
117.23504,163,96.897193
86.655465,119,100.882626
115.736436,157,106.04218
108.502714,149,110.910092
94.037913,110,114.388877
156.591311,175,119.982847
110.806363,186,125.982447
127.464011,249,134.010925
77.375871,87,136.779358
183.244414,144,141.379163
90.497447,97,144.557275
140.572585,168,149.945364
121.401496,113,153.541455
123.000395,125,157.484641
166.896823,176,163.222524
103.869086,86,165.930274
72.778936,64,167.981622
73.810982,71,170.185721
117.767962,167,175.59091
31.090591,49,177.11583
93.630703,102,180.327637
188.48421,193,186.549606
195.201188,200,193.080979
129.73946,93,196.034824
137.986095,156,201.011695
106.063845,112,204.507651
157.798806,168,209.834374
156.116804,112,213.377285
237.058668,127,217.352447
124.879087,109,220.912003
188.820266,167,226.327282
147.076005,127,230.28716
187.631792,158,235.209452
174.550756,131,239.246686
117.996933,129,243.27953
142.876952,106,246.541217
154.997679,131,250.648916
161.972297,148,255.301284
132.693269,129,259.334001
110.92758,90,262.121275
152.052626,106,265.409677
151.913358,141,269.83041
99.51431,90,272.627202
132.446794,96,275.598374
189.379411,118,279.244272
181.154547,130,283.342121
150.724253,121,287.770604
117.565949,88,291.256824
141.53469,102,295.294868
143.883019,136,300.413739
126.396648,78,303.150497
168.354877,129,307.312571
181.993891,122,311.133934
120.020749,120,314.889858
186.147086,138,319.808173
140.083102,103,323.093539
