#{"t_start": 1763196993.264231, "env_id": "None"}
r,l,t
46.124991,81,2.556213
46.124991,81,5.181231
46.124991,81,7.855606
46.124991,81,10.554271
46.124991,81,13.231069
46.124991,81,15.871928
46.124991,81,18.552817
46.124991,81,21.262449
108.004075,134,25.822289
46.124991,81,28.688421
46.124991,81,31.464087
46.124991,81,34.263229
108.004075,134,38.669207
46.124991,81,41.366781
46.124991,81,44.09586
46.124991,81,46.778575
46.124991,81,49.486459
46.124991,81,52.273087
46.124991,81,54.998646
46.124991,81,57.745261
46.124991,81,60.380631
46.124991,81,63.045196
46.124991,81,65.730695
46.124991,81,68.496898
46.124991,81,71.135478
46.124991,81,73.780547
46.124991,81,76.410949
46.124991,81,79.043805
46.124991,81,81.675398
46.124991,81,84.369745
46.124991,81,87.126141
46.124991,81,89.80187
46.124991,81,92.470238
46.124991,81,95.135426
46.124991,81,97.828675
46.124991,81,100.480991
46.124991,81,103.174345
46.124991,81,105.845551
46.124991,81,108.523426
46.124991,81,111.22226
46.124991,81,113.896265
46.124991,81,116.561901
46.124991,81,119.393219
46.124991,81,122.076073
46.124991,81,124.761714
46.124991,81,127.618408
46.124991,81,130.412325
46.124991,81,133.152905
46.124991,81,135.89265
46.124991,81,138.637294
46.124991,81,141.365103
46.124991,81,144.05411
46.124991,81,146.792269
46.124991,81,149.585288
46.124991,81,152.291323
46.124991,81,154.9931
46.124991,81,157.779647
46.124991,81,160.516133
46.124991,81,163.244813
46.124991,81,165.93087
46.124991,81,168.881183
46.124991,81,171.720775
46.124991,81,174.55798
46.124991,81,177.509084
46.124991,81,180.339118
46.124991,81,183.087046
108.004075,134,187.7397
46.124991,81,190.562988
46.124991,81,193.532891
46.124991,81,196.329452
46.124991,81,199.139615
46.124991,81,201.90895
46.124991,81,204.695008
46.124991,81,207.524207
46.124991,81,210.385437
46.124991,81,213.359234
46.124991,81,216.476798
46.124991,81,219.347194
46.124991,81,222.062584
46.124991,81,224.766061
46.124991,81,227.627211
46.124991,81,230.311406
46.124991,81,232.994112
46.124991,81,235.894936
46.124991,81,238.625941
46.124991,81,241.386847
46.124991,81,244.194443
46.124991,81,246.983613
46.124991,81,249.738847
46.124991,81,252.663679
108.004075,134,257.51104
46.124991,81,260.32735
46.124991,81,263.15445
46.124991,81,266.353935
46.124991,81,269.239486
46.124991,81,271.95305
46.124991,81,274.764712
46.124991,81,277.480103
46.124991,81,280.173072
46.124991,81,282.843256
46.124991,81,285.492904
46.124991,81,288.138041
46.124991,81,290.815958
46.124991,81,293.46887
46.124991,81,296.211203
108.004075,134,300.634965
46.124991,81,303.445519
46.124991,81,306.221143
46.124991,81,309.035248
46.124991,81,311.798877
46.124991,81,314.468868
91.740001,86,317.375739
46.124991,81,320.227544
46.124991,81,323.009432
46.124991,81,325.823656
46.124991,81,328.630766
46.124991,81,331.358553
108.004075,134,335.897114
46.124991,81,338.626764
46.124991,81,341.388603
46.124991,81,344.15869
46.124991,81,346.959729
46.124991,81,349.687701
46.124991,81,352.433302
46.124991,81,355.14562
46.124991,81,357.839191
46.124991,81,360.491036
46.124991,81,363.19455
46.124991,81,365.904819
46.124991,81,368.738294
46.124991,81,371.507038
46.124991,81,374.298365
46.124991,81,377.113484
46.124991,81,380.302131
46.124991,81,383.752789
46.124991,81,386.952004
46.124991,81,390.030784
46.124991,81,392.934797
46.124991,81,396.053373
46.124991,81,399.155861
46.124991,81,402.462314
46.124991,81,405.689923
46.124991,81,408.592653
46.124991,81,411.363918
46.124991,81,414.185444
46.124991,81,417.02337
46.124991,81,419.862977
46.124991,81,422.654403
46.124991,81,425.491849
104.954951,134,430.297072
46.124991,81,433.700502
46.124991,81,436.945289
104.954951,134,441.826862
46.124991,81,444.717855
46.124991,81,447.663546
46.124991,81,450.387142
46.124991,81,453.145123
46.124991,81,455.917605
46.124991,81,458.671177
46.124991,81,461.432589
46.124991,81,464.245549
46.124991,81,467.394656
46.124991,81,470.302702
46.124991,81,473.249102
46.124991,81,475.959902
46.124991,81,478.789328
46.124991,81,481.809194
46.124991,81,484.586228
46.124991,81,487.436995
46.124991,81,490.745834
104.954951,134,495.619131
46.124991,81,498.353696
46.124991,81,501.122547
46.124991,81,503.938855
46.124991,81,506.829866
46.124991,81,509.869688
108.004075,134,514.434934
46.124991,81,517.130992
46.124991,81,519.904842
46.124991,81,522.850233
46.124991,81,526.21027
46.124991,81,529.158953
104.954951,134,533.801239
46.124991,81,536.686799
46.124991,81,539.51476
46.124991,81,542.283023
46.124991,81,545.012188
46.124991,81,547.822397
46.124991,81,550.551773
46.124991,81,553.284655
46.124991,81,556.041356
108.004075,134,560.588741
46.124991,81,563.382369
46.124991,81,566.614293
46.124991,81,569.789776
46.124991,81,572.989038
46.124991,81,575.932972
46.124991,81,578.987345
46.124991,81,581.911124
46.124991,81,584.689927
46.124991,81,587.450343
46.124991,81,590.243149
46.124991,81,593.03645
46.124991,81,595.871815
46.124991,81,598.66817
46.124991,81,601.448311
