time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,time/fps,time/total_timesteps,train/ent_coef_loss,train/n_updates,rollout/ep_len_mean,train/learning_rate,train/critic_loss
188,-9.634201049804688,40.091697939999996,2158,0.015343842096626759,25,54260,0.1860547959804535,54159,257.15,0.0003,0.39365583658218384
192,-9.618016242980957,39.95436169,2198,0.014798616990447044,25,55235,0.5006775259971619,55134,255.49,0.0003,1.103094458580017
196,-9.723657608032227,39.660926880000005,2240,0.014143088832497597,25,56269,-0.7223200798034668,56168,253.73,0.0003,0.5314544439315796
200,-9.422774314880371,39.24458704999999,2277,0.01293964684009552,25,57159,-1.052868127822876,57058,249.95,0.0003,0.13857781887054443
204,-9.74349308013916,38.94172985,2318,0.012313753366470337,25,58172,0.15825194120407104,58071,248.47,0.0003,0.47847193479537964
208,-9.345258712768555,38.91083820000001,2361,0.012277420610189438,25,59232,0.3285110890865326,59131,247.69,0.0003,1.0484609603881836
212,-9.144688606262207,38.59302485999999,2409,0.011926252394914627,25,60389,1.5583990812301636,60288,247.4,0.0003,0.5075151324272156
216,-9.316377639770508,39.09195991,2453,0.012078560888767242,25,61463,0.8184837698936462,61362,249.19,0.0003,0.9078721404075623
220,-9.70560073852539,39.88109724000001,2507,0.012514461763203144,25,62806,-1.067104697227478,62705,252.36,0.0003,0.09548212587833405
224,-9.551797866821289,40.39817773,2550,0.012431629933416843,25,63860,-1.0729528665542603,63759,252.63,0.0003,0.4966506361961365
228,-9.439497947692871,40.98508108,2600,0.012364152818918228,25,65087,-0.7136005163192749,64986,254.6,0.0003,0.15959516167640686
232,-9.443392753601074,41.50773141999999,2641,0.012282485142350197,25,66087,1.802795171737671,65986,256.73,0.0003,0.11916911602020264
236,-9.229276657104492,42.29443130000001,2686,0.01244907546788454,25,67176,0.7207694053649902,67075,260.77,0.0003,0.5167755484580994
240,-9.16053295135498,42.322486209999994,2728,0.012428008019924164,25,68223,0.8040828704833984,68122,258.9,0.0003,0.4034757614135742
244,-8.893049240112305,43.415966310000016,2783,0.012281161732971668,24,69574,-0.5799694061279297,69473,263.56,0.0003,0.16974015533924103
248,-8.901329040527344,44.10515966999999,2829,0.012365809641778469,24,70707,1.4793543815612793,70606,264.42,0.0003,0.4674532413482666
252,-9.225020408630371,44.32277907,2869,0.012405290268361568,24,71680,1.2341105937957764,71579,264.96,0.0003,0.6378995776176453
256,-9.321728706359863,44.88290066,2909,0.012470696121454239,24,72660,0.2334362268447876,72559,266.72,0.0003,0.8830976486206055
260,-9.103731155395508,45.50188056000001,2957,0.01259305328130722,24,73834,-0.2368956059217453,73733,269.37,0.0003,0.4533434212207794
264,-8.674726486206055,45.83589293,3000,0.01230619940906763,24,74889,-0.9474841356277466,74788,271.07,0.0003,0.20603099465370178
268,-9.415114402770996,45.83711993000001,3044,0.012172499671578407,24,75973,-1.7034817934036255,75872,270.34,0.0003,0.35712116956710815
272,-8.661539077758789,46.25349069000001,3090,0.012441456317901611,24,77110,1.1177421808242798,77009,273.43,0.0003,1.1718780994415283
276,-9.284993171691895,46.81925373999999,3142,0.011969287879765034,24,78372,0.32001981139183044,78271,275.97,0.0003,0.5838025212287903
280,-9.177223205566406,46.05229464,3180,0.011646786704659462,24,79314,-0.05246633291244507,79213,272.1,0.0003,0.4185384213924408
284,-8.928462028503418,46.87135604,3231,0.012033021077513695,24,80562,-0.8571637868881226,80461,275.21,0.0003,0.23759344220161438
288,-8.663140296936035,46.66291457000001,3271,0.011705625802278519,24,81545,1.101114273071289,81444,272.85,0.0003,0.36445170640945435
292,-9.113714218139648,47.06347287,3320,0.012131491675972939,24,82743,0.07591056823730469,82642,275.08,0.0003,0.5219452381134033
296,-9.080347061157227,47.13155896,3361,0.012392827309668064,24,83747,0.8684638738632202,83646,274.78,0.0003,0.7171351909637451
300,-9.078985214233398,47.44701352,3399,0.01232965849339962,24,84677,-0.9915435910224915,84576,275.18,0.0003,0.15113365650177002
304,-8.267984390258789,47.686270109999995,3444,0.012194041162729263,24,85773,0.6624477505683899,85672,276.01,0.0003,0.28778964281082153
308,-8.650747299194336,47.64689594999999,3487,0.011590078473091125,24,86834,0.864628791809082,86733,276.02,0.0003,0.22141477465629578
312,-8.790778160095215,47.64857008,3524,0.0121208056807518,24,87751,-0.5942807793617249,87650,273.62,0.0003,0.4236050248146057
316,-8.478275299072266,47.53797799,3565,0.012017526663839817,24,88756,-1.1429719924926758,88655,272.93,0.0003,0.4057334065437317
320,-8.53773307800293,47.05542024999999,3604,0.01175700593739748,24,89713,0.7935605049133301,89612,269.07,0.0003,0.66370689868927
324,-8.7363920211792,47.57459581,3660,0.010986962355673313,24,91079,-1.0537421703338623,90978,272.19,0.0003,0.2438019961118698
328,-8.787102699279785,46.547855049999995,3692,0.010486447252333164,24,91853,2.6114258766174316,91752,267.66,0.0003,0.21118606626987457
332,-8.725321769714355,46.027960300000004,3725,0.012526025995612144,24,92661,-1.6506544351577759,92560,265.74,0.0003,0.6431658864021301
336,-8.538446426391602,45.83107806,3772,0.012615476734936237,24,93769,0.15974268317222595,93668,265.93,0.0003,0.13224738836288452
340,-8.51862621307373,45.551275919999995,3811,0.01211107149720192,24,94727,1.1437413692474365,94626,265.04,0.0003,0.2830672264099121
344,-8.509151458740234,44.85402296,3855,0.01200113259255886,24,95801,-0.9113110303878784,95700,262.27,0.0003,0.3033401072025299
348,-9.16529369354248,43.820355340000006,3888,0.012034277431666851,24,96593,-0.7440211772918701,96492,258.86,0.0003,0.6005407571792603
352,-8.876858711242676,43.809409149999986,3926,0.011288663372397423,24,97509,-0.2833119034767151,97408,258.29,0.0003,0.3329259753227234
356,-8.269660949707031,43.6221854,3965,0.011460666544735432,24,98454,0.8635525107383728,98353,257.94,0.0003,0.4518697261810303
360,-8.68906307220459,43.13461225,4002,0.01100169401615858,24,99352,0.07122572511434555,99251,255.18,0.0003,0.5931438207626343
364,-8.411015510559082,42.83487023,4040,0.011311260983347893,24,100283,-0.8961784839630127,100182,253.94,0.0003,0.1406707763671875
368,-8.865423202514648,42.3291136,4076,0.011934267356991768,24,101145,-0.8751580715179443,101044,251.72,0.0003,0.4977642595767975
372,-8.466650009155273,42.02711539,4115,0.011804062873125076,24,102077,-0.45006263256073,101976,249.67,0.0003,0.3230130970478058
376,-8.449379920959473,41.44976660999999,4161,0.01172061637043953,24,103215,-1.1133604049682617,103114,248.43,0.0003,0.19932714104652405
380,-8.349438667297363,41.29629097,4195,0.0114855095744133,24,104025,-0.615282416343689,103924,247.11,0.0003,0.3243925869464874
384,-8.137286186218262,40.241181659999995,4224,0.011570608243346214,24,104749,-1.3499929904937744,104648,241.87,0.0003,0.6320378184318542
388,-8.322467803955078,40.22331489999999,4267,0.011466745287179947,24,105778,-0.5232806205749512,105677,242.33,0.0003,0.18854790925979614
392,-7.77503776550293,39.680863329999994,4301,0.01069431472569704,24,106599,0.39284825325012207,106498,238.56,0.0003,0.15907999873161316
396,-7.739043712615967,39.47632224,4339,0.010561223141849041,24,107531,1.1521934270858765,107430,237.84,0.0003,0.54068523645401
400,-8.309575080871582,38.996631359999995,4375,0.011135063134133816,24,108400,-0.13213461637496948,108299,237.23,0.0003,0.3721415400505066
404,-8.797633171081543,38.8139689,4417,0.01039012148976326,24,109411,-1.1434662342071533,109310,236.38,0.0003,0.2384287416934967
408,-8.204667091369629,38.76634122,4458,0.010136433877050877,24,110413,1.4407063722610474,110312,235.79,0.0003,0.06458413600921631
412,-8.085258483886719,38.604838709999996,4493,0.010137995705008507,24,111258,0.2781871557235718,111157,235.07,0.0003,0.26001882553100586
416,-8.484285354614258,38.419889530000006,4541,0.010099824517965317,24,112442,1.3456027507781982,112341,236.86,0.0003,0.22274164855480194
420,-7.795668125152588,37.95540063,4573,0.010427216999232769,24,113218,1.103322982788086,113117,235.05,0.0003,0.8941633701324463
424,-7.805680274963379,37.09374754,4617,0.009815802797675133,24,114269,1.0630488395690918,114168,231.9,0.0003,0.24242904782295227
428,-8.49040412902832,37.64160911,4662,0.008768003433942795,24,115375,1.0037962198257446,115274,235.22,0.0003,0.7480183243751526
432,-7.963403701782227,38.16707205,4702,0.009059707634150982,24,116344,-0.17233160138130188,116243,236.83,0.0003,0.21149712800979614
436,-7.645580291748047,38.28382497,4746,0.009244025684893131,24,117418,0.7854939103126526,117317,236.49,0.0003,0.19799157977104187
440,-7.723330974578857,38.35880485999999,4786,0.00920686312019825,24,118411,1.307233452796936,118310,236.84,0.0003,0.4894294738769531
444,-8.41491413116455,38.16861571999999,4824,0.011403972283005714,24,119322,2.502108573913574,119221,235.21,0.0003,0.4924834966659546
448,-8.308199882507324,38.65464623,4866,0.01101195439696312,24,120331,-1.2989370822906494,120230,237.38,0.0003,0.24150726199150085
452,-8.716835975646973,38.167736080000005,4893,0.010330700315535069,24,120995,-0.3006194233894348,120894,234.86,0.0003,0.3591315448284149
456,-8.099653244018555,38.354961089999996,4934,0.009143372066318989,24,121987,0.09739789366722107,121886,235.33,0.0003,0.3131817579269409
460,-8.628602981567383,38.57664892,4975,0.009011104702949524,24,122987,1.1369855403900146,122886,236.35,0.0003,0.4802318811416626
464,-8.27609634399414,38.545956929999996,5011,0.00909989420324564,24,123865,0.017575979232788086,123764,235.82,0.0003,0.5078672170639038
468,-8.179763793945312,38.93101557,5052,0.009698536247015,24,124880,-1.1370235681533813,124779,237.35,0.0003,0.835037112236023
472,-8.495847702026367,39.21648681,5095,0.010200479999184608,24,125926,0.4358985126018524,125825,238.49,0.0003,0.8421887159347534
476,-7.590584754943848,39.70857637,5135,0.009830177761614323,24,126905,-1.0071067810058594,126804,236.9,0.0003,0.469247043132782
480,-8.092131614685059,40.44817569,5182,0.009683688171207905,24,128048,1.2696475982666016,127947,240.23,0.0003,0.39904117584228516
484,-8.211787223815918,41.205794819999994,5226,0.009829451330006123,24,129106,-0.6227725744247437,129005,243.57,0.0003,0.5161768794059753
488,-8.462993621826172,41.249380689999995,5270,0.009394287131726742,24,130153,0.26213526725769043,130052,243.75,0.0003,0.16369107365608215
492,-8.304654121398926,41.42860569,5311,0.009179272688925266,24,131128,-0.9310226440429688,131027,245.29,0.0003,0.40332114696502686
496,-8.310176849365234,41.66749444,5354,0.008970030583441257,24,132162,-0.8250626921653748,132061,246.31,0.0003,0.20919187366962433
500,-8.219014167785645,42.02247273,5394,0.009314879775047302,24,133148,1.110377550125122,133047,247.48,0.0003,0.2618750035762787
504,-8.000000953674316,42.17336726999999,5439,0.009853469207882881,24,134263,0.39323586225509644,134162,248.52,0.0003,0.4168386459350586
508,-8.204842567443848,41.92891512999999,5475,0.009205049835145473,24,135132,-0.9221416711807251,135031,247.19,0.0003,0.8291071653366089
512,-8.239144325256348,41.9516771,5512,0.008650812320411205,24,136045,-0.43433329463005066,135944,247.87,0.0003,0.10249154269695282
516,-8.500505447387695,42.10317716999999,5556,0.009038391523063183,24,137125,-1.3361059427261353,137024,246.83,0.0003,0.31023186445236206
520,-8.744750022888184,42.60493041000001,5596,0.009391849860548973,24,138105,-1.9755769968032837,138004,248.87,0.0003,0.5505619645118713
524,-8.265368461608887,42.91597142,5642,0.008908257819712162,24,139218,0.6254229545593262,139117,249.49,0.0003,0.3465046286582947
528,-8.490992546081543,43.383742599999984,5692,0.00898132473230362,24,140453,-0.9058077335357666,140352,250.78,0.0003,0.7947732210159302
532,-8.735177040100098,43.52212901,5733,0.009054481983184814,24,141443,-1.0227711200714111,141342,250.99,0.0003,0.6034250259399414
536,-8.933470726013184,43.69142014000001,5778,0.009249713271856308,24,142563,-2.027979612350464,142462,251.45,0.0003,0.4220653772354126
540,-8.418624877929688,43.82314834000001,5823,0.00949822273105383,24,143642,-0.07536351680755615,143541,252.31,0.0003,0.05288335680961609
544,-8.15288257598877,44.27142067,5868,0.008367744274437428,24,144753,0.5979135036468506,144652,254.31,0.0003,0.12804268300533295
548,-9.043736457824707,44.62273914,5919,0.008483021520078182,24,146017,-0.2163698822259903,145916,256.86,0.0003,0.10127532482147217
552,-8.35944938659668,45.58410627999999,5968,0.008762812241911888,24,147225,-0.6303384900093079,147124,262.3,0.0003,0.11417834460735321
556,-7.856518268585205,46.00641925,6017,0.009138642810285091,24,148442,0.605678915977478,148341,264.55,0.0003,0.6718564033508301
560,-8.518983840942383,45.801064899999986,6055,0.008575190789997578,24,149359,0.9979389905929565,149258,263.72,0.0003,0.49264228343963623
564,-8.683989524841309,46.303234870000004,6102,0.008760439231991768,24,150516,-0.8332678079605103,150415,266.51,0.0003,0.1921142041683197
568,-9.42000961303711,46.529065899999985,6148,0.009273800067603588,24,151635,-2.1861939430236816,151534,267.55,0.0003,0.15684232115745544
572,-8.766709327697754,46.63767736,6193,0.00925945769995451,24,152719,-0.8143354654312134,152618,267.93,0.0003,0.5372379422187805
576,-9.356351852416992,45.35060611,6221,0.012488054111599922,24,153419,-0.26324862241744995,153318,265.14,0.0003,0.28193461894989014
580,-9.184829711914062,44.64085835000001,6252,0.011939560994505882,24,154149,-0.6563414931297302,154048,261.01,0.0003,0.17234966158866882
584,-8.52907943725586,43.81181291,6281,0.011610163375735283,24,154855,-2.5927491188049316,154754,257.49,0.0003,0.4347326159477234
588,-8.258874893188477,43.377336379999996,6315,0.009320584125816822,24,155654,-1.1809401512145996,155553,255.01,0.0003,0.22340929508209229
592,-8.276846885681152,42.86046416,6342,0.008152185939252377,24,156303,-2.1396915912628174,156202,251.75,0.0003,0.2813746929168701
596,-8.226016998291016,42.929227260000005,6379,0.00721524516120553,24,157226,-2.453599214553833,157125,250.64,0.0003,0.9187571406364441
600,-8.59699821472168,43.29022887,6422,0.008053917437791824,24,158277,0.41685688495635986,158176,251.29,0.0003,0.30849719047546387
604,-8.705350875854492,43.41267991999999,6466,0.009229764342308044,24,159369,-1.134164810180664,159268,251.06,0.0003,0.16267038881778717
608,-8.658339500427246,43.520478049999994,6499,0.00952235795557499,24,160184,-0.6174002885818481,160083,250.52,0.0003,0.12870365381240845
612,-8.703166007995605,44.109168849999996,6550,0.009442051872611046,24,161439,-1.1384021043777466,161338,253.94,0.0003,0.4034940004348755
616,-8.942787170410156,43.8670531,6586,0.009070189669728279,24,162322,-0.7462533712387085,162221,251.97,0.0003,0.5085878372192383
620,-9.04891586303711,43.73557787,6625,0.008809622377157211,24,163298,1.211506724357605,163197,251.93,0.0003,0.45384150743484497
624,-8.44271469116211,43.976230290000004,6672,0.009046722203493118,24,164457,-0.7078098058700562,164356,252.39,0.0003,0.40927445888519287
628,-8.440576553344727,43.579316719999994,6714,0.008844093419611454,24,165488,-0.21521878242492676,165387,250.35,0.0003,0.34464508295059204
632,-8.274007797241211,43.58965073999999,6761,0.008423089049756527,24,166642,0.8214860558509827,166541,251.99,0.0003,0.12509678304195404
636,-8.25274658203125,43.87188431,6808,0.008455116301774979,24,167783,-0.9397639036178589,167682,252.2,0.0003,0.19699840247631073
640,-8.754135131835938,43.561486730000006,6847,0.00849703699350357,24,168740,1.386531114578247,168639,250.98,0.0003,0.6410125494003296
644,-8.420403480529785,43.49918015,6892,0.009316612035036087,24,169855,-2.007906436920166,169754,251.02,0.0003,1.1119837760925293
648,-8.637516975402832,43.65801124999999,6942,0.008544276468455791,24,171075,2.320117235183716,170974,250.58,0.0003,0.0748055949807167
652,-9.198103904724121,43.56283161,6984,0.008493435569107533,24,172103,-1.7074813842773438,172002,248.78,0.0003,0.3115695118904114
656,-8.108399391174316,43.03264248000001,7028,0.008792344480752945,24,173186,0.8620927333831787,173085,247.44,0.0003,0.33042529225349426
660,-9.128437995910645,42.928408530000006,7059,0.009160103276371956,24,173961,-0.5608971118927002,173860,246.02,0.0003,0.32774949073791504
664,-8.899986267089844,42.51983911,7098,0.00890475045889616,24,174910,0.465165376663208,174809,243.94,0.0003,0.6913115978240967
668,-8.856204986572266,42.011805710000004,7132,0.009113811887800694,24,175739,-0.5947473645210266,175638,241.04,0.0003,0.24560043215751648
672,-9.064765930175781,42.46564762999999,7180,0.008770064450800419,24,176946,-1.32725191116333,176845,242.27,0.0003,0.5280091166496277
676,-9.144962310791016,43.444189050000006,7223,0.008829602971673012,24,178022,-0.6793023943901062,177921,246.03,0.0003,0.2452176958322525
680,-8.764739036560059,43.86555443999999,7260,0.008147452026605606,24,178918,-0.054326385259628296,178817,247.69,0.0003,0.24578624963760376
684,-9.014788627624512,44.948687799999995,7307,0.008480485528707504,24,180054,-1.8456296920776367,179953,251.99,0.0003,0.17524568736553192
688,-8.602845191955566,44.70215109,7334,0.008705351501703262,24,180716,-0.4596025347709656,180615,250.62,0.0003,0.4191019535064697
692,-9.482003211975098,46.12762474,7389,0.0085484329611063,24,182004,0.01846185326576233,181903,257.01,0.0003,0.6549824476242065
696,-9.3770112991333,46.32470274,7431,0.008407458662986755,24,183041,1.3168621063232422,182940,258.15,0.0003,0.06018964201211929
700,-9.290454864501953,45.98700806000001,7476,0.00880792923271656,24,184131,-2.1545205116271973,184030,258.54,0.0003,0.7843859791755676
704,-9.376691818237305,45.90796623,7519,0.008594942279160023,24,185176,-1.0229519605636597,185075,258.07,0.0003,0.040096186101436615
708,-8.345146179199219,46.48436213,7565,0.008637268096208572,24,186322,1.0100760459899902,186221,261.38,0.0003,0.285915344953537
712,-9.159238815307617,46.430068850000005,7612,0.008094235323369503,24,187504,-0.9910851716995239,187403,260.65,0.0003,0.5948941707611084
716,-8.868436813354492,46.69732021,7661,0.008057770319283009,24,188604,-0.19043543934822083,188503,262.82,0.0003,0.0954015851020813
720,-9.908098220825195,47.406626800000005,7714,0.008150347508490086,24,189789,-0.808107852935791,189688,264.91,0.0003,0.9301097393035889
724,-9.340087890625,47.90450381000001,7766,0.00807687733322382,24,191177,1.109884262084961,191076,267.2,0.0003,0.047524623572826385
728,-9.859747886657715,47.952320920000005,7806,0.008034493774175644,24,192252,-0.9268205165863037,192151,267.64,0.0003,0.4599619209766388
732,-8.556436538696289,48.384862870000006,7851,0.0076674483716487885,24,193449,0.20162589848041534,193348,268.07,0.0003,0.14844650030136108
736,-9.352298736572266,47.84809340000001,7886,0.008072623051702976,24,194426,0.783979058265686,194325,266.43,0.0003,0.4959375560283661
740,-9.722132682800293,48.315794759999996,7927,0.008383579552173615,24,195539,-0.7306383848190308,195438,267.99,0.0003,0.15302494168281555
744,-9.83470344543457,48.34160722000001,7970,0.00833969283849001,24,196497,-0.3294556736946106,196396,266.42,0.0003,0.21368083357810974
748,-8.73796272277832,48.17346906999999,8018,0.00863562524318695,24,197622,-0.6038780808448792,197521,265.47,0.0003,0.16962257027626038
752,-8.987234115600586,48.16380314,8057,0.009048965759575367,24,198589,1.1217573881149292,198488,264.86,0.0003,0.5254664421081543
756,-9.140817642211914,48.23861888,8096,0.008693529292941093,24,199523,-0.7990348935127258,199422,263.37,0.0003,0.040482476353645325
760,-9.143830299377441,48.582031179999994,8138,0.008896156214177608,24,200502,-0.03159663826227188,200401,265.41,0.0003,0.09578856825828552
764,-9.3871488571167,48.56255117999999,8175,0.009033139795064926,24,201392,-1.3357805013656616,201291,264.82,0.0003,0.08644746243953705
768,-9.867430686950684,49.8019622,8232,0.00893085915595293,24,202804,0.8876727223396301,202703,270.65,0.0003,0.24569076299667358
