#{"t_start": 1763607460.2263172, "env_id": "None"}
r,l,t
23.570144,237,7.908847
14.252889,228,16.349018
11.662633,209,23.971384
14.465221,204,31.715783
18.279327,247,41.11582
17.010926,200,48.60474
6.162218,139,53.73928
25.817767,282,64.369452
20.573579,227,72.853858
25.28009,417,88.424217
22.50013,270,98.360144
30.13934,512,117.291367
44.165259,431,133.446546
15.854189,192,140.857171
19.834899,295,151.742531
22.061995,290,162.443755
14.079947,189,169.556348
39.552514,433,185.689722
51.110658,518,204.709398
54.751409,390,219.470147
13.523171,200,226.966363
53.522048,471,244.280084
21.814702,222,252.825237
13.179247,209,260.686763
46.631783,462,278.177082
51.330524,450,295.301087
21.335301,166,301.340995
26.293509,276,311.731812
34.885472,333,323.764277
42.828908,328,335.666841
44.455341,465,352.469221
50.214708,467,369.636768
43.991536,435,385.529304
48.272844,352,398.172703
34.652526,290,408.79625
85.418603,805,438.085231
42.365917,315,449.706845
59.289972,388,463.751066
36.485908,281,473.93842
15.901689,191,480.836959
43.240397,448,497.391671
28.996928,269,507.215408
32.041163,342,519.854984
58.378558,446,540.797967
51.269143,353,556.53825
76.804497,508,579.887445
42.876723,301,596.347413
85.416132,455,618.183205
40.919178,256,629.561263
52.021102,310,642.490875
19.135327,168,649.685829
50.34431,254,660.654595
30.920405,215,669.86154
52.556851,324,683.21251
40.589876,280,694.578195
45.533868,306,706.899093
30.79178,250,716.910161
33.480588,263,727.453515
37.400477,238,737.022427
40.786637,275,748.602587
33.86944,323,761.715708
31.074825,313,774.382969
38.22463,269,785.152427
32.260215,258,795.438383
19.792464,171,802.350049
39.086658,367,817.570223
21.407176,285,828.970753
97.274079,531,850.065826
69.059569,389,865.5446
36.711494,265,876.712674
32.506742,263,887.378306
58.780816,482,906.333707
24.73526,254,916.450307
51.699024,322,929.156039
56.627924,310,941.708533
48.111076,317,954.146665
23.524949,243,963.790262
63.218996,378,978.77171
72.716417,427,995.683859
51.603806,363,1010.561939
36.58893,299,1022.401901
57.615622,439,1039.919114
87.302855,609,1064.435705
35.890845,257,1074.66915
47.257684,338,1088.086347
33.138531,219,1096.799206
24.772792,212,1105.301678
52.263063,365,1119.948598
63.265014,369,1135.020394
37.480785,275,1145.93835
44.678477,277,1156.811534
29.159187,220,1165.447762
47.297069,291,1176.97303
54.906973,397,1192.840884
51.052153,302,1204.775279
35.440925,220,1213.557647
43.759509,302,1225.697701
61.755608,380,1240.690205
30.739258,245,1250.597039
56.51438,341,1264.166935
31.582813,201,1272.121059
53.08041,262,1282.289112
65.420134,378,1297.109088
48.1602,320,1310.009878
22.488017,161,1316.355381
41.475334,288,1327.722291
58.931084,375,1342.676938
59.583543,314,1355.131638
42.057587,264,1365.726726
53.201892,261,1376.511463
73.548562,434,1393.769017
31.320135,227,1402.843603
27.6876,175,1409.826735
57.853107,320,1422.52625
