train/ent_coef_loss,train/actor_loss,train/n_updates,train/critic_loss,time/fps,rollout/ep_rew_mean,train/ent_coef,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/time_elapsed
-1.0595121383666992,-8.456315040588379,701,0.1354454606771469,9,18.38738325,0.810599148273468,802,200.5,4,0.0003,88
-2.9551310539245605,-14.830385208129883,1957,0.14895877242088318,8,28.366829875,0.556635856628418,2058,257.25,8,0.0003,232
-4.929354190826416,-19.69022560119629,3425,0.5544759035110474,8,31.770301,0.3602524995803833,3526,293.8333333333333,12,0.0003,402
-6.420612335205078,-21.676713943481445,4786,0.8314199447631836,8,33.6667634375,0.24169887602329254,4887,305.4375,16,0.0003,559
-7.305440425872803,-22.417028427124023,5773,0.43821150064468384,8,32.78965720000001,0.1812250018119812,5874,293.7,20,0.0003,672
-7.819087028503418,-22.856483459472656,7101,0.7590360045433044,8,36.250092083333335,0.12497952580451965,7202,300.0833333333333,24,0.0003,823
-8.462370872497559,-22.912181854248047,8309,0.5992133617401123,8,37.20265896428572,0.08925814926624298,8410,300.35714285714283,28,0.0003,961
-10.377652168273926,-22.480892181396484,9322,0.8236011266708374,8,37.81469640625,0.06798838824033737,9423,294.46875,32,0.0003,1076
-8.332167625427246,-22.303627014160156,10722,0.3371374309062958,8,40.17938977777778,0.04696511849761009,10823,300.6388888888889,36,0.0003,1233
-5.997503280639648,-21.307405471801758,12001,0.6938717365264893,8,42.4920166,0.03408023715019226,12102,302.55,40,0.0003,1378
-8.13586711883545,-20.411157608032227,12839,1.0135436058044434,8,41.89471465909091,0.027731310576200485,12940,294.09090909090907,44,0.0003,1474
-6.924015045166016,-21.70342445373535,13992,0.8458955883979797,8,43.07436583333333,0.023329177871346474,14093,293.6041666666667,48,0.0003,1601
-5.423839092254639,-19.995121002197266,15190,0.7787718176841736,8,44.28105321153846,0.01839219033718109,15291,294.0576923076923,52,0.0003,1735
2.9331772327423096,-19.326618194580078,16195,1.4551396369934082,8,44.275537660714285,0.016463659703731537,16296,291.0,56,0.0003,1849
-1.2290797233581543,-19.680484771728516,17086,0.6911782026290894,8,43.97764095,0.01720743626356125,17187,286.45,60,0.0003,1949
-1.5674058198928833,-19.01931381225586,18309,0.5916252732276917,8,44.424404624999994,0.013771601021289825,18410,287.65625,64,0.0003,2087
-0.13275933265686035,-18.84537696838379,19388,0.7531478404998779,8,45.027114588235285,0.013370150700211525,19489,286.6029411764706,68,0.0003,2210
1.8926271200180054,-18.184307098388672,20187,1.1698410511016846,8,44.609933375,0.014676621183753014,20288,281.77777777777777,72,0.0003,2302
1.1018335819244385,-18.478260040283203,21141,0.7204290628433228,8,44.93473472368421,0.01559346355497837,21242,279.5,76,0.0003,2412
-0.9171738624572754,-18.315956115722656,21934,0.5293565392494202,8,44.5800241125,0.015506340190768242,22035,275.4375,80,0.0003,2502
-0.8832411170005798,-18.02773094177246,22842,0.9792514443397522,8,44.54390505952381,0.013860783539712429,22943,273.1309523809524,84,0.0003,2604
-0.5406185984611511,-17.484331130981445,23955,1.040461778640747,8,44.80266671590909,0.012763101607561111,24056,273.3636363636364,88,0.0003,2729
-0.08950850367546082,-17.486013412475586,24724,2.3810675144195557,8,44.59150420652175,0.01356699038296938,24825,269.8369565217391,92,0.0003,2816
1.255074143409729,-16.919116973876953,25823,1.01181960105896,8,44.91856864583334,0.014777300879359245,25924,270.0416666666667,96,0.0003,2940
-0.5698985457420349,-16.497173309326172,26889,0.6784716844558716,8,45.240480829999996,0.014631997793912888,26990,269.9,100,0.0003,3061
1.9159328937530518,-16.761938095092773,27876,0.7255777716636658,8,46.63913085,0.016697824001312256,27977,271.75,104,0.0003,3171
-2.2539749145507812,-17.529640197753906,28775,2.3484232425689697,8,46.91621521,0.018742544576525688,28876,268.18,108,0.0003,3272
-0.9893168807029724,-16.431930541992188,29782,1.0625476837158203,8,47.29347451999999,0.01690583862364292,29883,263.57,112,0.0003,3384
-1.6659901142120361,-16.293907165527344,31271,0.878521203994751,8,48.90349283999999,0.01785554550588131,31372,264.85,116,0.0003,3551
2.025425672531128,-15.604131698608398,32336,1.0185425281524658,8,50.081708230000004,0.019946064800024033,32437,265.63,120,0.0003,3671
-2.0791428089141846,-15.867064476013184,33403,1.4387669563293457,8,50.54328057,0.019403602927923203,33504,263.02,124,0.0003,3790
-0.9064199328422546,-15.384822845458984,34257,1.7250343561172485,8,50.55108901,0.018239518627524376,34358,259.48,128,0.0003,3886
0.8208718299865723,-15.459375381469727,35593,1.501442313194275,8,50.8390167,0.017482247203588486,35694,262.71,132,0.0003,4039
-1.7547235488891602,-14.918732643127441,36687,0.7059311866760254,8,49.69573153,0.015786025673151016,36788,259.65,136,0.0003,4165
