train/n_updates,rollout/ep_rew_mean,train/ent_coef,time/episodes,time/time_elapsed,train/learning_rate,time/fps,rollout/ep_len_mean,train/actor_loss,train/critic_loss,time/total_timesteps,train/ent_coef_loss
39654,48.166148650000004,0.018313979730010033,164,5164,0.0003,7,225.54,-13.81801700592041,20.783727645874023,39755,0.7531298995018005
40671,49.23194966000001,0.02023853175342083,168,5300,0.0003,7,227.66,-14.110933303833008,1.6110916137695312,40772,1.596120834350586
41564,49.337445020000004,0.01931663230061531,172,5418,0.0003,7,226.07,-13.450697898864746,0.5483016967773438,41665,-2.9450254440307617
42444,48.95315358,0.02014930732548237,176,5535,0.0003,7,223.4,-14.205652236938477,0.7765594124794006,42545,3.4276835918426514
43783,48.99502982,0.020851152017712593,180,5715,0.0003,7,225.5,-13.442687034606934,1.6134936809539795,43884,-1.1415399312973022
45028,48.24054268999999,0.016909120604395866,184,5880,0.0003,7,226.33,-12.717342376708984,1.3302032947540283,45129,-2.1853716373443604
46159,48.54605009000001,0.014536826871335506,188,6033,0.0003,7,229.6,-13.44073486328125,1.0061964988708496,46260,1.30314040184021
47324,48.84408309,0.012590261176228523,192,6189,0.0003,7,233.33,-13.247896194458008,0.6065496206283569,47425,-3.396261215209961
48771,49.597943859999994,0.014096255414187908,196,6385,0.0003,7,240.85,-12.513604164123535,1.4138597249984741,48872,-1.8936936855316162
49749,48.70848435,0.01475550141185522,200,6531,0.0003,7,240.89,-12.487260818481445,0.7511664628982544,49850,-0.7918237447738647
51048,49.34835462,0.017978673800826073,204,6704,0.0003,7,244.31,-13.155763626098633,0.7024123668670654,51149,-2.6442573070526123
51972,49.673726210000005,0.01580318994820118,208,6827,0.0003,7,246.2,-13.229452133178711,0.4477871060371399,52073,-0.008690863847732544
52794,49.121717030000006,0.016536293551325798,212,6934,0.0003,7,244.55,-13.334368705749512,0.7264739274978638,52895,-1.2743760347366333
53637,49.27937427999999,0.01590684801340103,216,7045,0.0003,7,245.89,-12.528353691101074,0.1914132535457611,53738,0.4215977191925049
54563,50.297124589999996,0.01598193496465683,220,7166,0.0003,7,249.37,-13.180662155151367,0.6937060356140137,54664,-0.6891292333602905
55432,50.42945872,0.017361631616950035,224,7280,0.0003,7,250.15,-13.040475845336914,0.3222416043281555,55533,-1.0826839208602905
56234,50.48132897000001,0.019456584006547928,228,7384,0.0003,7,248.99,-12.245454788208008,0.7789345979690552,56335,0.4248148202896118
57168,50.97274563999999,0.018629124388098717,232,7510,0.0003,7,249.99,-12.730860710144043,1.129390001296997,57269,2.31674861907959
58141,51.27681244,0.019823545590043068,236,7638,0.0003,7,250.68,-12.501585006713867,2.6476171016693115,58242,-4.6512908935546875
58829,50.790779359999995,0.01935158669948578,240,7729,0.0003,7,249.09,-13.05848503112793,1.8299201726913452,58930,1.669104814529419
59739,50.68374522999999,0.021771688014268875,244,7847,0.0003,7,248.8,-13.129470825195312,0.9068033695220947,59840,-1.144484281539917
60781,51.27003955,0.02155487611889839,248,7983,0.0003,7,250.74,-12.324164390563965,0.4959139823913574,60882,-1.5330138206481934
61706,51.540984259999995,0.019647929817438126,252,8104,0.0003,7,251.96,-12.597759246826172,4.1691436767578125,61807,-4.047754764556885
62610,51.4770237,0.018226971849799156,256,8222,0.0003,7,252.0,-12.086447715759277,3.692075252532959,62711,-2.4452271461486816
63798,52.71536488000001,0.01967156119644642,260,8377,0.0003,7,253.58,-11.494434356689453,1.9696273803710938,63899,0.7596906423568726
64670,52.32812614999999,0.021882010623812675,264,8491,0.0003,7,250.16,-11.744573593139648,0.6180634498596191,64771,0.6213445663452148
65916,52.82381212,0.01969457045197487,268,8636,0.0003,7,252.45,-11.63494873046875,2.879621982574463,66017,1.0240986347198486
66877,53.0385791,0.02096276730298996,272,8726,0.0003,7,253.13,-12.008902549743652,2.6350038051605225,66978,-0.20078858733177185
67617,53.027326079999995,0.022105101495981216,276,8795,0.0003,7,251.73,-10.852791786193848,0.9201571941375732,67718,1.7151024341583252
68700,53.249665990000004,0.017451805993914604,280,8899,0.0003,7,249.17,-11.703934669494629,1.563567042350769,68801,1.3398809432983398
69542,53.14377951,0.018830055370926857,284,8979,0.0003,7,245.14,-11.736841201782227,1.2718905210494995,69643,0.23032169044017792
70380,53.09985463,0.019143054261803627,288,9060,0.0003,7,242.21,-11.3322114944458,1.3342556953430176,70481,0.6600459218025208
71338,53.7987644,0.01968502625823021,292,9149,0.0003,7,240.14,-11.52138614654541,3.497751235961914,71439,0.07329779118299484
72119,53.49327055999999,0.019973132759332657,296,9222,0.0003,7,233.48,-11.736797332763672,2.599790096282959,72220,0.2084510177373886
73018,54.37894856,0.019077567383646965,300,9306,0.0003,7,232.69,-12.007802963256836,1.399237871170044,73119,0.6601253151893616
73666,53.25726103000001,0.018940038979053497,304,9367,0.0003,7,226.18,-12.394583702087402,1.4787464141845703,73767,1.0680240392684937
74658,53.935012470000004,0.019644856452941895,308,9460,0.0003,7,226.86,-11.872942924499512,1.4036200046539307,74759,1.0934133529663086
75471,54.4918052,0.020409518852829933,312,9536,0.0003,7,226.77,-12.144412994384766,0.9723871946334839,75572,-1.203495740890503
76489,55.10416375,0.01981394551694393,316,9631,0.0003,7,228.52,-12.404521942138672,0.7772555947303772,76590,-1.1829922199249268
77562,55.39658963000001,0.01878243312239647,320,9731,0.0003,7,229.99,-12.148682594299316,0.4901333451271057,77663,-0.34189465641975403
78578,55.69495242,0.019377265125513077,324,9826,0.0003,8,231.46,-11.838698387145996,0.2733194828033447,78679,-0.5561278462409973
79525,56.01767174,0.02059384249150753,328,9917,0.0003,8,232.91,-12.144033432006836,1.2490220069885254,79626,-0.3967016935348511
80549,56.364410480000004,0.019229408353567123,332,10012,0.0003,8,233.81,-11.98076057434082,1.369743824005127,80650,0.9186856746673584
81608,56.445698570000005,0.017575250938534737,336,10113,0.0003,8,234.67,-11.60562801361084,3.5256316661834717,81709,0.211892768740654
82590,57.211510780000005,0.017956458032131195,340,10206,0.0003,8,237.61,-11.670516967773438,1.3134541511535645,82691,-0.5846847891807556
83437,56.58949694999999,0.019354041665792465,344,10288,0.0003,8,236.98,-10.98636531829834,0.381889671087265,83538,1.1740361452102661
84179,55.46822768999999,0.018278706818819046,348,10361,0.0003,8,233.98,-11.986270904541016,0.49644285440444946,84280,0.44886380434036255
85009,55.20192946,0.017122484743595123,352,10442,0.0003,8,233.03,-11.681114196777344,0.1756628453731537,85110,0.894695520401001
85724,54.525033089999994,0.016548190265893936,356,10511,0.0003,8,231.14,-11.085947036743164,1.7888245582580566,85825,0.34249597787857056
86431,53.24563232,0.015932878479361534,360,10574,0.0003,8,226.33,-11.315710067749023,0.29933327436447144,86532,0.06487292051315308
87459,53.57074277000001,0.015907887369394302,364,10662,0.0003,8,227.89,-11.305445671081543,0.33372485637664795,87560,0.1854063719511032
88320,52.64748133,0.017891399562358856,368,10743,0.0003,8,224.04,-11.008199691772461,0.7126513123512268,88421,0.7697436213493347
89407,52.856871659999996,0.01770780049264431,372,10847,0.0003,8,225.3,-10.635404586791992,2.2331933975219727,89508,0.6320269107818604
90311,53.59320139000001,0.017601601779460907,376,10933,0.0003,8,226.94,-11.428895950317383,1.8833253383636475,90412,-0.2755751609802246
91184,53.13530705000001,0.015171315521001816,380,11016,0.0003,8,224.84,-10.80618667602539,0.27110961079597473,91285,-1.1387745141983032
92218,53.819196540000014,0.01686851494014263,384,11114,0.0003,8,226.76,-11.68183422088623,0.5793745517730713,92319,-0.5520063042640686
93214,54.52717802000001,0.01725783944129944,388,11207,0.0003,8,228.34,-10.831207275390625,0.9171231985092163,93315,-0.9449670314788818
94403,55.16540725000001,0.016770092770457268,392,11318,0.0003,8,230.65,-11.557928085327148,0.5768183469772339,94504,-0.6642352342605591
95524,55.927872910000005,0.016089167445898056,396,11422,0.0003,8,234.05,-10.845527648925781,0.33054208755493164,95625,0.29171618819236755
96398,55.517429560000004,0.015563652850687504,400,11504,0.0003,8,233.8,-11.71828556060791,0.8732641935348511,96499,-1.6138032674789429
97326,56.09323916,0.015674034133553505,404,11591,0.0003,8,236.6,-10.214731216430664,0.7210562229156494,97427,2.29117488861084
98417,56.515046870000006,0.014798891730606556,408,11692,0.0003,8,237.59,-11.15096378326416,1.1460498571395874,98518,0.3258185088634491
99431,56.872464480000005,0.015051321126520634,412,11786,0.0003,8,239.6,-11.543686866760254,0.7773447632789612,99532,-0.3206385672092438
100389,56.97441601,0.014949879609048367,416,11876,0.0003,8,239.0,-11.770126342773438,0.5807906985282898,100490,0.36177775263786316
101292,56.66275835999999,0.014332632534205914,420,11961,0.0003,8,237.3,-11.152795791625977,0.39030563831329346,101393,-2.2797815799713135
102523,57.18312309,0.01493723876774311,424,12076,0.0003,8,239.45,-10.638742446899414,0.9431629180908203,102624,1.0081344842910767
103532,57.187642860000004,0.015159781090915203,428,12171,0.0003,8,240.07,-11.07265853881836,0.44123315811157227,103633,0.11131773889064789
104557,56.83241476,0.014992240816354752,432,12269,0.0003,8,240.08,-11.965070724487305,0.9024632573127747,104658,1.1021134853363037
105610,56.58724895,0.01617131195962429,436,12368,0.0003,8,240.02,-11.478224754333496,0.46145009994506836,105711,2.172229051589966
106824,57.06563633999999,0.015469126403331757,440,12485,0.0003,8,242.34,-11.089940071105957,1.062785267829895,106925,-0.36677563190460205
107879,57.60734007000001,0.015199482440948486,444,12593,0.0003,8,244.42,-11.44095230102539,1.228895664215088,107980,1.9282984733581543
108845,58.29541206,0.016652271151542664,448,12695,0.0003,8,246.66,-10.913305282592773,0.19191189110279083,108946,0.405563086271286
110186,59.399406989999996,0.01526727620512247,452,12838,0.0003,8,251.77,-11.011114120483398,1.7278425693511963,110287,0.21298076212406158
111267,60.5822344,0.01572183519601822,456,12941,0.0003,8,255.43,-11.660085678100586,0.9262309074401855,111368,0.4932693839073181
112176,61.08301962999999,0.01589350402355194,460,13028,0.0003,8,257.45,-11.55388355255127,0.3939105272293091,112277,0.7759532928466797
113421,61.756076130000004,0.015407496131956577,464,13151,0.0003,8,259.62,-11.941617965698242,1.0597891807556152,113522,-2.539811134338379
114552,62.66357443999999,0.015066701918840408,468,13265,0.0003,8,262.32,-11.638619422912598,0.7241692543029785,114653,-1.6438363790512085
115598,62.65103678,0.014553431421518326,472,13368,0.0003,8,261.91,-11.904692649841309,0.5786010026931763,115699,-0.5481827259063721
116839,63.47657958,0.013857340440154076,476,13488,0.0003,8,265.28,-12.031938552856445,0.9619983434677124,116940,1.6511543989181519
117954,64.04146043,0.01320819091051817,480,13611,0.0003,8,267.7,-11.860139846801758,0.7955999374389648,118055,-2.0296640396118164
119243,63.96299110000001,0.017802800983190536,484,13768,0.0003,8,270.25,-11.195292472839355,0.3345583379268646,119344,1.2541085481643677
120748,64.90369914000001,0.01518273539841175,488,13946,0.0003,8,275.34,-11.745743751525879,0.42065566778182983,120849,-0.011881381273269653
121951,64.64333225000001,0.013889550231397152,492,14062,0.0003,8,275.48,-12.348069190979004,0.5685111284255981,122052,1.5913304090499878
122866,64.18993399,0.013779213652014732,496,14178,0.0003,8,273.42,-11.991506576538086,0.9510992765426636,122967,0.5549839735031128
124149,65.58545035,0.012404734268784523,500,14339,0.0003,8,277.51,-12.095271110534668,1.1112322807312012,124250,-1.7014834880828857
124972,65.72651574000001,0.013681008480489254,504,14445,0.0003,8,276.46,-12.203280448913574,1.2415449619293213,125073,1.0351165533065796
126154,65.63772846,0.012096942402422428,508,14597,0.0003,8,277.37,-12.15140151977539,0.19507497549057007,126255,0.5985928177833557
127040,65.6291617,0.013517842628061771,512,14708,0.0003,8,276.09,-11.837116241455078,0.4128605127334595,127141,-1.4501625299453735
128329,66.05706355000001,0.014096342958509922,516,14870,0.0003,8,279.4,-11.780808448791504,0.3583744764328003,128430,0.3850380778312683
129330,66.46132567,0.014222735539078712,520,14995,0.0003,8,280.38,-12.107824325561523,0.4394166171550751,129431,-1.0706087350845337
130464,66.36250529,0.015197127126157284,524,15137,0.0003,8,279.41,-11.732028007507324,0.993533730506897,130565,-0.5419546365737915
131460,66.26353925999999,0.014911256730556488,528,15260,0.0003,8,279.28,-11.95571517944336,0.40868130326271057,131561,0.6156095266342163
132219,65.46932289,0.015369427390396595,532,15355,0.0003,8,276.62,-11.818833351135254,0.7244619727134705,132320,-0.9119963645935059
133254,65.50544667999999,0.014587447047233582,536,15482,0.0003,8,276.44,-12.335092544555664,0.4361932873725891,133355,-1.1887201070785522
134270,65.31394225999999,0.014222281984984875,540,15608,0.0003,8,274.46,-12.320683479309082,0.28878337144851685,134371,-1.107064127922058
135303,65.88905731999999,0.01383392233401537,544,15737,0.0003,8,274.24,-12.167555809020996,0.9004226922988892,135404,-1.0959991216659546
136021,65.60328171,0.013634249567985535,548,15826,0.0003,8,271.76,-12.065425872802734,0.5625404119491577,136122,0.1559220850467682
137052,65.29921624,0.013807633891701698,552,15953,0.0003,8,268.66,-12.292069435119629,0.39951586723327637,137153,0.20455066859722137
138110,65.40992385999999,0.014112827368080616,556,16084,0.0003,8,268.43,-12.931328773498535,0.2144930511713028,138211,0.05801016092300415
