#{"t_start": 1763376577.848003, "env_id": "None"}
r,l,t
18.392823,275,26.330581
9.65161,176,46.276252
35.349197,390,90.119977
46.792419,295,124.224614
19.011337,237,151.439963
45.651684,424,199.513262
31.393679,279,230.944124
51.605796,431,279.369103
86.400174,538,340.172796
77.209626,510,399.730707
22.352359,183,420.590744
41.292321,335,458.488127
48.299083,283,490.462517
27.974106,172,510.128073
26.103566,198,532.376179
46.815888,261,561.67828
19.193306,202,584.344723
31.187115,266,614.212954
43.064463,231,640.299836
55.979907,371,682.366642
19.755716,154,699.852014
38.502292,252,728.182429
55.698635,306,762.711923
65.372812,349,801.722479
80.771795,481,855.767817
28.204492,211,879.515985
23.17585,189,900.767797
38.433136,266,930.790013
51.896983,245,958.402608
12.486654,147,974.715554
35.552827,224,1000.033916
95.283117,487,1054.950829
48.432182,289,1087.769424
20.93412,135,1102.876018
25.996961,183,1123.484819
28.22474,210,1146.927163
86.034928,476,1200.268986
63.681846,295,1232.780517
60.289749,261,1261.156341
35.929925,162,1279.318878
44.177612,223,1303.955814
50.736075,338,1341.201625
55.446638,345,1379.962985
51.677424,340,1418.402838
21.721508,175,1438.209389
30.731578,212,1462.105279
50.277536,245,1489.578986
13.140984,138,1505.197954
56.456824,302,1539.254324
47.479092,234,1565.857023
27.798229,264,1595.72031
40.905471,228,1621.614171
83.599833,472,1675.338242
30.914426,232,1701.28208
31.875876,227,1726.89949
79.49901,290,1757.634761
58.121161,204,1780.464629
80.704644,276,1810.40494
56.377776,216,1834.073721
34.626079,152,1850.335148
50.387718,178,1869.653484
60.139191,224,1893.851952
30.965229,148,1910.029127
78.64214,267,1939.220866
50.446337,175,1958.00378
72.702297,265,1986.680499
27.546804,137,2001.600525
48.327942,187,2021.851467
92.599903,401,2064.996829
59.956512,218,2088.180766
34.580616,158,2105.23474
32.426989,141,2120.661227
53.227412,203,2142.689175
70.483886,291,2174.899747
57.685738,228,2199.920291
85.580215,310,2234.349445
24.285195,127,2248.276453
49.848828,182,2268.229595
64.102529,242,2294.757524
60.010216,220,2318.67052
66.192495,323,2354.298774
44.360569,184,2373.978987
46.522162,180,2393.427644
42.973813,170,2411.746423
63.540158,271,2440.628717
68.342098,221,2464.543209
49.148574,262,2493.243294
50.85861,178,2512.623109
53.842581,211,2535.46934
39.869729,178,2554.662046
65.158142,270,2584.123233
48.660955,174,2603.074694
83.609002,271,2632.425385
54.307363,204,2654.297932
84.90303,271,2683.311396
77.362333,359,2722.980119
78.674931,277,2753.02589
52.928406,190,2773.631369
32.09846,146,2789.790139
65.489684,214,2812.903156
9.224399,97,2823.789431
33.756111,142,2839.692864
66.481627,324,2875.237049
64.726505,317,2910.36448
35.340544,186,2931.291113
37.331344,167,2949.911525
44.395712,191,2970.936879
67.117497,227,2995.769826
28.61088,139,3011.462606
24.335998,135,3026.415179
48.952848,183,3046.332069
72.823933,284,3077.737268
36.653425,145,3093.699905
52.557608,232,3119.244643
35.550912,154,3135.972778
63.261877,227,3160.018118
55.798129,212,3183.012165
43.62951,192,3203.601876
67.932612,265,3231.666853
39.708667,152,3248.309055
85.978205,296,3280.048054
74.266896,335,3315.417749
57.820163,201,3337.197605
58.465447,226,3361.10881
50.917722,200,3382.614949
80.182809,246,3408.727201
35.197326,150,3424.846749
45.793233,211,3447.673435
73.956199,279,3477.669725
67.171409,282,3508.01347
44.753031,186,3528.176915
45.863164,211,3550.854536
60.791467,255,3578.004085
76.142002,291,3609.055499
53.452187,220,3632.857316
58.042067,210,3655.297296
54.138371,223,3679.57431
44.957029,189,3700.178678
50.943284,186,3720.012927
48.14951,215,3743.030127
65.427995,250,3769.558548
79.32619,302,3802.206755
63.521207,259,3830.22544
60.8671,222,3854.079686
26.369385,136,3869.109803
56.251806,202,3891.07462
38.679408,164,3909.338389
39.326718,216,3933.638606
50.506827,203,3955.975081
27.713928,151,3972.734126
41.942809,227,3997.996856
44.820427,216,4022.209872
63.351361,310,4057.025635
35.926043,198,4079.285173
36.937182,247,4107.079796
40.037727,193,4128.77873
47.97207,192,4150.494488
27.793154,162,4169.107688
27.041354,186,4190.820726
25.847735,147,4207.545526
52.470134,237,4232.85695
39.820293,170,4248.872673
