time/fps,time/episodes,time/total_timesteps,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss
9,164,42236,42135,228.21,4599,-16.304574966430664,-0.776237428188324,0.02578588016331196,0.0003,53.18118463999999,0.707473635673523
9,168,43071,42970,228.43,4675,-15.799612045288086,-0.9014139175415039,0.025513820350170135,0.0003,53.17186549,1.2766575813293457
9,172,43904,43803,227.37,4753,-16.135238647460938,0.2659212648868561,0.02539626508951187,0.0003,52.51833315,0.942427933216095
9,176,44753,44652,226.01,4833,-15.689963340759277,0.7622799277305603,0.02608361653983593,0.0003,52.643118869999995,0.3623957633972168
9,180,45573,45472,224.05,4923,-15.5222806930542,0.5554746389389038,0.0280004870146513,0.0003,51.96527119,2.374180555343628
9,184,46379,46278,219.37,5010,-14.615875244140625,0.10457797348499298,0.028485514223575592,0.0003,50.41924295,0.5441915988922119
9,188,47336,47235,217.7,5115,-15.560896873474121,-1.4236338138580322,0.024269364774227142,0.0003,49.75831533,0.65570068359375
9,192,48430,48329,219.27,5234,-15.368518829345703,0.32536181807518005,0.020357809960842133,0.0003,49.721949679999994,1.6472100019454956
9,196,49177,49076,217.57,5316,-15.192465782165527,1.515787959098816,0.018868794664740562,0.0003,49.10011558,0.38303595781326294
9,200,50486,50385,221.66,5459,-14.173436164855957,0.09757377207279205,0.02028411440551281,0.0003,49.904842130000006,0.5744888782501221
9,204,51471,51370,222.59,5567,-13.924748420715332,0.8463879227638245,0.02141125686466694,0.0003,49.65477202,0.36232566833496094
9,208,52693,52592,227.42,5700,-14.71181869506836,-0.21154458820819855,0.021418068557977676,0.0003,50.472791560000005,2.0468103885650635
9,212,53996,53895,229.71,5842,-13.232690811157227,0.40020522475242615,0.020495446398854256,0.0003,51.11810206,1.626696228981018
9,216,55008,54907,231.34,5953,-14.267906188964844,-0.8385540246963501,0.021672546863555908,0.0003,51.155267820000006,0.596735954284668
9,220,56038,55937,232.0,6064,-13.386686325073242,1.6799300909042358,0.020823873579502106,0.0003,51.18577569,0.7068331241607666
9,224,57245,57144,234.64,6195,-14.21790885925293,-0.46850818395614624,0.021101169288158417,0.0003,51.73543519999999,0.559380292892456
9,228,58407,58306,238.43,6323,-13.421138763427734,0.024966031312942505,0.020491288974881172,0.0003,52.64169546,0.745185136795044
9,232,59384,59283,240.03,6436,-13.110363960266113,-0.3720988929271698,0.021118175238370895,0.0003,52.58263530999999,0.36040931940078735
9,236,60380,60279,242.52,6548,-13.304511070251465,-0.3591211140155792,0.022198159247636795,0.0003,52.99275901,0.15223954617977142
9,240,61556,61455,245.78,6675,-12.849295616149902,0.16116812825202942,0.02196318842470646,0.0003,53.61382957,1.1724237203598022
9,244,62519,62418,246.79,6780,-13.523275375366211,0.31596654653549194,0.021554624661803246,0.0003,53.820766400000004,0.41656821966171265
9,248,63329,63228,245.8,6868,-13.137899398803711,-1.8027063608169556,0.022694068029522896,0.0003,53.64572961,0.4270031750202179
9,252,64479,64378,249.15,6993,-12.760501861572266,-0.07467310130596161,0.02216070331633091,0.0003,54.22880022,1.0096426010131836
9,256,65521,65420,251.23,7105,-12.91291332244873,-1.3391563892364502,0.02259874902665615,0.0003,54.981959579999995,1.8622384071350098
9,260,66466,66365,249.79,7207,-12.822114944458008,0.22743067145347595,0.021722136065363884,0.0003,54.605347550000005,0.2112272083759308
9,264,67406,67305,251.7,7309,-12.071879386901855,-0.5826824903488159,0.02100934460759163,0.0003,55.14501751999999,0.8758976459503174
9,268,68480,68379,254.09,7426,-12.1763277053833,-1.0065680742263794,0.02098945342004299,0.0003,55.93070345,0.3948683440685272
9,272,69531,69430,256.27,7542,-11.81696891784668,0.2606499493122101,0.020905474200844765,0.0003,56.88954935000001,0.29966259002685547
9,276,70436,70335,256.83,7640,-12.721123695373535,0.9955627918243408,0.020951615646481514,0.0003,56.77343358,0.9097007513046265
9,280,71335,71234,257.62,7737,-12.473468780517578,0.07186426222324371,0.020969845354557037,0.0003,57.198059709999995,0.30860817432403564
9,284,72156,72055,257.77,7827,-12.60427474975586,0.89982008934021,0.020926443859934807,0.0003,57.34662573,0.1631554365158081
9,288,73096,72995,257.6,7929,-11.477089881896973,-0.8984615206718445,0.020575419068336487,0.0003,57.385143439999986,0.33651062846183777
9,292,74096,73995,256.66,8036,-11.706443786621094,0.6750544905662537,0.020541701465845108,0.0003,57.50214362,1.2693285942077637
9,296,75333,75232,261.56,8171,-11.620027542114258,-0.12633837759494781,0.020437413826584816,0.0003,58.76026357,1.10947847366333
9,300,76677,76576,261.91,8316,-11.755802154541016,0.08531522750854492,0.019750211387872696,0.0003,59.05346466,0.5034604668617249
9,304,77624,77523,261.53,8419,-12.002647399902344,-0.9822217226028442,0.018986046314239502,0.0003,59.496546349999996,0.4708491563796997
9,308,78682,78581,259.89,8535,-11.71518325805664,1.2376817464828491,0.017792820930480957,0.0003,59.601060520000004,0.36876380443573
