time/total_timesteps,time/time_elapsed,train/n_updates,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/critic_loss,train/learning_rate
117108,2410,117007,0.08267223089933395,0.034515008330345154,48,804,157.65,-55.438968658447266,225.85269743,21.170917510986328,0.0003
117733,2421,117632,0.08120668679475784,-0.5755671262741089,48,808,158.83,-57.71045684814453,232.14437044,23.179378509521484,0.0003
118261,2431,118160,0.0860343724489212,-0.46298104524612427,48,812,157.84,-54.87902069091797,229.67285784,14.428885459899902,0.0003
118886,2443,118785,0.0841033011674881,-0.7375921010971069,48,816,155.4,-55.27178955078125,225.69913654,30.117061614990234,0.0003
119511,2454,119410,0.0847754254937172,0.4779112935066223,48,820,155.57,-50.921382904052734,227.9711753,39.37376403808594,0.0003
120024,2464,119923,0.08302010595798492,-0.2719869017601013,48,824,155.17,-50.215511322021484,225.88910089,36.91459655761719,0.0003
120461,2472,120360,0.08056798577308655,-0.3905807137489319,48,828,152.88,-54.28575134277344,223.19761612,24.74472427368164,0.0003
121068,2483,120967,0.08390752226114273,0.17535024881362915,48,832,152.05,-50.07700729370117,223.31317461999998,13.641090393066406,0.0003
121616,2493,121515,0.08181139081716537,0.3222770094871521,48,836,150.51,-51.77769470214844,221.86531324,29.137680053710938,0.0003
122081,2502,121980,0.08340121060609818,-0.2275448441505432,48,840,149.79,-55.16102600097656,219.40786678,34.836402893066406,0.0003
122560,2510,122459,0.08274682611227036,-0.361113965511322,48,844,147.92,-50.96430206298828,217.82575803,22.113754272460938,0.0003
123189,2522,123088,0.08026733994483948,0.15811000764369965,48,848,149.0,-56.00986862182617,224.83230017999998,26.079078674316406,0.0003
123781,2533,123680,0.08091219514608383,0.13332487642765045,48,852,147.55,-53.861000061035156,224.30515329000002,76.91231536865234,0.0003
124634,2549,124533,0.08252313733100891,-0.6588093042373657,48,856,148.87,-53.75391387939453,226.89507767999999,18.09375762939453,0.0003
125337,2562,125236,0.08391612768173218,0.1455180048942566,48,860,148.67,-53.89080047607422,227.99830605000002,18.323081970214844,0.0003
125832,2571,125731,0.08345893025398254,-0.033507030457258224,48,864,145.48,-54.86542892456055,222.67332977,32.7186164855957,0.0003
126799,2590,126698,0.08337771147489548,-0.10966923087835312,48,868,150.9,-58.5614128112793,229.38812958999995,19.60826873779297,0.0003
127474,2604,127373,0.08614718168973923,-0.42617708444595337,48,872,154.0,-52.75528335571289,234.22858086,42.21001052856445,0.0003
127951,2613,127850,0.08229631930589676,0.44520461559295654,48,876,151.17,-51.8261604309082,227.94307417999997,48.78718566894531,0.0003
128312,2620,128211,0.08240222185850143,0.5714759826660156,48,880,149.25,-52.5317268371582,225.19439682,30.297889709472656,0.0003
128998,2634,128897,0.08335709571838379,-0.44665658473968506,48,884,150.29,-54.818214416503906,226.13845192,28.905906677246094,0.0003
129439,2643,129338,0.08287382125854492,0.5364298224449158,48,888,150.06,-51.14628601074219,224.49692987999998,19.798664093017578,0.0003
130079,2656,129978,0.08625009655952454,-0.0480799563229084,48,892,149.74,-54.057559967041016,224.57567109000004,18.280920028686523,0.0003
130787,2669,130686,0.08473306894302368,0.5886436700820923,48,896,149.04,-51.17228698730469,230.75310282,28.75356101989746,0.0003
131369,2680,131268,0.08385694772005081,0.4309016466140747,49,900,149.56,-54.189842224121094,231.25726942999998,18.22351837158203,0.0003
131940,2690,131839,0.08465167135000229,0.3481375575065613,49,904,148.32,-53.82589340209961,230.07260724000002,44.703208923339844,0.0003
132648,2704,132547,0.08272524923086166,0.2289752960205078,49,908,149.15,-53.9332275390625,227.44900545999997,10.469152450561523,0.0003
133417,2718,133316,0.08389120548963547,0.3472280502319336,49,912,151.56,-53.453208923339844,232.42185511999998,22.863605499267578,0.0003
133966,2728,133865,0.08616287261247635,0.5819433331489563,49,916,150.8,-53.452999114990234,231.57851743,15.393369674682617,0.0003
134942,2746,134841,0.08721079677343369,0.508267879486084,49,920,154.31,-53.21516036987305,232.96361661999998,35.94578552246094,0.0003
135466,2756,135365,0.08278974890708923,1.3727141618728638,49,924,154.42,-51.350345611572266,233.77376360999997,22.76754379272461,0.0003
136183,2769,136082,0.08733824640512466,-0.18617641925811768,49,928,157.22,-57.1862907409668,237.04212348999997,79.53770446777344,0.0003
136797,2780,136696,0.08775337785482407,-0.1220984011888504,49,932,157.29,-55.518280029296875,235.51141590999998,38.55861282348633,0.0003
137665,2797,137564,0.08848706632852554,-0.41651007533073425,49,936,160.49,-56.597042083740234,242.86930817,36.00545883178711,0.0003
138205,2807,138104,0.08946841210126877,-0.27487778663635254,49,940,161.24,-53.44259262084961,245.25065554999998,28.459213256835938,0.0003
138852,2819,138751,0.08673158288002014,0.9708237648010254,49,944,162.92,-50.59758377075195,246.69583148,23.418054580688477,0.0003
139480,2831,139379,0.08745095133781433,1.3921653032302856,49,948,162.91,-50.61286544799805,241.53980944000006,24.423866271972656,0.0003
139926,2840,139825,0.0879625529050827,-0.7082400918006897,49,952,161.45,-54.46235656738281,237.02833952,46.248355865478516,0.0003
140429,2849,140328,0.08986204862594604,-0.03576922416687012,49,956,157.95,-54.5576171875,232.4889374,66.69357299804688,0.0003
141048,2861,140947,0.0879279375076294,-0.6428972482681274,49,960,157.11,-54.9648323059082,232.007106,45.24356460571289,0.0003
141611,2871,141510,0.08754071593284607,0.0697866827249527,49,964,157.79,-54.52971649169922,232.83596935999995,33.53489685058594,0.0003
142162,2881,142061,0.08661389350891113,-1.0669522285461426,49,968,153.63,-57.52629089355469,227.36544945000009,12.800518035888672,0.0003
142781,2893,142680,0.08068503439426422,-0.30235058069229126,49,972,153.07,-53.43608093261719,227.68596570999998,36.106849670410156,0.0003
143409,2905,143308,0.08498185873031616,0.3890079855918884,49,976,154.58,-52.782135009765625,232.63906306999996,30.24182891845703,0.0003
144117,2918,144016,0.08648641407489777,1.2419838905334473,49,980,158.05,-53.13052749633789,239.91576942,70.84117126464844,0.0003
144914,2933,144813,0.08570878207683563,-0.16279548406600952,49,984,159.16,-51.80527877807617,241.86254394999997,36.701171875,0.0003
145317,2941,145216,0.08345986902713776,0.7047492265701294,49,988,158.78,-50.928314208984375,242.93648756,15.235688209533691,0.0003
146115,2956,146014,0.0860961526632309,0.17018522322177887,49,992,160.36,-55.07781982421875,245.43664678000002,47.19835662841797,0.0003
146781,2968,146680,0.08467184007167816,0.5019708275794983,49,996,159.94,-52.639469146728516,239.80766414,54.199073791503906,0.0003
147502,2982,147401,0.08488702774047852,0.07470303028821945,49,1000,161.33,-52.7955322265625,244.52034769,21.860544204711914,0.0003
148293,2997,148192,0.08767290413379669,-0.029580116271972656,49,1004,163.53,-58.098602294921875,247.10603818000004,29.216693878173828,0.0003
148908,3008,148807,0.08812180906534195,-0.1911434829235077,49,1008,162.6,-56.16889190673828,245.04640146999998,27.009986877441406,0.0003
149405,3018,149304,0.08923174440860748,-1.0969713926315308,49,1012,159.88,-53.66572570800781,241.92245228,29.74411392211914,0.0003
150126,3031,150025,0.08804766088724136,0.24264055490493774,49,1016,161.6,-54.544837951660156,244.42124278,32.858856201171875,0.0003
150878,3045,150777,0.09322549402713776,-0.6305248141288757,49,1020,159.36,-54.06007766723633,241.06540344,12.783696174621582,0.0003
151615,3059,151514,0.09069493412971497,0.4143301248550415,49,1024,161.49,-52.760704040527344,242.62974306999996,21.74237632751465,0.0003
152253,3073,152152,0.08432259410619736,0.031333260238170624,49,1028,160.7,-56.41094970703125,241.31106317,15.656670570373535,0.0003
152778,3085,152677,0.08279811590909958,-0.8694328665733337,49,1032,159.81,-54.47731399536133,242.71006647000002,36.36528778076172,0.0003
153473,3100,153372,0.08636897802352905,0.24293985962867737,49,1036,158.08,-53.82429885864258,238.75790259999997,39.174156188964844,0.0003
154188,3116,154087,0.09066451340913773,0.1061621606349945,49,1040,159.83,-53.56383514404297,242.26360536999996,12.06301498413086,0.0003
154849,3131,154748,0.09087605774402618,-1.114620566368103,49,1044,159.97,-55.95492172241211,240.29523555,22.981796264648438,0.0003
155525,3146,155424,0.08876334130764008,0.02260492742061615,49,1048,160.45,-55.197139739990234,239.26674627,61.38762664794922,0.0003
156200,3161,156099,0.08796018362045288,0.6099553108215332,49,1052,162.74,-50.763092041015625,243.27549471000003,33.7479248046875,0.0003
157044,3180,156943,0.08670637756586075,-0.8354222774505615,49,1056,166.15,-57.24705505371094,248.38272690999997,28.969709396362305,0.0003
157700,3194,157599,0.08995743840932846,0.3846021890640259,49,1060,166.52,-54.90789031982422,249.16017316999995,34.824729919433594,0.0003
158442,3210,158341,0.08979498594999313,0.01181492954492569,49,1064,168.31,-54.49739456176758,255.5924417399999,38.16301345825195,0.0003
159036,3224,158935,0.08974304795265198,-0.09559483081102371,49,1068,168.74,-55.13359069824219,255.85878678,7.084994316101074,0.0003
159805,3241,159704,0.09073501080274582,-0.4527682363986969,49,1072,170.24,-56.01929473876953,257.17070614,12.011167526245117,0.0003
160602,3258,160501,0.0878257155418396,0.11371517181396484,49,1076,171.93,-52.476261138916016,257.89120764,23.697858810424805,0.0003
161105,3269,161004,0.08670005202293396,0.3594629168510437,49,1080,169.88,-53.454612731933594,252.89905188,21.424358367919922,0.0003
161735,3283,161634,0.08703446388244629,-0.13891375064849854,49,1084,168.21,-52.461612701416016,250.71181995999996,48.20105743408203,0.0003
162340,3297,162239,0.08326815068721771,0.398550420999527,49,1088,170.23,-53.409061431884766,254.26968974999997,31.781017303466797,0.0003
162801,3307,162700,0.08584041893482208,0.2635359764099121,49,1092,166.86,-57.00938034057617,247.92767368999998,25.294998168945312,0.0003
163623,3325,163522,0.08661455661058426,0.6410425305366516,49,1096,168.42,-51.214874267578125,248.23750182000003,63.69526672363281,0.0003
164167,3337,164066,0.09089681506156921,-0.7506688237190247,49,1100,166.65,-54.86933135986328,243.15438969000002,21.33787727355957,0.0003
164986,3355,164885,0.08699571341276169,-0.04505140334367752,49,1104,166.93,-54.444793701171875,243.30724063999995,24.073835372924805,0.0003
165651,3370,165550,0.08286293596029282,-0.3680369257926941,49,1108,167.43,-55.47838592529297,245.24439397999998,18.984588623046875,0.0003
166329,3385,166228,0.08001825213432312,0.3344969153404236,49,1112,169.24,-54.420692443847656,246.65773737000004,34.390113830566406,0.0003
166951,3399,166850,0.08386386185884476,0.4768049120903015,49,1116,168.25,-54.959686279296875,248.23344540999997,28.732830047607422,0.0003
167622,3413,167521,0.0857473686337471,0.5183571577072144,49,1120,167.44,-53.9958381652832,248.91958018999998,38.96552276611328,0.0003
168199,3426,168098,0.08728302270174026,0.38388168811798096,49,1124,165.84,-56.18551254272461,248.76111100999998,16.18326759338379,0.0003
168833,3440,168732,0.0878257155418396,0.43717166781425476,49,1128,165.8,-52.944522857666016,246.90114643999996,23.503232955932617,0.0003
169334,3451,169233,0.08794951438903809,-0.3749077320098877,49,1132,165.56,-54.47486877441406,243.39997682999999,40.11283874511719,0.0003
170069,3468,169968,0.08222141861915588,-0.21047335863113403,49,1136,165.96,-57.31782150268555,242.72429879999999,23.65744400024414,0.0003
170772,3483,170671,0.08182287961244583,0.859713077545166,49,1140,165.84,-55.17554473876953,241.45384605999996,21.590782165527344,0.0003
171427,3498,171326,0.0775679275393486,0.14475908875465393,49,1144,165.78,-58.546165466308594,242.81383659999995,28.067272186279297,0.0003
172099,3513,171998,0.08083634078502655,0.31061211228370667,48,1148,165.74,-53.08732986450195,242.69100319999998,18.317352294921875,0.0003
172775,3528,172674,0.08393297344446182,1.0182658433914185,48,1152,165.75,-53.56723403930664,241.62225027999997,13.367177963256836,0.0003
173506,3544,173405,0.0827476754784584,-0.42301470041275024,48,1156,164.62,-56.574623107910156,242.586656,40.448509216308594,0.0003
174363,3563,174262,0.08468486368656158,0.09455563127994537,48,1160,166.63,-54.815303802490234,244.78286035999997,59.63334655761719,0.0003
175043,3578,174942,0.08487880975008011,-0.8128659725189209,48,1164,166.01,-55.79903793334961,242.12831728,29.851530075073242,0.0003
175615,3590,175514,0.08212967216968536,-0.17073604464530945,48,1168,165.79,-51.611846923828125,241.25514271999992,25.26279067993164,0.0003
176128,3602,176027,0.08351357281208038,0.10883396863937378,48,1172,163.23,-53.438758850097656,237.29011686,75.73307800292969,0.0003
176713,3615,176612,0.08093546330928802,0.24159207940101624,48,1176,161.11,-54.36665344238281,234.09021467000002,18.48287582397461,0.0003
177546,3633,177445,0.08315920829772949,0.36183661222457886,48,1180,164.41,-53.73824691772461,239.19303497000004,54.49141311645508,0.0003
178071,3645,177970,0.083458811044693,-0.2820446193218231,48,1184,163.36,-58.242733001708984,238.26186199,13.66500186920166,0.0003
178680,3658,178579,0.08299878984689713,-0.3094780445098877,48,1188,163.4,-53.853023529052734,236.42644428,17.273963928222656,0.0003
179314,3672,179213,0.08402085304260254,-0.7117273211479187,48,1192,165.13,-55.20969009399414,240.86487232,15.314801216125488,0.0003
179994,3687,179893,0.0863492339849472,0.3983449339866638,48,1196,163.71,-52.638389587402344,239.81335127,24.34912872314453,0.0003
180462,3697,180361,0.08510852605104446,-0.7496767044067383,48,1200,162.95,-54.811153411865234,239.64852826999999,43.13898849487305,0.0003
181249,3715,181148,0.08510493487119675,-0.2948893904685974,48,1204,162.63,-54.29364013671875,242.32074563999998,38.346900939941406,0.0003
182061,3733,181960,0.08419813960790634,0.1704205572605133,48,1208,164.1,-56.44268035888672,246.67185109000002,22.009010314941406,0.0003
182795,3749,182694,0.08609385788440704,-0.24521857500076294,48,1212,164.66,-59.30730438232422,246.74798125,17.108871459960938,0.0003
183585,3767,183484,0.0863211378455162,0.35813581943511963,48,1216,166.34,-56.812095642089844,256.84715655,46.224891662597656,0.0003
184185,3780,184084,0.08691094070672989,0.4874121844768524,48,1220,165.63,-54.685829162597656,253.30278255000002,32.53141784667969,0.0003
184764,3793,184663,0.08817820250988007,1.1247577667236328,48,1224,165.65,-55.21149826049805,253.05959614,19.878128051757812,0.0003
185413,3807,185312,0.08440538495779037,-0.13443148136138916,48,1228,165.8,-53.99647903442383,254.9097375,25.93018341064453,0.0003
186091,3822,185990,0.08422631025314331,0.3327431380748749,48,1232,167.57,-54.12092208862305,256.37523725000005,56.97919464111328,0.0003
186831,3838,186730,0.08581846207380295,-0.5826245546340942,48,1236,167.62,-55.23445129394531,256.66567805,30.739927291870117,0.0003
187342,3849,187241,0.08427491784095764,-0.24928009510040283,48,1240,165.7,-57.08711242675781,252.75575527,69.40171813964844,0.0003
188050,3865,187949,0.08175507932901382,-0.4529098570346832,48,1244,166.23,-58.85783767700195,254.07348537000001,20.50323486328125,0.0003
188564,3876,188463,0.08166433125734329,0.26712220907211304,48,1248,164.65,-54.84482955932617,251.27459787,35.517120361328125,0.0003
189207,3891,189106,0.08303271234035492,0.5781258344650269,48,1252,164.32,-55.7569580078125,250.33885109000005,23.0226993560791,0.0003
189789,3904,189688,0.08368336409330368,0.06695101410150528,48,1256,162.83,-55.04092025756836,243.66895194000006,41.06974792480469,0.0003
190492,3919,190391,0.08029332756996155,-0.49175140261650085,48,1260,161.29,-57.94770431518555,242.96961442000008,39.94431686401367,0.0003
191128,3933,191027,0.08360583335161209,-0.3848981261253357,48,1264,160.85,-59.15475082397461,240.8886681,35.04351043701172,0.0003
191596,3944,191495,0.07907837629318237,-0.4653511941432953,48,1268,159.81,-59.392093658447266,244.40021769999998,42.97980499267578,0.0003
192154,3956,192053,0.08008291572332382,-0.01709078997373581,48,1272,160.26,-57.219581604003906,244.77250965,18.97041130065918,0.0003
192876,3972,192775,0.08226513117551804,0.21882635354995728,48,1276,161.63,-56.337554931640625,245.71667027,24.818416595458984,0.0003
193879,3994,193778,0.08448388427495956,0.11134938150644302,48,1280,163.33,-55.44114685058594,250.54681745999997,52.61872863769531,0.0003
194637,4010,194536,0.08260171860456467,0.3347966969013214,48,1284,165.66,-58.08261489868164,253.4669039,21.439411163330078,0.0003
195341,4026,195240,0.08196355402469635,-0.0705413818359375,48,1288,166.61,-58.19499206542969,255.87251823,18.597431182861328,0.0003
196207,4045,196106,0.08441898971796036,0.9645652770996094,48,1292,168.93,-60.22251892089844,257.42640993000003,17.983871459960938,0.0003
197067,4064,196966,0.08345654606819153,-0.3026066720485687,48,1296,170.73,-57.33693313598633,260.69730217,75.95391082763672,0.0003
197792,4080,197691,0.08166096359491348,-0.2305004745721817,48,1300,173.3,-59.655391693115234,265.36677180999993,47.644683837890625,0.0003
198333,4092,198232,0.08260126411914825,1.0989264249801636,48,1304,170.84,-55.72126770019531,260.24945295000003,26.220050811767578,0.0003
198940,4105,198839,0.08462267369031906,0.12272024154663086,48,1308,168.79,-53.563255310058594,254.04571808,18.446645736694336,0.0003
199501,4117,199400,0.08482736349105835,-0.5485539436340332,48,1312,167.06,-53.23835372924805,251.96410591,46.97019958496094,0.0003
