time/total_timesteps,time/time_elapsed,train/n_updates,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/critic_loss,train/learning_rate
11221,206,11120,0.08530399203300476,0.7777374982833862,54,80,140.2625,-45.554534912109375,147.374644725,9.104720115661621,0.0003
11887,218,11786,0.08330428600311279,0.5226272940635681,54,84,141.51190476190476,-47.51343536376953,149.64521860714288,9.315292358398438,0.0003
12540,230,12439,0.08461430668830872,-0.11628758907318115,54,88,142.5,-46.59526824951172,152.55979688636364,20.36762237548828,0.0003
13068,240,12967,0.09233646839857101,0.07368713617324829,54,92,142.04347826086956,-46.04610061645508,152.80293076086954,9.72421932220459,0.0003
13743,254,13642,0.08534042537212372,0.2651832699775696,54,96,143.15625,-48.87141036987305,154.54640210416667,13.856614112854004,0.0003
14333,266,14232,0.08152201026678085,1.4722747802734375,53,100,143.33,-43.20496368408203,155.42940457000003,15.126970291137695,0.0003
14869,278,14768,0.0855221301317215,-1.4414249658584595,53,104,143.7,-49.21953201293945,159.76108411,21.682498931884766,0.0003
15504,291,15403,0.07864133268594742,-0.776329517364502,53,108,144.0,-47.44748306274414,163.31464182000002,4.528241157531738,0.0003
15927,300,15826,0.07370734214782715,-0.1367144137620926,52,112,142.58,-44.47211456298828,164.23774696,10.19664192199707,0.0003
16510,313,16409,0.07221157103776932,0.5402409434318542,52,116,143.01,-46.326148986816406,167.02523916,12.105591773986816,0.0003
17096,325,16995,0.06675304472446442,0.4218079447746277,52,120,142.92,-49.69444274902344,168.07596733000003,14.27978801727295,0.0003
17616,336,17515,0.06480633467435837,0.15620289742946625,52,124,142.6,-47.93045425415039,167.67591656000002,12.400203704833984,0.0003
18201,349,18100,0.06658177822828293,-0.3719717562198639,52,128,142.11,-48.17204666137695,170.13493511000004,13.375284194946289,0.0003
18793,361,18692,0.06783537566661835,-0.4330054521560669,51,132,141.97,-49.53028106689453,171.61934509,9.189428329467773,0.0003
19564,378,19463,0.07303345203399658,0.4559790790081024,51,136,143.94,-51.0366096496582,174.92993382999998,18.111513137817383,0.0003
20127,389,20026,0.07486872375011444,1.4154515266418457,51,140,144.33,-48.79176712036133,175.01616769,15.191482543945312,0.0003
20625,400,20524,0.07226590812206268,-0.2829449474811554,51,144,143.24,-48.572025299072266,173.77352598,25.691455841064453,0.0003
21303,414,21202,0.07190238684415817,0.7273473739624023,51,148,144.8,-47.18407440185547,174.66024980000003,7.731478214263916,0.0003
21847,426,21746,0.07108277827501297,0.358612596988678,51,152,144.41,-48.43293762207031,173.84258368000002,9.735483169555664,0.0003
22520,440,22419,0.06983596831560135,-1.0197917222976685,51,156,146.56,-51.59225845336914,176.09149563,6.008869171142578,0.0003
23050,451,22949,0.0703970417380333,-0.6160657405853271,51,160,146.04,-47.46998977661133,175.45870256999999,8.120767593383789,0.0003
23614,463,23513,0.07402443885803223,-1.230579137802124,50,164,147.06,-48.22637939453125,176.99378876000003,15.062665939331055,0.0003
24120,474,24019,0.07291659712791443,0.6020000576972961,50,168,145.86,-47.769630432128906,175.04156296999997,10.687520980834961,0.0003
24654,485,24553,0.07154210656881332,-0.09722829610109329,50,172,145.3,-46.44253158569336,177.31009382000005,11.556074142456055,0.0003
25200,497,25099,0.07264482975006104,-0.6084173321723938,50,176,145.83,-46.414390563964844,177.29951487000002,4.797128677368164,0.0003
25826,510,25725,0.07093780487775803,0.46392369270324707,50,180,146.05,-46.46037673950195,178.22263603,7.67747163772583,0.0003
26344,521,26243,0.070651575922966,-0.5752147436141968,50,184,144.57,-49.15444564819336,176.8980114,10.725418090820312,0.0003
26901,533,26800,0.07188910245895386,-0.8118698596954346,50,188,143.61,-46.77156066894531,174.99056007999997,7.8634033203125,0.0003
27531,547,27430,0.07319476455450058,0.5902413725852966,50,192,144.63,-47.78416442871094,174.81373782000003,13.500960350036621,0.0003
28136,560,28035,0.07374259829521179,-0.8549597859382629,50,196,143.93,-49.517601013183594,173.47540602999993,9.375828742980957,0.0003
28693,571,28592,0.07287770509719849,-0.2392921894788742,50,200,143.6,-48.56195068359375,175.57480584,8.791927337646484,0.0003
29196,582,29095,0.07209859788417816,0.30971860885620117,50,204,143.27,-43.83774948120117,174.69928098,10.863241195678711,0.0003
29720,593,29619,0.0710330381989479,0.5888836979866028,50,208,142.16,-46.32542419433594,173.32853908999996,9.592641830444336,0.0003
