#{"t_start": 1763381270.0946894, "env_id": "None"}
r,l,t
5.356257,331,32.427954
2.683265,212,53.997937
1.788498,184,72.330009
2.879203,304,102.385967
7.026251,627,169.53621
2.856547,284,201.517504
7.776164,586,267.26722
5.375176,403,312.828972
3.714064,326,349.588205
2.40137,220,374.497982
2.883532,215,398.665591
4.981803,303,432.783181
2.432977,227,458.401086
6.029906,566,522.296881
4.935462,369,564.350819
5.184602,450,614.863684
2.122092,262,644.258734
2.860778,217,668.592566
3.418626,328,706.044365
5.16164,372,748.266968
7.480684,407,794.389293
4.288366,305,828.48349
5.388362,311,863.80134
4.603377,392,907.791457
3.401873,212,931.469794
5.774804,368,972.871974
9.199676,603,1041.343467
6.615797,447,1092.392756
4.205455,283,1124.664028
9.199676,477,1178.883635
7.003434,413,1225.934812
5.704556,324,1262.087974
5.197137,257,1290.627162
3.514925,300,1324.076293
8.102754,511,1381.214148
1.855646,137,1396.42865
4.72231,281,1428.128334
2.201919,183,1448.766669
5.838811,398,1493.434094
10.233711,590,1561.234613
3.977941,271,1592.121336
2.646979,169,1611.223495
3.525536,281,1643.816063
6.66885,452,1699.391367
6.591668,401,1747.412413
6.27185,469,1803.555592
5.550481,392,1848.070317
11.007243,560,1912.132865
3.278854,250,1941.119493
5.186074,348,1980.922407
7.760681,632,2053.146942
3.840514,333,2090.909616
4.56578,324,2127.893567
5.196114,426,2176.381929
4.487658,388,2219.912384
5.253337,323,2256.202386
9.566861,352,2295.968343
5.568796,288,2328.186939
4.896251,266,2357.680208
7.692652,388,2401.080747
5.382476,292,2433.943116
5.949661,273,2464.357606
5.320607,253,2492.778317
6.936122,292,2524.95929
6.456946,255,2553.620358
5.275499,218,2578.198734
5.731494,232,2604.555383
6.16683,249,2632.135079
6.714707,339,2669.45653
5.436804,310,2704.736532
6.000228,250,2732.650113
7.343162,282,2764.256364
4.823584,158,2782.553031
8.910066,283,2814.255544
4.512797,178,2834.207763
3.804213,153,2850.90854
5.442837,263,2880.056331
6.290091,212,2903.382753
5.156141,224,2928.465582
5.183427,243,2955.711213
4.252225,189,2976.509538
5.50349,201,2998.828267
6.972415,279,3029.744461
8.552713,352,3068.702433
8.061123,362,3109.468315
3.330738,176,3128.835263
5.453071,246,3156.284774
6.365943,268,3185.61582
5.935582,197,3207.704078
6.479434,228,3232.408264
5.970445,229,3257.887946
6.235974,251,3285.439136
5.262843,209,3308.109162
3.783547,177,3327.542072
4.957143,220,3351.994772
6.348453,351,3391.578487
6.114527,419,3438.576495
6.447057,473,3492.539415
5.90322,527,3551.555445
4.853283,368,3593.043487
5.971336,342,3631.320143
5.160639,293,3664.003396
6.924984,323,3700.594002
7.392513,286,3732.522981
8.024803,305,3766.483272
2.766245,163,3784.62677
3.536608,170,3803.235834
8.944754,348,3841.561999
5.247133,223,3866.411598
6.137159,304,3896.788618
4.875808,231,3919.21031
4.608119,227,3940.949407
5.695724,243,3964.011837
5.516744,234,3986.185661
6.105335,288,4013.455285
9.200678,291,4040.697789
6.103957,284,4068.181712
5.070538,203,4088.038098
5.763552,278,4115.161555
6.585055,254,4139.520533
3.838124,208,4159.400937
4.866096,291,4187.107488
9.755093,379,4223.863671
5.44562,283,4251.100877
7.838219,337,4283.662111
4.470812,226,4305.560714
3.028325,184,4323.373919
6.219274,293,4351.165848
3.213678,203,4370.334863
11.063566,488,4416.564359
7.293382,366,4451.088637
6.189284,337,4482.89903
4.362976,271,4508.485228
5.917743,320,4538.568987
4.746901,243,4561.968644
3.994331,213,4582.262027
2.764431,187,4599.956207
4.378319,203,4619.241657
8.708508,367,4654.088666
6.113596,328,4685.235647
5.5966,287,4712.609135
4.058121,245,4736.058649
6.47066,380,4772.353935
7.936959,448,4815.03683
6.746863,380,4850.936636
7.471638,408,4888.986932
8.892192,382,4924.657539
3.86395,197,4943.120167
6.023338,295,4970.575668
4.305875,214,4990.908471
5.082025,248,5014.478562
7.343402,337,5047.078488
8.872278,383,5084.202848
5.504503,239,5106.863141
3.049243,205,5126.529018
4.654356,274,5152.825728
6.794278,303,5182.543464
8.029762,427,5223.403779
4.908791,284,5250.284409
2.680053,206,5269.899675
2.852477,163,5285.532464
5.439844,299,5314.299057
5.315903,247,5338.13809
3.94141,261,5363.167533
6.8874,326,5394.207278
5.143227,282,5421.039016
4.100512,182,5438.362485
6.929276,231,5460.36869
8.454189,291,5488.013687
2.91266,179,5505.020282
3.453115,211,5524.997845
2.93352,154,5539.607662
4.516541,259,5564.377581
3.743905,278,5591.854189
4.086138,182,5609.322929
4.895135,267,5634.732751
6.198953,302,5663.543761
4.551947,241,5686.626351
6.845037,285,5714.195816
6.619267,285,5741.806509
8.325565,307,5771.150164
7.493918,428,5811.732806
5.507198,284,5836.79189
7.163787,311,5864.000544
8.298061,398,5898.779854
4.395289,202,5916.520898
4.617106,191,5933.341584
6.81894,308,5960.369886
11.756701,577,6015.350956
4.306069,318,6044.63286
9.380083,338,6077.234375
9.346977,450,6119.933404
3.098377,157,6134.825103
4.995968,265,6160.070499
4.43309,194,6178.409594
5.099877,222,6199.353278
6.757136,339,6231.490766
4.554522,223,6252.653653
4.916069,188,6270.463261
6.77722,270,6295.934628
6.998012,247,6319.409651
4.235,227,6340.889585
2.186375,126,6352.736022
9.804812,437,6394.110135
8.942666,274,6420.083655
7.298003,286,6447.201865
5.214903,301,6475.659726
3.790048,161,6490.812421
5.389388,328,6521.549916
3.225117,166,6536.851255
6.735444,256,6561.135722
6.056936,248,6584.506498
6.090887,194,6602.98729
5.704966,224,6624.028568
8.826819,352,6656.943576
6.639041,284,6683.513805
6.522088,258,6707.821137
5.484748,263,6732.557063
7.316792,304,6760.838809
7.184791,278,6787.046541
3.14567,144,6800.526909
7.130736,276,6825.935449
9.769583,369,6860.010663
5.762678,198,6878.674088
6.771054,228,6900.302506
3.440515,155,6914.952219
9.381705,333,6946.239558
8.283141,272,6971.880979
8.226784,303,7000.481811
2.836372,166,7016.124333
4.54252,169,7029.752568
4.229824,190,7047.753777
10.154006,334,7079.507911
5.802005,203,7098.692001
7.708878,286,7125.601299
7.903667,250,7149.118129
6.162863,226,7170.481733
3.622955,175,7186.957881
5.184937,184,7204.420579
4.505281,164,7219.812621
4.865448,191,7237.656997
5.83376,230,7259.386482
6.774128,214,7279.692476
6.659831,225,7300.953582
3.353946,181,7318.006672
2.483181,115,7328.898723
