rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/ent_coef_loss,train/ent_coef,time/episodes,time/time_elapsed,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,time/fps,train/critic_loss
257.75,1031,930,-1.4086308479309082,0.7567344903945923,4,100,-9.54348373413086,0.0003,3.17680575,10,0.3670493960380554
366.375,2931,2830,-4.220069885253906,0.42849206924438477,8,311,-17.24021339416504,0.0003,4.467670125,9,0.12002357840538025
332.9166666666667,3995,3894,-5.838969707489014,0.3118399381637573,12,430,-19.251771926879883,0.0003,4.143510833333333,9,0.5087340474128723
350.4375,5607,5506,-8.033414840698242,0.19310404360294342,16,613,-20.28437614440918,0.0003,4.2690673125,9,0.104331374168396
339.3,6786,6685,-9.455445289611816,0.1363828182220459,20,746,-20.12228775024414,0.0003,4.09341065,9,0.07312672585248947
341.7083333333333,8201,8100,-10.800429344177246,0.09002257138490677,24,905,-19.43895149230957,0.0003,4.317875083333333,9,0.26383715867996216
351.10714285714283,9831,9730,-12.24807357788086,0.05638916417956352,28,1090,-18.721607208251953,0.0003,4.593612571428571,9,0.1314563751220703
354.0,11328,11227,-12.311992645263672,0.03675985336303711,32,1260,-17.08357810974121,0.0003,4.83544603125,8,1.8915939331054688
348.1388888888889,12533,12432,-13.688913345336914,0.026213089004158974,36,1394,-16.64201545715332,0.0003,4.816798194444445,8,0.5126464366912842
349.625,13985,13884,-15.009976387023926,0.01739681139588356,40,1559,-15.208969116210938,0.0003,4.91003715,8,0.07701034843921661
344.5,15158,15057,-14.747026443481445,0.012369425036013126,44,1697,-14.271624565124512,0.0003,4.84592709090909,8,0.09049656987190247
353.75,16980,16879,-11.86244010925293,0.007466892246156931,48,1910,-12.662256240844727,0.0003,5.055042375,8,0.2619568705558777
356.59615384615387,18543,18442,-2.6348249912261963,0.005354148335754871,52,2089,-12.076606750488281,0.0003,5.052079942307691,8,0.22031044960021973
357.2142857142857,20004,19903,-4.586000919342041,0.0038392250426113605,56,2254,-10.930581092834473,0.0003,5.039482964285715,8,0.18369413912296295
354.96666666666664,21298,21197,-0.5696930289268494,0.003719736821949482,60,2399,-10.144160270690918,0.0003,5.165593433333334,8,0.09358415007591248
350.125,22408,22307,-0.1788712441921234,0.0035387491807341576,64,2523,-9.439203262329102,0.0003,5.211319875,8,0.051503293216228485
343.55882352941177,23362,23261,1.3973579406738281,0.003390814643353224,68,2630,-8.909859657287598,0.0003,5.252282955882354,8,0.054966457188129425
340.875,24543,24442,5.266096115112305,0.0031787478365004063,72,2762,-8.46017074584961,0.0003,5.314585305555556,8,0.08177225291728973
333.0921052631579,25315,25214,-1.096113681793213,0.0033126913476735353,76,2849,-8.138790130615234,0.0003,5.3250105526315785,8,0.03416180610656738
328.2125,26257,26156,-1.1165823936462402,0.0032509719021618366,80,2953,-7.625725269317627,0.0003,5.334666224999999,8,0.04328560084104538
324.73809523809524,27278,27177,1.4680323600769043,0.002888332586735487,84,3067,-7.079205513000488,0.0003,5.381596916666666,8,0.024040579795837402
321.9318181818182,28330,28229,-0.5780357122421265,0.0028478559106588364,88,3183,-6.917057991027832,0.0003,5.400738818181818,8,0.017113856971263885
317.7717391304348,29235,29134,2.321399450302124,0.0027186796069145203,92,3283,-6.2615065574646,0.0003,5.433548380434783,8,0.06310104578733444
314.5,30192,30091,-1.5017285346984863,0.0025906034279614687,96,3389,-5.899478912353516,0.0003,5.419150385416667,8,0.0247047021985054
319.79,31979,31878,-2.545376777648926,0.0026111197657883167,100,3591,-5.437786102294922,0.0003,5.43556524,8,0.11423341184854507
321.92,33223,33122,1.7556657791137695,0.002023957436904311,104,3730,-5.199691295623779,0.0003,5.562987729999999,8,0.010667823255062103
312.78,34209,34108,6.35152530670166,0.002087924862280488,108,3839,-4.835577964782715,0.0003,5.5653704500000005,8,0.018245086073875427
311.99,35194,35093,-0.351511150598526,0.0021611691918224096,112,3939,-4.576144218444824,0.0003,5.634244949999999,8,0.010008960030972958
306.43,36250,36149,-0.5356980562210083,0.0020528638269752264,116,4039,-4.231024742126465,0.0003,5.71360029,8,0.026066390797495842
304.83,37269,37168,-0.5098501443862915,0.002029404044151306,120,4137,-4.116767883300781,0.0003,5.8131999500000004,9,0.04585662856698036
302.29,38430,38329,0.3926432728767395,0.0018206107197329402,124,4249,-3.786020278930664,0.0003,5.834641389999999,9,0.008310811594128609
296.39,39470,39369,-0.5899448394775391,0.0017763683572411537,128,4349,-3.8319056034088135,0.0003,5.8002861900000005,9,0.008260450325906277
295.36,40864,40763,2.057821750640869,0.0016919628251343966,132,4481,-3.4684009552001953,0.0003,5.816754079999999,9,0.039063960313797
293.78,41911,41810,-1.6255314350128174,0.00162575114518404,136,4580,-3.202456474304199,0.0003,5.82026897,9,0.025361713021993637
290.11,42996,42895,0.25429943203926086,0.0016983655514195561,140,4683,-3.0317389965057373,0.0003,5.8099500000000015,9,0.004930720664560795
291.98,44356,44255,-0.7267564535140991,0.0016507782274857163,144,4813,-2.9703357219696045,0.0003,5.88238034,9,0.006683509796857834
287.43,45723,45622,-0.23225180804729462,0.0015271891606971622,148,4941,-2.7437639236450195,0.0003,5.857914350000001,9,0.02408318966627121
282.74,46817,46716,-2.1907689571380615,0.0020935265347361565,152,5045,-2.48899507522583,0.0003,5.8847995200000005,9,0.01835852675139904
279.14,47918,47817,-2.7707018852233887,0.0017290374962612987,156,5151,-2.4592952728271484,0.0003,5.9105744300000005,9,0.004438598174601793
278.4,49138,49037,0.09805214405059814,0.00149138446431607,160,5268,-2.316432476043701,0.0003,5.85745767,9,0.007264276035130024
277.0,50108,50007,-1.3658668994903564,0.001346625154837966,164,5361,-2.2058913707733154,0.0003,5.797065350000001,9,0.021606095135211945
277.67,51129,51028,-0.0676361620426178,0.0013421557378023863,168,5458,-2.1884098052978516,0.0003,5.79136181,9,0.02422183007001877
274.21,51964,51863,-0.29736196994781494,0.001438802108168602,172,5537,-2.034397602081299,0.0003,5.7139476400000015,9,0.013587180525064468
276.35,52950,52849,-0.6401101350784302,0.0013522381195798516,176,5632,-2.0336718559265137,0.0003,5.66585823,9,0.00417072419077158
278.06,54063,53962,-1.638594388961792,0.00133681227453053,180,5740,-1.7346067428588867,0.0003,5.687285310000001,9,0.011524859815835953
281.15,55393,55292,1.9705560207366943,0.0012944650370627642,184,5862,-1.8779568672180176,0.0003,5.7193815599999995,9,0.002663755789399147
281.62,56492,56391,-0.5188578367233276,0.0012002510484308004,188,5958,-1.6178874969482422,0.0003,5.728566770000001,9,0.012902917340397835
289.4,58175,58074,-1.4073023796081543,0.0011191582307219505,192,6118,-1.539610505104065,0.0003,5.83025072,9,0.012896232306957245
288.21,59013,58912,-1.8725560903549194,0.001148696057498455,196,6197,-1.5961616039276123,0.0003,5.80300398,9,0.002326598856598139
280.54,60033,59932,2.9297757148742676,0.0012066909112036228,200,6294,-1.5819162130355835,0.0003,5.799872579999999,9,0.003223007544875145
278.47,61070,60969,-1.6313889026641846,0.0012949176598340273,204,6392,-1.469125747680664,0.0003,5.77761985,9,0.011579770594835281
278.83,62092,61991,-2.1462652683258057,0.0012292176252231002,208,6489,-1.543212890625,0.0003,5.797351950000001,9,0.006836183834820986
278.96,63090,62989,-0.1737712174654007,0.0010725149186328053,212,6582,-1.4384829998016357,0.0003,5.8027386100000005,9,0.004586772061884403
278.94,64144,64043,0.5362148880958557,0.0010937460465356708,216,6681,-1.4350324869155884,0.0003,5.810170929999999,9,0.0031000119633972645
279.78,65247,65146,0.9016772508621216,0.0010470983106642962,220,6785,-1.23875892162323,0.0003,5.840024100000001,9,0.007760724052786827
278.04,66234,66133,-2.350796937942505,0.00100035616196692,224,6876,-1.3129918575286865,0.0003,5.8590614400000005,9,0.002547208685427904
277.52,67222,67121,-0.9003162384033203,0.0009667848935350776,228,6970,-1.3759976625442505,0.0003,5.9222592899999995,9,0.005954009480774403
271.86,68050,67949,1.3482099771499634,0.0009731918107718229,232,7045,-1.2795987129211426,0.0003,5.843015189999999,9,0.008469942957162857
272.12,69123,69022,2.429359197616577,0.0009621308417990804,236,7147,-1.202305793762207,0.0003,5.96848124,9,0.004486138932406902
268.76,69872,69771,0.8444015979766846,0.0009662926895543933,240,7218,-1.2868303060531616,0.0003,5.94359306,9,0.0025068987160921097
263.76,70732,70631,-1.044250726699829,0.0010505947284400463,244,7299,-1.332506537437439,0.0003,5.944301329999999,9,0.008701919578015804
258.4,71563,71462,0.7551681399345398,0.0009913642425090075,248,7377,-1.1701107025146484,0.0003,5.892579479999998,9,0.0012118389131501317
256.23,72440,72339,-1.397499442100525,0.0010094359749928117,252,7460,-1.174206018447876,0.0003,5.8942555400000005,9,0.005364168900996447
255.16,73434,73333,1.5382628440856934,0.0010085997637361288,256,7555,-1.2249858379364014,0.0003,5.890602810000001,9,0.0009521573083475232
250.75,74213,74112,1.7344754934310913,0.0009526576614007354,260,7628,-1.2566862106323242,0.0003,5.87780146,9,0.006317821331322193
249.26,75034,74933,-0.15745845437049866,0.0009965093340724707,264,7705,-1.2287598848342896,0.0003,5.91124784,9,0.004810360260307789
248.24,75953,75852,3.7346434593200684,0.0009804650908336043,268,7796,-1.2169164419174194,0.0003,5.98034105,9,0.0026260768063366413
249.15,76879,76778,0.4482019543647766,0.0009568004170432687,272,7886,-1.2431542873382568,0.0003,6.06326401,9,0.006801361218094826
248.17,77767,77666,0.441456139087677,0.0010228700703009963,276,7978,-1.284109354019165,0.0003,6.14159264,9,0.0035171317867934704
246.64,78727,78626,0.8480395674705505,0.0010128910653293133,280,8081,-1.2538800239562988,0.0003,6.155037200000001,9,0.005604970268905163
243.86,79779,79678,1.8154666423797607,0.0010169072775170207,284,8184,-1.2028387784957886,0.0003,6.1797366700000005,9,0.020194975659251213
243.68,80860,80759,1.1050200462341309,0.0010702135041356087,288,8285,-1.253161907196045,0.0003,6.226225769999998,9,0.0050565702840685844
