train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/episodes,train/ent_coef,train/n_updates
-1.527914047241211,0.077667236328125,249.88,0.0003,21159,0.0046765501610934734,7.31052354,10,222477,792,0.0011203051544725895,222376
-1.484462857246399,0.5483301281929016,249.78,0.0003,21234,0.017023606225848198,7.331041750000001,10,223372,796,0.0011486067669466138,223271
-1.584653377532959,0.5019274950027466,247.8,0.0003,21323,0.001665959833189845,7.27101772,10,224438,800,0.0012072670506313443,224337
-1.5266004800796509,0.12660257518291473,247.14,0.0003,21406,0.00725599005818367,7.270950619999999,10,225401,804,0.0011033088667318225,225300
-1.5481373071670532,1.1336263418197632,245.73,0.0003,21495,0.006516152527183294,7.19015161,10,226381,808,0.0010790367377921939,226280
-1.5288195610046387,-0.47968801856040955,249.34,0.0003,21596,0.008467862382531166,7.309880699999999,10,227505,812,0.0011176756815984845,227404
-1.5979880094528198,-0.15371663868427277,246.25,0.0003,21678,0.0053713880479335785,7.20794801,10,228418,816,0.0011023859260603786,228317
-1.5582287311553955,-1.7928829193115234,245.91,0.0003,21770,0.010044603608548641,7.1935717,10,229438,820,0.0011107830796390772,229337
-1.5497344732284546,0.29638272523880005,249.4,0.0003,21887,0.009181027300655842,7.285955390000002,10,230709,824,0.0011237014550715685,230608
-1.6472084522247314,1.0811898708343506,249.6,0.0003,21984,0.012654348276555538,7.24419325,10,231782,828,0.0011167465709149837,231681
-1.4819400310516357,2.699817180633545,251.66,0.0003,22084,0.006220367271453142,7.277639729999999,10,232899,832,0.0011528120376169682,232798
-1.5476957559585571,-1.8642816543579102,251.06,0.0003,22186,0.015754790976643562,7.23447604,10,234021,836,0.0010892902500927448,233920
-1.571250319480896,2.3756332397460938,250.92,0.0003,22265,0.005946243181824684,7.27011115,10,234893,840,0.0010877855820581317,234792
-1.576174020767212,1.0989809036254883,247.81,0.0003,22344,0.012611237354576588,7.19184432,10,235762,844,0.0011191786034032702,235661
-1.4383184909820557,-0.29494327306747437,250.11,0.0003,22439,0.01376570574939251,7.268605860000001,10,236804,848,0.0012055033585056663,236703
-1.4912102222442627,2.7696638107299805,251.9,0.0003,22550,0.007740207016468048,7.30907578,10,238033,852,0.0011730082333087921,237932
-1.4991507530212402,2.1771533489227295,251.08,0.0003,22640,0.0022770478390157223,7.24417366,10,239031,856,0.0011231978423893452,238930
-1.5934646129608154,-1.6969374418258667,251.66,0.0003,22730,0.003344705794006586,7.22792023,10,240018,860,0.0010649487376213074,239917
-1.5599733591079712,0.7116014361381531,252.15,0.0003,22797,0.0020098481327295303,7.258337929999999,10,240765,864,0.0010631510522216558,240664
-1.5669540166854858,0.8005235195159912,254.78,0.0003,22884,0.01027336809784174,7.34717348,10,241723,868,0.0011184700997546315,241622
-1.5306652784347534,-2.480882167816162,252.71,0.0003,22953,0.0043044788762927055,7.265870810000001,10,242482,872,0.0011068815365433693,242381
-1.5279792547225952,1.0057717561721802,251.96,0.0003,23038,0.01531058456748724,7.251009749999998,10,243414,876,0.0010973098687827587,243313
-1.6615867614746094,1.1635401248931885,246.55,0.0003,23111,0.020425288006663322,7.086092659999999,10,244224,880,0.0011176853440701962,244123
-1.4472887516021729,0.5486962795257568,246.93,0.0003,23205,0.004166056867688894,7.01239726,10,245271,884,0.0011338304029777646,245170
-1.483408808708191,-1.922655463218689,248.15,0.0003,23306,0.018071290105581284,7.03947173,10,246375,888,0.0011168243363499641,246274
-1.5006210803985596,2.4255588054656982,249.03,0.0003,23397,0.016074439510703087,7.058301659999999,10,247380,892,0.001088962540961802,247279
-1.5777263641357422,0.9341667294502258,251.89,0.0003,23505,0.00958988443017006,7.183719189999998,10,248561,896,0.0010395175777375698,248460
-1.603317141532898,-2.1079905033111572,249.46,0.0003,23580,0.006044344045221806,7.1183323199999995,10,249384,900,0.0011000927770510316,249283
-1.506563425064087,-1.7989826202392578,250.51,0.0003,23677,0.003907601349055767,7.11563659,10,250452,904,0.0010888348333537579,250351
-1.4970120191574097,-0.5984235405921936,252.78,0.0003,23786,0.01640252396464348,7.19539898,10,251659,908,0.001060048001818359,251558
-1.6067829132080078,0.3002603054046631,253.13,0.0003,23892,0.009933125227689743,7.213239120000001,10,252818,912,0.0011374092428013682,252717
-1.4809813499450684,0.2060086727142334,252.94,0.0003,23972,0.006838595494627953,7.207649900000002,10,253712,916,0.001178242382593453,253611
-1.4991319179534912,2.1962485313415527,253.72,0.0003,24071,0.006884738802909851,7.285465750000001,10,254810,920,0.0012957816943526268,254709
-1.5939905643463135,-1.469544529914856,253.99,0.0003,24187,0.016459792852401733,7.29521024,10,256108,924,0.0015451308572664857,256007
-1.5847413539886475,1.2232038974761963,252.81,0.0003,24274,0.015167947858572006,7.28617703,10,257063,928,0.001434764126315713,256962
-1.4086966514587402,0.8118104934692383,252.37,0.0003,24370,0.012295815162360668,7.26540708,10,258136,932,0.0013245799345895648,258035
-1.4275230169296265,-0.6957700848579407,253.39,0.0003,24480,0.012412548065185547,7.28909717,10,259360,936,0.0012331668986007571,259259
-1.489310383796692,1.2790510654449463,254.82,0.0003,24572,0.0010368118528276682,7.293694669999999,10,260375,940,0.001288638450205326,260274
-1.6048240661621094,-3.3403334617614746,254.14,0.0003,24644,0.005027425475418568,7.263994179999998,10,261176,944,0.0012250683503225446,261075
-1.507519245147705,-0.14021968841552734,254.87,0.0003,24745,0.001665452728047967,7.301009979999999,10,262291,948,0.0011150157079100609,262190
-1.399718999862671,-1.2374149560928345,253.37,0.0003,24843,0.014011509716510773,7.2983365,10,263370,952,0.0010995605261996388,263269
-1.454432725906372,-0.05478779971599579,254.17,0.0003,24940,0.010249014012515545,7.36873625,10,264448,956,0.0010799345327541232,264347
-1.499690294265747,0.4318455159664154,259.26,0.0003,25074,0.00160689908079803,7.54891429,10,265944,960,0.0011505933944135904,265843
-1.4697710275650024,0.04800155758857727,260.8,0.0003,25155,0.009194768033921719,7.61272023,10,266845,964,0.001159260398708284,266744
-1.4530390501022339,-0.8387203812599182,260.56,0.0003,25239,0.023906398564577103,7.5828071,10,267779,968,0.0010980211663991213,267678
-1.4617414474487305,1.05318021774292,262.21,0.0003,25324,0.029638513922691345,7.656390779999999,10,268703,972,0.0011477434309199452,268602
-1.4570597410202026,0.6749318242073059,262.18,0.0003,25407,0.009289141744375229,7.668234549999999,10,269632,976,0.0011470566969364882,269531
-1.515139102935791,-1.3363134860992432,265.78,0.0003,25513,0.009722137823700905,7.749981939999999,10,270802,980,0.0011630348162725568,270701
-1.4899311065673828,0.4180009961128235,265.51,0.0003,25605,0.005021805875003338,7.767783429999998,10,271822,984,0.0010973992757499218,271721
-1.5070765018463135,1.5714037418365479,266.35,0.0003,25712,0.013480271212756634,7.8382320000000005,10,273010,988,0.0010574228363111615,272909
-1.4687302112579346,0.01592332124710083,265.26,0.0003,25794,0.008582905866205692,7.783511550000001,10,273906,992,0.001065736636519432,273805
-1.6081743240356445,-0.7987624406814575,266.0,0.0003,25907,0.014413874596357346,7.771349259999999,10,275161,996,0.001039502676576376,275060
-1.5403786897659302,-3.251875638961792,270.08,0.0003,26018,0.015546726062893867,7.92486564,10,276392,1000,0.0011411973973736167,276291
-1.5417332649230957,-3.257990837097168,271.36,0.0003,26125,0.011038016527891159,7.944643379999999,10,277588,1004,0.0010955563047900796,277487
-1.4657477140426636,-1.1403591632843018,269.21,0.0003,26215,0.026678068563342094,7.873601739999999,10,278580,1008,0.0010460562771186233,278479
-1.5390305519104004,0.21557849645614624,265.11,0.0003,26284,0.0047479066997766495,7.7308571,10,279329,1012,0.0010489552514627576,279228
-1.525795578956604,-1.8486734628677368,268.71,0.0003,26387,0.009966053999960423,7.82583134,10,280583,1016,0.001089767785742879,280482
-1.474992036819458,2.13503098487854,269.85,0.0003,26477,0.03015655279159546,7.84872707,10,281795,1020,0.0010764636099338531,281694
-1.5481631755828857,-1.797224998474121,269.71,0.0003,26571,0.0159006267786026,7.8021177900000005,10,283079,1024,0.0011028054868802428,282978
-1.4612431526184082,0.7893951535224915,271.62,0.0003,26658,0.01921016350388527,7.85142119,10,284225,1028,0.0010653408244252205,284124
-1.5281808376312256,-0.6361035108566284,273.2,0.0003,26768,0.0093145240098238,7.92800118,10,285456,1032,0.0011582040460780263,285355
-1.4944871664047241,-1.1677155494689941,270.37,0.0003,26854,0.009885136038064957,7.856012939999999,10,286397,1036,0.0010621164692565799,286296
-1.448380708694458,-0.2611877918243408,271.55,0.0003,26955,0.005763409659266472,7.92921344,10,287530,1040,0.0010936803882941604,287429
-1.447165608406067,0.10603931546211243,271.46,0.0003,27026,0.02100551500916481,7.930843549999999,10,288322,1044,0.0010874427389353514,288221
-1.501381278038025,-0.7498267889022827,269.01,0.0003,27105,0.002493558917194605,7.80132976,10,289192,1048,0.001080922083929181,289091
-1.5297490358352661,0.9877641201019287,268.66,0.0003,27198,0.01276231836527586,7.71906563,10,290236,1052,0.0010809715604409575,290135
-1.4737658500671387,0.9259153604507446,267.77,0.0003,27287,0.0056063528172671795,7.709307449999999,10,291225,1056,0.001050464459694922,291124
-1.6061440706253052,0.9914682507514954,263.77,0.0003,27386,0.01739949733018875,7.580377300000001,10,292321,1060,0.0010601269314065576,292220
-1.5342987775802612,-1.2656245231628418,266.03,0.0003,27488,0.014264400117099285,7.630309259999999,10,293448,1064,0.001046113669872284,293347
-1.5011155605316162,-1.9323627948760986,272.89,0.0003,27633,0.004380466416478157,7.872343690000001,10,295068,1068,0.0010877097956836224,294967
-1.461435079574585,-0.4901869297027588,271.76,0.0003,27706,0.011456532403826714,7.78715876,10,295879,1072,0.0010839307215064764,295778
-1.4823031425476074,0.3852573037147522,275.03,0.0003,27819,0.005426525138318539,7.847692080000001,10,297135,1076,0.0010712448274716735,297034
-1.449062705039978,-0.2286677062511444,273.59,0.0003,27912,0.017102185636758804,7.809493130000001,10,298161,1080,0.0011112153297290206,298060
-1.5778433084487915,-1.5012562274932861,278.82,0.0003,28050,0.019569052383303642,7.98838049,10,299704,1084,0.0010984542313963175,299603
-1.5125927925109863,-1.3670034408569336,276.36,0.0003,28136,0.004551511257886887,7.8827025000000015,10,300646,1088,0.0010840934701263905,300545
-1.506461501121521,-1.2459418773651123,276.48,0.0003,28218,0.0067911529913544655,7.8894946699999995,10,301554,1092,0.0010981211671605706,301453
-1.5007860660552979,-0.4345971643924713,275.46,0.0003,28322,0.0029618325643241405,7.858209230000001,10,302707,1096,0.0011016344651579857,302606
-1.4645155668258667,0.3053053021430969,274.65,0.0003,28425,0.019385971128940582,7.79938858,10,303857,1100,0.0010764723410829902,303756
-1.5774344205856323,-0.8233213424682617,274.06,0.0003,28527,0.012724963948130608,7.852865899999999,10,304994,1104,0.001085328171029687,304893
-1.506429672241211,-1.8714830875396729,273.59,0.0003,28612,0.013481726869940758,7.849828690000001,10,305939,1108,0.0010639477986842394,305838
-1.5163768529891968,-1.9209986925125122,275.88,0.0003,28701,0.011866847053170204,7.955225070000001,10,306917,1112,0.0010751006193459034,306816
-1.5650019645690918,-0.2747376561164856,274.33,0.0003,28800,0.010966808535158634,7.88922384,10,308016,1116,0.0010674750665202737,307915
-1.5241069793701172,0.5558531284332275,273.59,0.0003,28900,0.004567947704344988,7.80636001,10,309154,1120,0.0010876180604100227,309053
-1.420288324356079,2.2068450450897217,272.11,0.0003,29002,0.004725950304418802,7.80616239,10,310290,1124,0.001193421077914536,310189
-1.4996258020401,0.2377064973115921,269.72,0.0003,29084,0.002056316938251257,7.76092187,10,311197,1128,0.001072113518603146,311096
-1.5585321187973022,2.176386833190918,270.25,0.0003,29199,0.013103995472192764,7.7679205300000005,10,312481,1132,0.0010480494238436222,312380
-1.474849820137024,0.8001700639724731,271.42,0.0003,29295,0.0020072965417057276,7.7966905,10,313539,1136,0.001043623429723084,313438
-1.5305242538452148,-1.5604716539382935,269.73,0.0003,29381,0.007910232059657574,7.73729396,10,314503,1140,0.0010793264955282211,314402
-1.4703209400177002,-0.13313248753547668,272.72,0.0003,29478,0.006507950834929943,7.86060154,10,315594,1144,0.0010301583679392934,315493
-1.4793721437454224,1.271822452545166,274.23,0.0003,29568,0.014958401210606098,7.9357274900000006,10,316615,1148,0.000982226338237524,316514
-1.5629147291183472,0.9360206723213196,274.19,0.0003,29662,0.011661622673273087,8.02306337,10,317655,1152,0.001077777473255992,317554
-1.5022470951080322,1.2003262042999268,272.69,0.0003,29734,0.005237225443124771,7.95129188,10,318494,1156,0.0010455431183800101,318393
-1.4776068925857544,0.9425598382949829,269.78,0.0003,29803,0.00856710597872734,7.865791489999999,10,319299,1160,0.0010833891574293375,319198
-1.4849299192428589,0.9264155626296997,267.66,0.0003,29886,0.0005980791756883264,7.79081368,10,320214,1164,0.0010147765278816223,320113
