train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/episodes,train/ent_coef,train/n_updates
-12.081855773925781,-9.4520902633667,272.98333333333335,0.0003,1816,0.4792199730873108,4.0973451,9,16379,60,0.009647199884057045,16278
-11.434682846069336,-11.68280029296875,273.484375,0.0003,1946,0.4206439256668091,4.143208609375,8,17503,64,0.006975175347179174,17402
-10.522671699523926,-4.472166538238525,277.3235294117647,0.0003,2100,0.2575695812702179,4.239041455882353,8,18858,68,0.005119440145790577,18757
-10.05894660949707,-0.21648851037025452,276.875,0.0003,2220,0.02892361208796501,4.3527170972222216,8,19935,72,0.005090691614896059,19834
-9.416520118713379,-3.8456411361694336,280.0,0.0003,2367,0.022736983373761177,4.504693210526316,8,21280,76,0.003974458202719688,21179
-8.483532905578613,-0.6564357876777649,282.85,0.0003,2514,0.039474353194236755,4.65603825,8,22628,80,0.0034416429698467255,22527
-8.154237747192383,-0.019220858812332153,283.9404761904762,0.0003,2646,0.02053745463490486,4.824387214285714,9,23851,84,0.0036296278703957796,23750
-7.690461158752441,0.8492209315299988,285.375,0.0003,2784,0.039418116211891174,4.979890170454546,9,25113,88,0.0034448709338903427,25012
-7.244516372680664,-0.09602731466293335,284.20652173913044,0.0003,2898,0.0388837493956089,5.093562195652174,9,26147,92,0.0035324220079928637,26046
-6.9444684982299805,0.48006996512413025,284.7291666666667,0.0003,3024,0.023073609918355942,5.216818020833333,9,27334,96,0.003147946670651436,27233
-6.490266799926758,1.6407289505004883,285.25,0.0003,3151,0.015859464183449745,5.342394609999999,9,28525,100,0.0035101608373224735,28424
-6.154181480407715,-0.8810610771179199,289.04,0.0003,3301,0.17329442501068115,5.56497747,9,29933,104,0.003178887302055955,29832
-5.655746936798096,0.7417745590209961,294.66,0.0003,3435,0.013732541352510452,5.816251189999999,9,31182,108,0.0027834444772452116,31081
-5.5405731201171875,-1.5862500667572021,294.91,0.0003,3564,0.011743132025003433,5.94771807,9,32360,112,0.0026682638563215733,32259
-5.150733947753906,0.06749927997589111,296.36,0.0003,3692,0.014808783307671547,6.13037305,9,33557,116,0.002561025321483612,33456
-4.672983169555664,-1.4627909660339355,301.49,0.0003,3850,0.03066660836338997,6.407577270000002,9,34996,120,0.0024252815637737513,34895
-4.476338863372803,0.6446108222007751,302.26,0.0003,3973,0.04862802475690842,6.518809439999999,9,36194,124,0.0021921272855252028,36093
-4.354490280151367,1.979662299156189,298.03,0.0003,4041,0.016466200351715088,6.541593619999999,9,36927,128,0.00223782891407609,36826
-4.283957004547119,0.7315790057182312,295.29,0.0003,4128,0.010424125008285046,6.60267183,9,37884,132,0.0022380007430911064,37783
-3.882855176925659,0.45914191007614136,294.68,0.0003,4227,0.007683690171688795,6.74300235,9,38934,136,0.0021382183767855167,38833
-3.744016408920288,-0.1494956910610199,293.6,0.0003,4351,0.016133973374962807,6.88134839,9,40276,140,0.002233340870589018,40175
-3.7112839221954346,-1.6975538730621338,296.4,0.0003,4478,0.04258006066083908,7.0267788499999995,9,41666,144,0.002012993674725294,41565
-3.4139761924743652,-2.107175350189209,296.69,0.0003,4568,0.01959587261080742,7.100295779999999,9,42653,148,0.002140100346878171,42552
-3.274858236312866,1.1037033796310425,297.04,0.0003,4663,0.060470469295978546,7.199043980000002,9,43699,152,0.002067713998258114,43598
-3.278468608856201,-3.3503050804138184,296.94,0.0003,4763,0.013493254780769348,7.269312939999999,9,44798,156,0.0019618335645645857,44697
-2.9991049766540527,-1.3675544261932373,294.79,0.0003,4860,0.011474331840872765,7.296245259999999,9,45858,160,0.001923401141539216,45757
-2.7780039310455322,-0.35653775930404663,297.09,0.0003,4983,0.027817994356155396,7.4635411099999995,9,47212,164,0.0019014027202501893,47111
-2.636768341064453,-0.12595883011817932,295.33,0.0003,5092,0.010747892782092094,7.516255039999999,9,48391,168,0.0020963046699762344,48290
-2.663717031478882,-1.2453994750976562,297.22,0.0003,5208,0.029429689049720764,7.59535156,9,49657,172,0.001986151095479727,49556
-2.627533197402954,-1.5575408935546875,295.56,0.0003,5317,0.010184602811932564,7.61719721,9,50836,176,0.0020506889559328556,50735
-2.4730498790740967,-1.0877280235290527,296.75,0.0003,5451,0.014066262170672417,7.72423925,9,52303,180,0.0019789286889135838,52202
-2.25319766998291,2.5085439682006836,297.98,0.0003,5574,0.012659931555390358,7.775266780000001,9,53649,184,0.002003998728469014,53548
-2.2772574424743652,-0.17863936722278595,301.28,0.0003,5719,0.009122967720031738,7.85115863,9,55241,188,0.0019947472028434277,55140
-2.163869857788086,2.4011831283569336,299.34,0.0003,5798,0.010203996673226357,7.767996780000001,9,56081,192,0.001947619253769517,55980
-2.1514644622802734,-1.970608115196228,301.47,0.0003,5914,0.00651045236736536,7.817435390000001,9,57481,196,0.0019042472122237086,57380
-2.0082738399505615,1.6100457906723022,303.08,0.0003,6015,0.016454894095659256,7.870889390000001,9,58833,200,0.001956669148057699,58732
-1.9586976766586304,0.08781787753105164,299.2,0.0003,6109,0.012044739909470081,7.780136820000001,9,59853,204,0.0018984338967129588,59752
-1.9242918491363525,-1.242472529411316,295.88,0.0003,6192,0.0053076171316206455,7.67602341,9,60770,208,0.0017941556870937347,60669
-1.9523215293884277,-1.0323556661605835,291.7,0.0003,6262,0.009759489446878433,7.598093930000001,9,61530,212,0.0017415451584383845,61429
-1.8193349838256836,-0.7833849191665649,294.52,0.0003,6399,0.0040934719145298,7.654057890000002,9,63009,216,0.0019245526054874063,62908
-1.8006746768951416,-2.13681960105896,290.88,0.0003,6496,0.006186326965689659,7.5678948900000025,9,64084,220,0.0016934681916609406,63983
-1.799746036529541,-0.3450958728790283,288.98,0.0003,6588,0.009848146699368954,7.573984899999999,9,65092,224,0.0016888233367353678,64991
-1.6553764343261719,-3.239407777786255,292.16,0.0003,6683,0.02160724624991417,7.65808987,9,66143,228,0.0016630979953333735,66042
-1.73426353931427,-1.0072691440582275,296.51,0.0003,6810,0.009012581780552864,7.840333490000001,9,67535,232,0.001644214615225792,67434
-1.747193455696106,-0.4210793972015381,299.13,0.0003,6930,0.0037774043157696724,7.8500998000000015,9,68847,236,0.0015893330564722419,68746
-1.6065837144851685,1.4559019804000854,297.11,0.0003,7034,0.005966429598629475,7.78266303,9,69987,240,0.0014750787522643805,69886
-1.5922706127166748,-0.48720958828926086,297.19,0.0003,7161,0.021897435188293457,7.80799263,9,71385,244,0.0013684590812772512,71284
-1.6067533493041992,0.34424781799316406,299.25,0.0003,7270,0.007228470407426357,7.92935774,9,72578,248,0.0013425935758277774,72477
-1.576045036315918,0.03500187397003174,300.64,0.0003,7378,0.022229045629501343,8.008017660000002,9,73763,252,0.0013121642405167222,73662
-1.4833744764328003,-0.5192543864250183,302.13,0.0003,7492,0.004593871999531984,8.076748100000001,10,75011,256,0.001335092936642468,74910
-1.5652233362197876,1.2505519390106201,304.95,0.0003,7616,0.011473571881651878,8.109449000000001,10,76353,260,0.0013737324625253677,76252
-1.4551260471343994,-0.571556568145752,305.26,0.0003,7742,0.013214697130024433,8.091971410000001,10,77738,264,0.0013214345090091228,77637
-1.4929403066635132,1.1926723718643188,306.46,0.0003,7867,0.014032411389052868,8.19877157,10,79037,268,0.0014013226609677076,78936
