train/learning_rate,train/actor_loss,time/fps,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,time/time_elapsed,time/episodes
0.0003,-1.2983189821243286,9,267.41,97972,0.0019959365017712116,97871,7.81893906,0.012080393731594086,0.9239305257797241,10851,312
0.0003,-1.3354904651641846,9,266.11,98785,0.0016995385522022843,98684,7.721102200000002,0.011327210813760757,-2.8157782554626465,10955,316
0.0003,-1.2981809377670288,9,263.22,99708,0.0017504168208688498,99607,7.60819305,0.009877621196210384,2.9570820331573486,11071,320
0.0003,-1.2963274717330933,8,262.63,100714,0.0017261229222640395,100613,7.589639790000001,0.018744736909866333,-1.7240030765533447,11196,324
0.0003,-1.3212149143218994,8,260.15,101547,0.0018232230795547366,101446,7.498811120000002,0.015420271083712578,1.392941951751709,11298,328
0.0003,-1.3352457284927368,8,258.78,102518,0.0017248690128326416,102417,7.426089310000001,0.004071451723575592,1.6036865711212158,11418,332
0.0003,-1.478493571281433,8,256.69,103360,0.0018458743579685688,103259,7.384554960000002,0.009242215193808079,0.22965025901794434,11523,336
0.0003,-1.340465784072876,8,255.96,104122,0.001729923184029758,104021,7.368666770000001,0.0156952366232872,1.6689189672470093,11604,340
0.0003,-1.365655779838562,8,253.61,105240,0.0016593836480751634,105139,7.26935281,0.018674712628126144,-0.2668200433254242,11707,344
0.0003,-1.3796817064285278,9,252.94,106232,0.0017173179658129811,106131,7.2364201,0.0054849619045853615,0.5235922932624817,11799,348
0.0003,-1.3410923480987549,9,251.8,107221,0.0016603991389274597,107120,7.180669220000001,0.0041834693402051926,0.18169701099395752,11892,352
0.0003,-1.3655786514282227,9,248.76,108144,0.001919026835821569,108043,7.075138979999999,0.0036134133115410805,-0.632710337638855,11979,356
0.0003,-1.4538211822509766,9,250.34,109331,0.0018136909930035472,109230,7.08168274,0.00863735657185316,-3.042867660522461,12092,360
0.0003,-1.411744236946106,9,250.51,110552,0.0015851514181122184,110451,7.052290419999999,0.008550307713449001,1.323641061782837,12205,364
0.0003,-1.473743200302124,9,247.29,111438,0.0015530989039689302,111337,6.929992949999998,0.009068558923900127,-1.4351826906204224,12288,368
0.0003,-1.5042009353637695,9,245.23,112369,0.001510577742010355,112268,6.92448286,0.0023390287533402443,-1.4967913627624512,12375,372
0.0003,-1.4814244508743286,9,243.49,113364,0.0014920658431947231,113263,6.841530349999998,0.003108847886323929,2.989598512649536,12467,376
0.0003,-1.40201997756958,9,243.78,114281,0.0015112318797037005,114180,6.8499599400000015,0.002939455211162567,-0.46029555797576904,12553,380
0.0003,-1.3878122568130493,9,240.5,115219,0.0015384553698822856,115118,6.78473368,0.006104984320700169,2.1402993202209473,12640,384
0.0003,-1.453270435333252,9,238.28,116282,0.0016443667700514197,116181,6.73522419,0.004087868612259626,0.6618219017982483,12740,388
0.0003,-1.487307071685791,9,236.49,117058,0.0016086726682260633,116957,6.69131748,0.006276932545006275,-1.5400446653366089,12813,392
0.0003,-1.4080661535263062,9,238.03,118028,0.0017452412284910679,117927,6.76578667,0.0014638480497524142,1.042562484741211,12903,396
0.0003,-1.3779268264770508,9,241.41,119241,0.0016863183118402958,119140,6.8934058799999995,0.0038660340942442417,0.9273972511291504,13017,400
0.0003,-1.3576898574829102,9,239.63,120108,0.0017284596106037498,120007,6.842454349999998,0.004608933813869953,0.5375144481658936,13098,404
0.0003,-1.4387586116790771,9,243.97,121598,0.001682688482105732,121497,7.04470104,0.0069519709795713425,2.136164426803589,13236,408
0.0003,-1.4091752767562866,9,245.74,122546,0.0017494263593107462,122445,7.18563624,0.00715973787009716,1.3563010692596436,13325,412
0.0003,-1.4317806959152222,9,247.64,123549,0.0015995970461517572,123448,7.28803332,0.01599971577525139,3.0571608543395996,13419,416
0.0003,-1.4508317708969116,9,249.07,124615,0.0017909042071551085,124514,7.285532389999999,0.006343133747577667,-1.7774068117141724,13517,420
0.0003,-1.4880343675613403,9,248.95,125609,0.0017807852709665895,125508,7.31432361,0.019610153511166573,0.9551461935043335,13610,424
0.0003,-1.4049383401870728,9,249.45,126492,0.0017527687596157193,126391,7.3274208,0.011932932771742344,1.2841827869415283,13692,428
0.0003,-1.4913017749786377,9,250.59,127577,0.0017057787626981735,127476,7.372347899999999,0.0042963046580553055,-1.3055827617645264,13793,432
0.0003,-1.4608803987503052,9,250.14,128374,0.0017585461027920246,128273,7.338090920000001,0.00215143128298223,0.621631383895874,13867,436
0.0003,-1.403747320175171,9,256.28,129750,0.0018042500596493483,129649,7.554471349999999,0.0032524894922971725,-0.043255485594272614,13995,440
0.0003,-1.446905255317688,9,254.81,130721,0.0017370044952258468,130620,7.518328939999999,0.002916049910709262,0.24439987540245056,14086,444
0.0003,-1.4705390930175781,9,255.3,131762,0.001692300895228982,131661,7.527842210000001,0.006588028743863106,-1.4087176322937012,14183,448
0.0003,-1.4940800666809082,9,255.17,132738,0.0016700825653970242,132637,7.49982546,0.007089035585522652,0.13342899084091187,14274,452
0.0003,-1.5722538232803345,9,255.57,133701,0.0017988046165555716,133600,7.53250486,0.0038848193362355232,-6.054265975952148,14363,456
0.0003,-1.4040107727050781,9,253.63,134694,0.0017631077207624912,134593,7.543497319999999,0.0051503670401871204,0.07423827052116394,14455,460
0.0003,-1.465248942375183,9,252.37,135789,0.0016695259837433696,135688,7.552311879999999,0.0012603910872712731,-1.2183833122253418,14556,464
0.0003,-1.5062202215194702,9,254.21,136859,0.0016008850652724504,136758,7.639769239999998,0.024812636896967888,0.894446849822998,14656,468
0.0003,-1.5403169393539429,9,255.36,137905,0.0016848891973495483,137804,7.648294559999999,0.017501354217529297,0.6011232733726501,14753,472
0.0003,-1.580069899559021,9,254.93,138857,0.001625523203983903,138756,7.636211890000001,0.004995599389076233,1.5957667827606201,14841,476
