train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,time/fps,train/ent_coef,train/actor_loss,train/ent_coef_loss,train/critic_loss,time/time_elapsed
0.0003,115451,356,311.87,40.287566760000004,115350,18,0.009248346090316772,-6.933185577392578,-0.10418962687253952,0.15266269445419312,6083
0.0003,116976,360,314.68,41.161715060000006,116875,18,0.008894001133739948,-6.6299052238464355,0.2490013837814331,0.12557025253772736,6167
0.0003,118004,364,312.98,41.20091749,117903,18,0.008826980367302895,-6.8823065757751465,0.25787654519081116,0.11235369741916656,6223
0.0003,119178,368,309.91,40.69077274,119077,18,0.00852168258279562,-6.908241271972656,1.1441407203674316,0.22850489616394043,6289
0.0003,120440,372,308.06,40.77439533,120339,18,0.008856724947690964,-6.9597368240356445,-0.682494044303894,0.1072363331913948,6358
0.0003,121683,376,308.16,40.93169504,121582,18,0.008737985976040363,-6.799018859863281,-0.013321414589881897,0.17448219656944275,6427
0.0003,122993,380,311.67,41.258922389999995,122892,18,0.008413181640207767,-6.598360538482666,-0.014134138822555542,0.23856806755065918,6498
0.0003,124155,384,311.29,41.436248230000004,124054,18,0.008562340401113033,-6.545022487640381,0.7541228532791138,0.1649242341518402,6562
0.0003,125485,388,310.56,41.43122383,125384,18,0.008289026096463203,-6.425828456878662,-0.9082551002502441,0.10863371938467026,6635
0.0003,126710,392,310.57,41.37637637000001,126609,18,0.008757786825299263,-6.705111503601074,0.7751389145851135,0.08768533170223236,6702
0.0003,127986,396,310.73,41.23702739000001,127885,18,0.008739018812775612,-7.028048992156982,-0.3919035792350769,0.05412209779024124,6773
0.0003,129341,400,312.14,41.27310352000001,129240,18,0.008905734866857529,-6.76701545715332,0.52525395154953,0.09384451806545258,6847
0.0003,130499,404,311.82,41.26575622,130398,18,0.008720104582607746,-6.932007312774658,1.1295498609542847,0.2649937570095062,6911
