#{"t_start": 1763351859.2798352, "env_id": "None"}
r,l,t
7.654217,276,9.836949
15.930752,357,22.566436
28.880681,396,37.111235
8.840671,217,45.177572
16.017954,255,54.850568
13.090796,295,66.137421
7.030287,280,76.791445
12.535075,336,89.586475
6.745294,249,98.876007
31.97152,540,120.729477
14.211681,342,135.815137
17.680871,401,154.073099
9.219786,200,163.251034
27.426826,651,196.857689
34.197877,680,234.975541
10.808236,238,249.207015
11.476569,240,263.489373
9.976864,185,274.493323
4.806567,155,283.617438
6.449702,161,293.169486
11.702237,212,305.33721
30.361616,433,330.925091
18.716134,361,352.450705
33.153107,505,384.260581
9.932622,193,395.591987
26.773126,360,417.011481
7.479638,195,429.418095
26.656524,459,457.203358
18.687014,345,477.530833
18.972842,317,496.530663
13.252718,245,511.075848
23.096332,303,528.854543
12.215537,204,540.852608
16.104421,293,556.331107
25.532401,441,579.427161
23.862298,332,598.570328
30.476273,381,621.484706
14.661283,239,635.457809
9.101428,158,644.441249
13.854497,247,657.950458
30.481602,386,677.38447
13.287728,222,689.143119
16.988416,304,704.795841
15.239396,210,717.55072
14.011995,244,731.718376
24.571391,245,746.020164
20.249876,259,760.517158
16.685078,248,772.743032
10.366425,274,786.042724
41.188856,673,818.934703
25.030472,267,831.966992
19.705187,208,841.747276
49.321319,347,859.212396
17.546967,225,872.034353
36.184795,344,891.901871
28.953405,293,908.352622
53.739303,466,935.259022
10.298057,138,943.604836
17.774585,207,955.483834
16.377232,251,970.023617
14.644418,173,980.0353
36.088436,366,1001.034825
25.237926,272,1016.365505
20.329592,196,1027.307901
16.734366,211,1039.167015
25.77155,453,1062.22434
29.747095,333,1077.743459
53.106802,484,1104.968229
27.02404,291,1118.622426
44.661241,578,1146.24819
31.989699,283,1159.680158
19.709422,187,1168.411281
36.968718,301,1185.213256
9.065709,167,1195.453808
29.11998,334,1214.714791
31.750898,278,1231.88407
46.778008,386,1254.469661
19.416683,219,1266.913572
6.025914,130,1274.334283
25.571226,370,1294.310606
26.545311,321,1309.704447
29.182824,279,1322.621364
15.007724,294,1336.361731
21.135507,219,1346.628311
16.634789,176,1354.833021
8.095026,147,1361.708134
