train/ent_coef_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/ent_coef,time/episodes,train/actor_loss,train/n_updates
-0.5160743594169617,5322,0.545528769493103,303.53,0.0003,37.27474839,18,100153,0.007529447320848703,296,-7.541388034820557,100052
0.447397917509079,5395,0.158448725938797,304.13,0.0003,37.7695036,18,101465,0.007546970155090094,300,-6.961911678314209,101364
-0.45551562309265137,5461,0.43291038274765015,305.77,0.0003,38.14781506,18,102664,0.007408116478472948,304,-6.592214584350586,102563
-0.08553047478199005,5538,0.061173297464847565,305.35,0.0003,38.3337244,18,104044,0.0071868449449539185,308,-7.5348334312438965,103943
-1.9974108934402466,5610,0.08395038545131683,305.5,0.0003,38.79307774,18,105333,0.0075434050522744656,312,-7.463613986968994,105232
-0.3974682688713074,5700,0.9010621309280396,310.29,0.0003,39.39100752000001,18,106968,0.007487221620976925,316,-7.386884689331055,106867
-0.8843738436698914,5767,0.029093507677316666,312.0,0.0003,39.455571760000005,18,108169,0.0073257312178611755,320,-7.327121257781982,108068
1.1094062328338623,5837,0.22542104125022888,309.41,0.0003,39.193367310000006,18,109453,0.0071997796185314655,324,-7.0493083000183105,109352
-0.1681799292564392,5901,0.09466011077165604,307.47,0.0003,38.863981960000004,18,110600,0.006861068308353424,328,-7.394205570220947,110499
0.9054384231567383,5972,0.3296321630477905,308.84,0.0003,39.13321459000001,18,111870,0.00718313455581665,332,-7.084844589233398,111769
-0.1214827448129654,6036,0.14143064618110657,311.47,0.0003,39.50875126,18,113039,0.0071165477856993675,336,-7.5067853927612305,112938
-0.22700709104537964,6102,0.23373878002166748,310.38,0.0003,39.67452151,18,114229,0.006381081882864237,340,-7.173147201538086,114128
0.13587002456188202,6184,0.2764272093772888,314.01,0.0003,40.14602596,18,115702,0.00647147698327899,344,-7.76714563369751,115601
-0.9047330617904663,6259,0.3873651921749115,315.4,0.0003,40.52263945999999,18,117042,0.006941487547010183,348,-7.611752510070801,116941
0.5653427839279175,6343,0.20174869894981384,319.03,0.0003,41.14346863,18,118554,0.00708691356703639,352,-7.20160436630249,118453
2.4505159854888916,6418,0.15329106152057648,318.46,0.0003,40.9047616,18,119915,0.0073465872555971146,356,-7.028919219970703,119814
-0.21096579730510712,6508,0.13133272528648376,322.14,0.0003,41.60248222,18,121528,0.0071732047945261,360,-7.615556716918945,121427
0.9056926369667053,6578,0.06322772800922394,322.78,0.0003,41.686048259999986,18,122808,0.007370190694928169,364,-7.404726982116699,122707
-1.8382790088653564,6672,0.16201075911521912,328.17,0.0003,42.90950658,18,124492,0.0069943759590387344,368,-7.459819316864014,124391
-0.41275686025619507,6749,0.14430338144302368,328.04,0.0003,42.742143119999994,18,125901,0.007113111205399036,372,-7.690164566040039,125800
1.0124869346618652,6812,0.11678904294967651,327.32,0.0003,42.26140223,18,127028,0.007457815110683441,376,-7.356770038604736,126927
0.11679984629154205,6882,0.3291054964065552,328.94,0.0003,42.36086814000001,18,128295,0.007228441536426544,380,-7.416604042053223,128194
-0.12925690412521362,6955,0.5727546215057373,328.81,0.0003,42.50528391999999,18,129621,0.006918963510543108,384,-7.472619533538818,129520
3.614492893218994,7031,0.12262885272502899,329.31,0.0003,42.49721557000001,18,130992,0.007152500096708536,388,-7.3959503173828125,130891
-1.1372699737548828,7119,0.23233580589294434,335.2,0.0003,43.24079356,18,132592,0.007142691407352686,392,-7.625072002410889,132491
-2.801424741744995,7176,0.1414838284254074,334.78,0.0003,43.175097699999995,18,133631,0.007388146594166756,396,-7.877636909484863,133530
-1.249018907546997,7249,0.21244655549526215,334.85,0.0003,43.33826293999999,18,134950,0.007458252366632223,400,-7.518817901611328,134849
-1.0281765460968018,7307,0.46626365184783936,333.48,0.0003,43.31754458,18,136012,0.007659661117941141,404,-7.349064350128174,135911
-0.5725937485694885,7377,0.3417077660560608,332.15,0.0003,43.13764658,18,137259,0.0074877142906188965,408,-7.790563106536865,137158
0.7921403646469116,7444,0.14010655879974365,331.45,0.0003,42.68891637000001,18,138478,0.007543185260146856,412,-7.526899337768555,138377
0.03455129265785217,7517,0.35814931988716125,328.27,0.0003,42.19411948000001,18,139795,0.00791243091225624,416,-7.848752021789551,139694
1.5063737630844116,7603,0.05146469920873642,331.81,0.0003,42.83814702999999,18,141350,0.0075106252916157246,420,-7.668322563171387,141249
-2.2509384155273438,7672,0.570068895816803,331.49,0.0003,43.14693435,18,142602,0.007828266359865665,424,-7.672839164733887,142501
0.9511860609054565,7763,0.428553968667984,336.58,0.0003,44.037166500000005,18,144258,0.0076760780066251755,428,-7.415912628173828,144157
-0.2167813926935196,7835,0.40698063373565674,336.89,0.0003,44.099555689999995,18,145559,0.00758413877338171,432,-7.723477840423584,145458
1.2924569845199585,7902,0.07786016166210175,337.24,0.0003,44.17425572,18,146763,0.007846267893910408,436,-7.573513031005859,146662
0.5335811972618103,7966,0.3880952000617981,336.91,0.0003,43.92301171,18,147920,0.008119381032884121,440,-7.562802314758301,147819
-0.4118422865867615,8041,0.07364793121814728,335.72,0.0003,43.94946542,18,149274,0.008019202388823032,444,-7.152707576751709,149173
0.49072369933128357,8117,0.5871063470840454,336.09,0.0003,43.89952047,18,150651,0.007658054120838642,448,-7.6866583824157715,150550
0.1816314160823822,8208,0.09537579119205475,337.39,0.0003,44.104480880000004,18,152293,0.007488653529435396,452,-7.758012294769287,152192
0.5837808847427368,8276,0.23347674310207367,336.16,0.0003,44.06132928000001,18,153531,0.00761364446952939,456,-7.729041576385498,153430
0.7005352973937988,8343,0.27113431692123413,332.17,0.0003,43.36496615,18,154745,0.007967951707541943,460,-7.447427749633789,154644
-1.7283188104629517,8425,0.6371430158615112,333.97,0.0003,43.697131799999994,18,156205,0.007950357161462307,464,-7.785355091094971,156104
0.2618153691291809,8490,0.09918586909770966,328.87,0.0003,42.718669950000006,18,157379,0.007809855509549379,468,-7.537118911743164,157278
0.39553600549697876,8560,0.21182364225387573,327.38,0.0003,42.840383759999995,18,158639,0.007924959994852543,472,-7.366540431976318,158538
1.3855832815170288,8646,0.6527371406555176,332.0,0.0003,43.777218080000004,18,160228,0.008091410622000694,476,-7.426722526550293,160127
0.5910457968711853,8708,0.3421849310398102,330.51,0.0003,43.45338476,18,161346,0.008003558963537216,480,-7.65895938873291,161245
-1.2969152927398682,8789,0.28447407484054565,332.43,0.0003,43.98820261,18,162864,0.0081697478890419,484,-7.693541049957275,162763
0.7038254737854004,8857,0.1584983468055725,330.74,0.0003,43.92799308000001,18,164066,0.008032589219510555,488,-7.5565314292907715,163965
1.5615382194519043,8915,0.45167282223701477,326.1,0.0003,43.404961099999994,18,165202,0.008327851071953773,492,-8.0454683303833,165101
-0.31198355555534363,9020,0.3123190402984619,334.75,0.0003,44.53414482999999,18,167106,0.008412945084273815,496,-7.310656547546387,167005
-0.824785053730011,9103,0.26886945962905884,336.63,0.0003,44.57923504999999,18,168613,0.00826051365584135,500,-7.517991542816162,168512
-0.799729585647583,9175,0.10922403633594513,340.52,0.0003,45.145608299999985,18,170064,0.007954391650855541,504,-7.240082740783691,169963
