time/episodes,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/critic_loss,time/fps,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,train/learning_rate
844,0.45301762223243713,0.00915231928229332,46.71470921,17479,247743,0.487443745136261,14,310.05,-7.886852741241455,247844,0.0003
848,1.2664821147918701,0.0093709547072649,47.06567661,17585,249418,0.2926727533340454,14,313.96,-7.745443820953369,249519,0.0003
852,-1.1261489391326904,0.009365675039589405,47.452373130000005,17663,250607,0.3558715879917145,14,316.25,-8.11623477935791,250708,0.0003
856,1.0714300870895386,0.009556030854582787,46.78711328,17740,251684,0.412172794342041,14,310.89,-8.110970497131348,251785,0.0003
860,0.23068949580192566,0.009399655275046825,46.534099229999995,17842,253097,0.27366822957992554,14,309.36,-7.808969020843506,253198,0.0003
864,-0.07727625966072083,0.009343946352601051,46.515773259999996,17938,254435,0.44388052821159363,14,307.23,-7.940397262573242,254536,0.0003
868,-0.7020378112792969,0.009307180531322956,47.281428919999996,18032,255735,0.24310347437858582,14,307.52,-7.882899284362793,255836,0.0003
872,1.571445345878601,0.009150691330432892,47.580404679999994,18137,257167,0.5097889304161072,14,309.57,-7.6434221267700195,257268,0.0003
876,-0.9241505861282349,0.009095123037695885,47.58748932,18200,258073,0.14530083537101746,14,309.56,-8.031179428100586,258174,0.0003
880,-0.12255319207906723,0.009607028216123581,48.64353347000001,18308,259691,0.3443528711795807,14,316.31,-8.022994995117188,259792,0.0003
884,-0.27542880177497864,0.00927799753844738,48.69732800999999,18384,260831,0.38713520765304565,14,317.41,-7.987645626068115,260932,0.0003
888,0.04539879411458969,0.009336095303297043,48.358402,18464,262019,0.25559866428375244,14,317.6,-8.161324501037598,262120,0.0003
892,0.9337297081947327,0.009736504405736923,47.62144544999999,18529,262991,0.04248211532831192,14,313.99,-7.728758811950684,263092,0.0003
896,-0.6507078409194946,0.009647057391703129,48.01319155,18617,264311,0.44214481115341187,14,315.19,-8.12773609161377,264412,0.0003
900,-0.28097227215766907,0.009732211008667946,48.10705798,18700,265554,0.16797462105751038,14,315.76,-7.943177223205566,265655,0.0003
904,-0.6730412244796753,0.009403608739376068,49.41572907,18812,267206,0.5138282775878906,14,323.21,-8.224695205688477,267307,0.0003
908,1.518129825592041,0.009862249717116356,49.741901320000004,18907,268621,0.3850035071372986,14,325.87,-7.691143035888672,268722,0.0003
912,0.1448448896408081,0.009663466364145279,48.92358515,18999,269914,0.6777511835098267,14,322.71,-7.8370537757873535,270015,0.0003
916,1.3373818397521973,0.00988011248409748,48.5145192,19092,271198,0.2174939662218094,14,323.46,-8.073501586914062,271299,0.0003
920,0.0883893072605133,0.00951109454035759,48.90365226000001,19172,272305,0.06217397004365921,14,326.01,-8.086660385131836,272406,0.0003
924,-0.18625721335411072,0.0100356200709939,49.86477389000001,19287,273899,0.6817418336868286,14,328.1,-8.307888984680176,274000,0.0003
928,0.3084070384502411,0.009434955194592476,49.89691963999999,19376,275127,0.6063265204429626,14,326.61,-7.857369899749756,275228,0.0003
932,-0.34332016110420227,0.009586655534803867,50.00642683,19470,276439,0.7662038803100586,14,326.29,-8.098763465881348,276540,0.0003
936,-0.24505363404750824,0.00952964834868908,50.30270856000001,19564,277735,0.22734475135803223,14,326.47,-8.048174858093262,277836,0.0003
940,0.08405307680368423,0.009623309597373009,50.99538744,19683,279416,0.3168027997016907,14,329.69,-8.388410568237305,279517,0.0003
944,0.47969043254852295,0.009332774206995964,50.11209506,19748,280407,0.08817871659994125,14,326.64,-7.464791297912598,280508,0.0003
948,0.23740461468696594,0.00920459721237421,49.68874842000001,19828,281617,1.3550851345062256,14,321.99,-7.763136386871338,281718,0.0003
952,0.5412700772285461,0.009297706186771393,49.46073249000002,19909,282729,0.4929061233997345,14,321.22,-8.24343204498291,282830,0.0003
956,-0.6852869987487793,0.009552782401442528,50.18331223999999,20031,284449,0.6434197425842285,14,327.65,-8.136241912841797,284550,0.0003
960,0.05766811966896057,0.009092447347939014,50.28923809999999,20109,285627,0.25626030564308167,14,325.3,-7.922018527984619,285728,0.0003
964,0.5561939477920532,0.009296943433582783,50.098620600000004,20217,287140,0.23573529720306396,14,327.05,-8.317732810974121,287241,0.0003
968,0.37947943806648254,0.009086621925234795,49.12963008000001,20299,288363,1.2957732677459717,14,326.28,-8.116339683532715,288464,0.0003
972,0.38657236099243164,0.008831906132400036,49.12482868,20387,289581,0.1707896888256073,14,324.14,-7.936017036437988,289682,0.0003
976,-0.6234604120254517,0.009680253453552723,49.69331075000001,20489,290980,0.27506527304649353,14,329.07,-7.977587699890137,291081,0.0003
980,0.7159546613693237,0.009592050686478615,50.18625360000001,20602,292545,0.27818113565444946,14,328.54,-8.048319816589355,292646,0.0003
984,0.3782842755317688,0.0096072256565094,49.679615010000006,20670,293487,0.21982362866401672,14,326.56,-8.15971851348877,293588,0.0003
988,0.7541353106498718,0.00964394398033619,49.695550970000006,20745,294632,0.15251091122627258,14,326.13,-8.132984161376953,294733,0.0003
992,1.054011344909668,0.009808330796658993,50.19528948999999,20846,296077,0.3612881004810333,14,330.86,-7.822454452514648,296178,0.0003
996,1.4054226875305176,0.009483645670115948,49.55454362999999,20919,297091,0.4634854197502136,14,327.8,-8.222169876098633,297192,0.0003
1000,-0.523796021938324,0.00977083295583725,50.447973299999994,21051,298912,0.4727003872394562,14,333.58,-7.777771949768066,299013,0.0003
1004,0.2370426058769226,0.009740827605128288,50.02021187999999,21143,300191,0.6960286498069763,14,329.85,-8.45069694519043,300292,0.0003
1008,0.7869152426719666,0.009922250173985958,50.30990911999999,21238,301605,0.32246366143226624,14,329.84,-7.645675182342529,301706,0.0003
1012,0.3163822293281555,0.009662452153861523,50.89885733999999,21335,303057,0.35783010721206665,14,331.43,-8.378796577453613,303158,0.0003
1016,-0.38695281744003296,0.009571020491421223,50.35158856,21406,304051,0.2644161581993103,14,328.53,-8.08377456665039,304152,0.0003
1020,-0.3487727642059326,0.00992646161466837,50.83502043999999,21500,305360,0.47768837213516235,14,330.55,-8.687274932861328,305461,0.0003
1024,-0.0674968808889389,0.009666153229773045,49.422414489999994,21568,306305,0.5559154748916626,14,324.06,-7.8505024909973145,306406,0.0003
1028,0.5017359256744385,0.00929036270827055,49.23301926,21644,307468,0.0604177787899971,14,323.41,-8.159296035766602,307569,0.0003
1032,0.9509039521217346,0.00960009079426527,49.14895158,21737,308769,1.0648945569992065,14,323.3,-8.131516456604004,308870,0.0003
1036,-0.12621508538722992,0.009182284586131573,50.067295730000005,21851,310575,0.13886648416519165,14,328.4,-8.310653686523438,310676,0.0003
1040,0.0702691376209259,0.009473996236920357,49.04343752999999,21917,311625,0.1449873149394989,14,322.09,-8.029841423034668,311726,0.0003
1044,1.8806995153427124,0.009451120160520077,49.77427575000001,22012,312934,0.29518449306488037,14,325.27,-8.414387702941895,313035,0.0003
1048,-0.6039219498634338,0.009480729699134827,49.51046840999999,22095,314077,0.16261735558509827,14,324.6,-8.470442771911621,314178,0.0003
1052,0.6057220697402954,0.00990315806120634,49.32475605999999,22162,315028,0.9669115543365479,14,322.99,-7.768233776092529,315129,0.0003
1056,-0.23145373165607452,0.00982529018074274,49.306872049999996,22270,316560,0.30259448289871216,14,321.11,-8.296685218811035,316661,0.0003
1060,-0.6641548871994019,0.010067680850625038,48.80778843,22352,317700,0.14232119917869568,14,320.73,-8.5682954788208,317801,0.0003
1064,1.2086634635925293,0.009834238328039646,48.90910257,22460,319201,0.45812588930130005,14,320.61,-7.9135894775390625,319302,0.0003
1068,-0.9303006529808044,0.010014014318585396,49.70307244000001,22554,320608,0.3380591571331024,14,322.45,-8.179123878479004,320709,0.0003
1072,-0.20202124118804932,0.009633708745241165,50.59598609,22665,322226,0.4837043285369873,14,326.45,-8.018447875976562,322327,0.0003
1076,0.8431393504142761,0.00898890383541584,50.36211958,22762,323562,0.2792881429195404,14,325.82,-8.159010887145996,323663,0.0003
1080,-0.1911180019378662,0.00966736488044262,49.57756669,22853,324843,0.6346412897109985,14,322.98,-8.314598083496094,324944,0.0003
1084,0.4833641052246094,0.01000778004527092,49.8585326,22925,325846,0.17460699379444122,14,323.59,-8.269070625305176,325947,0.0003
1088,-1.2275768518447876,0.010059613734483719,49.65742521,23002,326913,0.26664936542510986,14,322.81,-8.458157539367676,327014,0.0003
1092,0.609312891960144,0.009706197306513786,50.07399864999999,23126,328645,0.6458661556243896,14,325.68,-8.229878425598145,328746,0.0003
1096,-0.05342637002468109,0.009625622071325779,50.29489536999999,23217,329887,0.5375505089759827,14,327.96,-8.262411117553711,329988,0.0003
1100,-0.39318037033081055,0.009361772798001766,50.061479500000004,23333,331489,0.547995388507843,14,325.77,-8.449389457702637,331590,0.0003
1104,0.5322533249855042,0.009119980968534946,50.05730624999999,23440,332988,0.15234437584877014,14,327.97,-7.9680047035217285,333089,0.0003
1108,0.8968188166618347,0.00912198144942522,49.209284520000004,23522,334132,0.32135647535324097,14,325.27,-8.013692855834961,334233,0.0003
1112,0.7061947584152222,0.009345680475234985,48.702686719999996,23613,335423,0.8881233930587769,14,323.66,-8.13802433013916,335524,0.0003
1116,-0.09878170490264893,0.009289396926760674,49.39608918000002,23712,336853,0.48190367221832275,14,328.02,-8.43482780456543,336954,0.0003
1120,-0.8409519195556641,0.009328240528702736,49.333829300000005,23799,338096,1.2693777084350586,14,327.36,-8.26489543914795,338197,0.0003
1124,1.8151222467422485,0.009097330272197723,49.751523719999994,23887,339316,0.42468851804733276,14,330.11,-7.9224443435668945,339417,0.0003
1128,-1.033285140991211,0.009455361403524876,50.66995174999999,23998,340842,0.3131771683692932,14,333.74,-8.519100189208984,340943,0.0003
1132,-0.8103685975074768,0.009809214621782303,50.71688255,24085,342056,0.5024186372756958,14,332.87,-8.40882396697998,342157,0.0003
1136,-0.3291863203048706,0.00954047404229641,50.03186003999999,24182,343467,0.830697774887085,14,328.92,-8.343201637268066,343568,0.0003
1140,-0.45291364192962646,0.009166482836008072,50.07000792000001,24262,344591,0.2066279500722885,14,329.66,-8.265069007873535,344692,0.0003
1144,-0.17221808433532715,0.010254867374897003,49.95443555999999,24367,346060,0.8989006280899048,14,331.26,-7.932764053344727,346161,0.0003
1148,0.19333083927631378,0.009865321218967438,50.27636216999999,24460,347351,0.21541109681129456,14,332.74,-8.256481170654297,347452,0.0003
1152,1.3003923892974854,0.009627490304410458,50.969657549999994,24563,348760,0.30056917667388916,14,337.32,-7.8865885734558105,348861,0.0003
1156,0.6108739376068115,0.009699581190943718,50.373966329999995,24640,349920,0.16753287613391876,14,333.6,-8.399303436279297,350021,0.0003
1160,-0.9463364481925964,0.009545428678393364,50.70001684000001,24732,351305,0.2816466987133026,14,336.05,-8.308548927307129,351406,0.0003
1164,2.3758275508880615,0.009836320765316486,50.135985489999996,24808,352460,0.11563566327095032,14,332.59,-8.582287788391113,352561,0.0003
1168,-0.6847150921821594,0.009876777417957783,50.06852736,24910,353878,0.23649626970291138,14,332.7,-8.525627136230469,353979,0.0003
1172,-0.4506882131099701,0.00979873351752758,49.48601358999999,25015,355405,0.45748913288116455,14,331.79,-8.331853866577148,355506,0.0003
1176,1.119840145111084,0.010100951418280602,49.62101608,25121,356878,0.5397636890411377,14,333.16,-8.172567367553711,356979,0.0003
1180,-1.689033031463623,0.010039852000772953,49.64809439000001,25198,358016,0.21464280784130096,14,331.73,-8.304643630981445,358117,0.0003
1184,-0.4862462282180786,0.009647301398217678,49.552700290000004,25269,359003,0.24070096015930176,14,331.57,-8.660453796386719,359104,0.0003
1188,0.8812224268913269,0.009564811363816261,49.59709838999999,25344,360036,0.13884760439395905,14,331.23,-8.014164924621582,360137,0.0003
1192,0.8256545066833496,0.009843358770012856,49.26680826999999,25458,361613,0.5552523136138916,14,329.68,-8.118355751037598,361714,0.0003
1196,0.04458028823137283,0.00940178893506527,49.15054914,25542,362765,0.11981941014528275,14,328.78,-8.174005508422852,362866,0.0003
1200,-0.6734640598297119,0.009949658066034317,48.59263867000001,25629,363971,0.1342683583498001,14,324.82,-8.472220420837402,364072,0.0003
1204,0.8357769846916199,0.009497770108282566,48.554055039999994,25727,365438,0.37504565715789795,14,324.5,-8.565812110900879,365539,0.0003
1208,0.5723865032196045,0.009770063683390617,49.8661499,25855,367243,0.6234227418899536,14,331.11,-7.9524664878845215,367344,0.0003
1212,0.5373710989952087,0.009837671183049679,50.23483763999999,25955,368636,0.07609429955482483,14,332.13,-7.938479423522949,368737,0.0003
1216,-1.3295259475708008,0.009397109039127827,49.60953803999999,26032,369696,0.5886064767837524,14,328.43,-8.200946807861328,369797,0.0003
1220,1.2922337055206299,0.009578307159245014,49.277396429999996,26111,370810,0.6297323703765869,14,327.14,-8.183472633361816,370911,0.0003
1224,-1.4220470190048218,0.00956895761191845,49.47014351999999,26206,372107,0.4125693440437317,14,327.91,-8.148346900939941,372208,0.0003
1228,-0.4491722285747528,0.009280678816139698,49.197229899999996,26320,373702,0.2009904980659485,14,328.6,-7.972103595733643,373803,0.0003
1232,0.628115713596344,0.009770744480192661,49.82260572999999,26433,375256,0.38951778411865234,14,332.0,-8.11085033416748,375357,0.0003
1236,-0.9963081479072571,0.009430469945073128,49.87532381000001,26546,376818,0.09831306338310242,14,333.51,-8.223065376281738,376919,0.0003
1240,-1.9247033596038818,0.009407810866832733,49.89703172999999,26626,377955,0.3743823766708374,14,333.64,-8.385597229003906,378056,0.0003
1244,0.8294717669487,0.009672372601926327,50.299448659999996,26719,379441,0.40965133905410767,14,333.81,-8.273341178894043,379542,0.0003
1248,0.07059779763221741,0.009386907331645489,50.437413930000005,26797,380711,0.1190258264541626,14,333.6,-8.127103805541992,380812,0.0003
1252,1.1901389360427856,0.009562038816511631,50.15468503000001,26874,381943,0.4287429451942444,14,331.83,-8.218819618225098,382044,0.0003
1256,0.16185888648033142,0.009153968654572964,50.53059660999998,26963,383324,0.4550573229789734,14,334.04,-8.344131469726562,383425,0.0003
1260,0.7529229521751404,0.009840781800448895,51.08141783999999,27062,384746,0.6175392866134644,14,334.41,-8.208935737609863,384847,0.0003
1264,-1.33311128616333,0.009760038927197456,50.884499489999996,27140,385914,0.03559229522943497,14,334.54,-8.71763801574707,386015,0.0003
1268,0.5867894291877747,0.009302743710577488,50.321483740000005,27208,386948,0.22535014152526855,14,330.7,-8.11853313446045,387049,0.0003
1272,1.5899181365966797,0.009902558289468288,50.173375369999995,27308,388336,0.34602150321006775,14,329.31,-8.416825294494629,388437,0.0003
1276,-0.6583561897277832,0.009693958796560764,50.022292740000005,27403,389641,0.4777661859989166,14,327.63,-8.655303955078125,389742,0.0003
1280,-0.8733716011047363,0.009471823461353779,49.9195204,27488,390804,0.14059948921203613,14,327.88,-8.390169143676758,390905,0.0003
1284,1.00803804397583,0.009422298520803452,50.33918031,27573,391980,0.15560556948184967,14,329.77,-8.2428560256958,392081,0.0003
1288,2.8806653022766113,0.009251831099390984,51.09160688000001,27661,393317,0.5997222661972046,14,332.81,-7.377912521362305,393418,0.0003
1292,0.7867974042892456,0.009080419316887856,50.695078710000004,27752,394619,0.318062424659729,14,330.06,-8.505206108093262,394720,0.0003
1296,-0.2846107482910156,0.009141646325588226,51.317744000000005,27860,396109,0.4783596694469452,14,333.44,-8.378358840942383,396210,0.0003
1300,1.5027836561203003,0.008967519737780094,51.328028830000015,27959,397486,0.10237251222133636,14,335.15,-7.820775032043457,397587,0.0003
1304,1.0619628429412842,0.008966643363237381,51.65182587000001,28070,399019,0.3146422505378723,14,335.81,-7.934023857116699,399120,0.0003
