time/episodes,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/critic_loss,time/fps,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,train/learning_rate
332,-0.5479407906532288,0.009273508563637733,34.97703753,6762,96107,0.6643415093421936,14,268.39,-6.896884441375732,96208,0.0003
336,-0.0805121585726738,0.009716065600514412,34.09699519,6824,96994,0.2547224462032318,14,263.07,-6.393094062805176,97095,0.0003
340,0.3992086946964264,0.009218978695571423,33.98477615000001,6888,97860,0.4092339873313904,14,263.14,-7.007811069488525,97961,0.0003
344,-0.25859305262565613,0.009871297515928745,34.46410103,6977,99078,0.43191367387771606,14,265.08,-6.971014499664307,99179,0.0003
348,-1.0292754173278809,0.009344293735921383,34.76528021,7068,100347,0.3590911030769348,14,266.81,-6.807497501373291,100448,0.0003
352,-1.216949701309204,0.009183164685964584,35.10227465,7153,101511,0.614572286605835,14,269.23,-6.823746681213379,101612,0.0003
356,-0.6125576496124268,0.009638684801757336,35.84237423,7238,102658,0.4482112526893616,14,272.79,-6.727100849151611,102759,0.0003
360,1.1401028633117676,0.009694291278719902,35.57460778,7308,103607,0.04881289228796959,14,271.81,-6.817232131958008,103708,0.0003
364,0.25533556938171387,0.009389991872012615,35.24057207,7389,104702,0.386846661567688,14,268.27,-6.77250337600708,104803,0.0003
368,-0.9508017897605896,0.00941231194883585,35.98887294,7481,105932,0.20623353123664856,14,270.41,-6.420956611633301,106033,0.0003
372,0.8431993722915649,0.009299572557210922,36.41646572,7558,107036,0.3157694935798645,14,271.55,-6.654242515563965,107137,0.0003
376,1.5581005811691284,0.009215295314788818,35.63796708,7616,107839,0.06816123425960541,14,264.34,-6.685053825378418,107940,0.0003
380,-0.3291894197463989,0.008686095476150513,35.8837125,7701,109002,0.11415328085422516,14,263.7,-6.61096715927124,109103,0.0003
384,-0.013749778270721436,0.00901956856250763,36.70023457999999,7784,110154,0.12991198897361755,14,267.93,-6.848110198974609,110255,0.0003
388,0.14315344393253326,0.009255797602236271,36.8764266,7852,111089,0.2812522053718567,14,267.89,-6.440784454345703,111190,0.0003
392,0.5612402558326721,0.009609433822333813,36.85702243000001,7929,112138,0.6505472660064697,14,266.82,-6.225369453430176,112239,0.0003
396,-0.5831393003463745,0.009237486869096756,37.75825141000001,8023,113425,0.34712937474250793,14,270.75,-6.87784481048584,113526,0.0003
400,0.20303875207901,0.008900852873921394,37.175548430000006,8090,114348,0.2943073511123657,14,267.75,-6.802249908447266,114449,0.0003
404,-0.8050713539123535,0.008839940652251244,36.44003872,8151,115174,0.16657599806785583,14,264.09,-6.798266410827637,115275,0.0003
408,0.24851062893867493,0.0088083790615201,36.90973049000001,8242,116430,0.4031006991863251,14,265.09,-6.521745681762695,116531,0.0003
412,0.3084458112716675,0.009059391915798187,36.69127808,8308,117347,0.5998788475990295,14,263.83,-6.267667770385742,117448,0.0003
416,-1.4922432899475098,0.008923899382352829,36.81735934,8389,118453,0.6437073349952698,14,265.39,-6.687221527099609,118554,0.0003
420,-1.7306878566741943,0.008753307163715363,36.93592583,8467,119521,0.20105242729187012,14,266.15,-6.6348724365234375,119622,0.0003
424,-1.4028511047363281,0.008874768391251564,36.82898905,8542,120682,0.17019036412239075,14,267.33,-7.031330585479736,120783,0.0003
428,-1.600968837738037,0.008736194111406803,36.84153317,8605,121638,0.1911737471818924,14,265.59,-6.515489101409912,121739,0.0003
432,-0.9331294298171997,0.008789083920419216,36.88914278,8673,122725,0.06982307136058807,14,266.18,-6.748018264770508,122826,0.0003
436,0.1076006293296814,0.008956870064139366,36.93800738,8727,123575,0.44237416982650757,14,265.81,-6.560387134552002,123676,0.0003
440,1.3398418426513672,0.008647777140140533,37.204810359999996,8788,124504,0.4559814929962158,14,266.44,-6.760944843292236,124605,0.0003
444,1.5333422422409058,0.00865132361650467,36.86425096000001,8855,125502,0.29589176177978516,14,264.24,-6.512698650360107,125603,0.0003
448,1.345337986946106,0.008596885949373245,36.24148629,8925,126488,0.15235866606235504,14,261.41,-6.417477607727051,126589,0.0003
452,0.8452181816101074,0.008689774200320244,36.177794160000005,9002,127552,0.10217586159706116,14,260.41,-6.550711154937744,127653,0.0003
456,0.5954084396362305,0.008754003793001175,36.53152474,9086,128696,0.4217545986175537,14,260.38,-6.597474098205566,128797,0.0003
460,-0.2629055380821228,0.008690266869962215,36.59916394000001,9155,129708,0.6212855577468872,14,261.01,-6.881000995635986,129809,0.0003
464,-0.28396883606910706,0.00928711611777544,36.73934425,9247,131013,0.17066028714179993,14,263.11,-6.3076629638671875,131114,0.0003
468,-0.7540733814239502,0.008868963457643986,36.29529136,9329,132152,0.1370842456817627,14,262.2,-6.942893028259277,132253,0.0003
472,2.4945175647735596,0.009201069362461567,36.64274219,9430,133527,0.5093774795532227,14,264.91,-6.545019149780273,133628,0.0003
476,0.6944950819015503,0.008973230607807636,37.119554609999994,9516,134778,0.4436173141002655,14,269.39,-6.658191680908203,134879,0.0003
480,-0.10372143983840942,0.008959667757153511,37.14737717,9603,136077,0.12391646206378937,14,270.75,-6.791522026062012,136178,0.0003
484,1.0527853965759277,0.009381345473229885,36.89585782,9675,137161,0.564100444316864,14,270.07,-7.128604412078857,137262,0.0003
488,-0.832299530506134,0.009229125455021858,36.851898320000004,9734,138035,0.6241655945777893,14,269.46,-7.017939567565918,138136,0.0003
492,0.7314858436584473,0.009215010330080986,36.48084247,9794,138943,0.2471102625131607,14,268.05,-6.542365550994873,139044,0.0003
496,-0.3509867191314697,0.009250194765627384,35.7939276,9858,139899,0.5339934825897217,14,264.74,-6.5931172370910645,140000,0.0003
500,-0.2623708248138428,0.009332703426480293,36.15549455,9958,141311,0.17461329698562622,14,269.63,-6.407597541809082,141412,0.0003
504,-1.6488733291625977,0.00959092564880848,36.69458931,10034,142356,0.3133910894393921,14,271.82,-6.938313961029053,142457,0.0003
508,-1.049353003501892,0.0093842763453722,36.97241354,10139,143768,0.32318150997161865,14,273.38,-6.606600284576416,143869,0.0003
512,2.261059522628784,0.010003314353525639,37.29225579,10236,145066,0.31783849000930786,14,277.19,-6.191688537597656,145167,0.0003
516,0.4808465838432312,0.010012681595981121,37.385335860000005,10308,146107,0.2295020967721939,14,276.54,-6.46762228012085,146208,0.0003
520,-0.3251901865005493,0.009750191122293472,37.317840450000006,10378,147127,0.12849251925945282,14,276.06,-6.6761064529418945,147228,0.0003
524,-0.46041733026504517,0.008901108056306839,37.733790109999994,10461,148375,0.5724259614944458,14,276.93,-6.6009602546691895,148476,0.0003
528,-0.6302438974380493,0.009522547945380211,37.671843880000004,10537,149436,0.3925515413284302,14,277.98,-6.612023830413818,149537,0.0003
532,0.9419094324111938,0.009223239496350288,38.22381704,10637,150810,0.4269048273563385,14,280.85,-6.871726989746094,150911,0.0003
536,1.4591357707977295,0.009425085037946701,38.619060759999996,10710,151797,0.27151545882225037,14,282.22,-6.8229079246521,151898,0.0003
540,2.2053964138031006,0.009558728896081448,39.767930660000005,10817,153293,0.21277347207069397,14,287.89,-6.971740245819092,153394,0.0003
544,-1.6477560997009277,0.009779544547200203,40.03503991,10889,154297,0.24004119634628296,14,287.95,-6.8502516746521,154398,0.0003
548,0.8085143566131592,0.009415121749043465,40.4309565,10965,155353,0.2866416573524475,14,288.65,-6.353245735168457,155454,0.0003
552,0.9337717294692993,0.009631995111703873,40.673058960000006,11066,156727,0.3455105423927307,14,291.75,-6.894165515899658,156828,0.0003
556,2.553640604019165,0.009839627891778946,40.46227021000001,11156,157963,0.2218296229839325,14,292.67,-6.265110492706299,158064,0.0003
560,1.8163278102874756,0.009205383248627186,41.08353003,11270,159517,0.28043055534362793,14,298.09,-6.923798084259033,159618,0.0003
564,-1.6238776445388794,0.009635807946324348,41.084930119999996,11350,160642,0.3913460969924927,14,296.29,-6.58266019821167,160743,0.0003
568,-2.516897678375244,0.009508183225989342,41.42758893999999,11440,161883,0.09629284590482712,14,297.31,-6.823446750640869,161984,0.0003
572,0.1178080141544342,0.009585983119904995,41.432906939999995,11514,163023,0.203022301197052,14,294.96,-6.786436080932617,163124,0.0003
576,0.5521378517150879,0.009357394650578499,42.06717831,11611,164476,0.20272913575172424,14,296.98,-6.779569149017334,164577,0.0003
580,-0.32282644510269165,0.009724445641040802,42.19062072,11698,165781,0.16237597167491913,14,297.04,-6.471635818481445,165882,0.0003
584,-0.6319007277488708,0.009181986562907696,42.787242709999994,11795,167173,0.3007752299308777,14,300.12,-7.042135238647461,167274,0.0003
588,-0.5960636138916016,0.0096581457182765,43.14936685999999,11883,168327,0.12372806668281555,14,302.92,-6.970451831817627,168428,0.0003
592,2.545781135559082,0.009072949178516865,43.337598549999996,11947,169238,0.6169486045837402,14,302.95,-6.457495212554932,169339,0.0003
596,1.861100435256958,0.00927338469773531,43.78541404,12030,170402,0.6984788179397583,14,305.03,-6.954133987426758,170503,0.0003
600,-0.8327255249023438,0.008822048082947731,44.04700386,12130,171762,0.37738436460494995,14,304.51,-7.1720757484436035,171863,0.0003
604,-0.05972479283809662,0.008700910955667496,44.051678710000004,12217,172957,0.4307064116001129,14,306.01,-7.289289951324463,173058,0.0003
608,-0.34238144755363464,0.00938545260578394,44.42282710000002,12312,174303,0.16305990517139435,14,305.35,-7.094463348388672,174404,0.0003
612,-1.0704530477523804,0.008920151740312576,44.2169342,12382,175302,0.12387457489967346,14,302.36,-7.26774787902832,175403,0.0003
616,-1.6831248998641968,0.008983531035482883,44.59991107,12464,176419,0.32089704275131226,14,303.12,-7.349333763122559,176520,0.0003
620,0.1528770625591278,0.009175176732242107,45.121917630000006,12560,177744,0.0854174867272377,14,306.17,-6.978558540344238,177845,0.0003
624,-0.01973024755716324,0.008464333601295948,45.23849266,12655,179088,0.4488299489021301,14,307.13,-7.400427341461182,179189,0.0003
628,-0.47102391719818115,0.00878511555492878,45.12688185,12714,179984,0.2303365170955658,14,305.48,-7.5252885818481445,180085,0.0003
632,-0.9605615139007568,0.009077795781195164,44.583102170000004,12787,181019,0.2772418260574341,14,302.09,-7.426703453063965,181120,0.0003
636,1.4306097030639648,0.008509724400937557,44.62097908999999,12854,181946,0.3623894453048706,14,301.49,-7.360683917999268,182047,0.0003
640,1.0412994623184204,0.008627677336335182,43.88919869999999,12932,183057,0.3775324821472168,14,297.64,-7.162446975708008,183158,0.0003
644,-0.06350906193256378,0.00908209104090929,45.05941285,13041,184679,0.9346393346786499,14,303.82,-7.168389320373535,184780,0.0003
648,-0.7945383787155151,0.008737248368561268,45.13165540000001,13127,185876,0.7442579865455627,14,305.23,-7.296513557434082,185977,0.0003
652,-1.8291170597076416,0.00842545460909605,45.000848160000004,13207,186981,0.19033825397491455,14,302.54,-7.391147136688232,187082,0.0003
656,-0.5328885316848755,0.009323238395154476,44.67085666999999,13279,187978,0.5560561418533325,14,300.15,-7.596800804138184,188079,0.0003
660,-0.5549318790435791,0.009220992214977741,44.589848540000006,13372,189278,0.19231347739696503,14,297.61,-7.577223300933838,189379,0.0003
664,-1.7433478832244873,0.009147549979388714,45.357245160000005,13470,190635,0.03889729827642441,14,299.93,-7.680861473083496,190736,0.0003
668,0.19769147038459778,0.008814946748316288,45.49965262999999,13567,191966,0.541415274143219,14,300.83,-7.696688175201416,192067,0.0003
672,-0.019392043352127075,0.008713241666555405,45.78700407,13675,193463,0.5004289150238037,14,304.4,-7.380366802215576,193564,0.0003
676,-1.0005866289138794,0.00911455973982811,45.81319147,13769,194750,0.22048193216323853,14,302.74,-7.73753023147583,194851,0.0003
680,0.38219451904296875,0.00949303898960352,46.14223072000001,13871,196150,0.1818186193704605,14,303.69,-7.717044830322266,196251,0.0003
684,0.8213856220245361,0.00952701736241579,45.78364385,13962,197408,0.37085843086242676,14,302.35,-7.95097541809082,197509,0.0003
688,-0.4126585125923157,0.008974454365670681,46.03752375,14052,198684,0.3824424743652344,14,303.57,-7.340778350830078,198785,0.0003
692,0.5105149149894714,0.009389284066855907,46.31670115000001,14128,199794,0.5127211809158325,14,305.56,-8.202483177185059,199895,0.0003
696,0.5078867673873901,0.009190453216433525,47.227431800000005,14239,201338,0.29571080207824707,14,309.36,-7.590499401092529,201439,0.0003
700,1.2603113651275635,0.009582482278347015,48.07882195,14386,203379,0.6806458234786987,14,316.17,-7.633817672729492,203480,0.0003
704,0.34996476769447327,0.010088792070746422,48.07607970999999,14457,204459,0.3523923456668854,14,315.02,-7.692626476287842,204560,0.0003
708,-0.05174031853675842,0.009223058819770813,47.17440974,14540,205722,0.06512095034122467,14,314.19,-7.876248836517334,205823,0.0003
712,0.8003129959106445,0.00934966467320919,47.26868567999999,14601,206643,0.48823076486587524,14,313.41,-7.873100280761719,206744,0.0003
716,0.28400295972824097,0.009864239022135735,47.443308300000005,14680,207832,0.3681706190109253,14,314.13,-7.576140403747559,207933,0.0003
720,0.36386510729789734,0.009163236245512962,47.1508997,14755,208952,0.05739959329366684,14,312.08,-7.747743606567383,209053,0.0003
724,0.7343430519104004,0.00981044489890337,46.57376457999999,14822,209948,0.5549074411392212,14,308.6,-7.758488655090332,210049,0.0003
728,-0.8334583044052124,0.01019215676933527,47.90763145,14941,211686,0.23180720210075378,14,317.02,-7.357231140136719,211787,0.0003
732,-0.3081248104572296,0.009544504806399345,48.162005719999996,15032,213045,0.12888503074645996,14,320.26,-7.45965051651001,213146,0.0003
736,0.23354515433311462,0.009100419469177723,48.09977982999999,15117,214224,0.35059869289398193,14,322.78,-7.94635009765625,214325,0.0003
740,-0.25276488065719604,0.009419280104339123,48.25390325999999,15224,215699,0.5344787836074829,14,326.42,-7.890305042266846,215800,0.0003
744,0.8384307026863098,0.009473675861954689,47.020847090000004,15300,216738,0.12839701771736145,14,320.59,-7.706187725067139,216839,0.0003
748,-0.473645955324173,0.009555556811392307,47.28009917,15391,218022,0.6316972374916077,14,321.46,-7.753649711608887,218123,0.0003
752,1.1481765508651733,0.00935093592852354,47.102617500000015,15461,218982,0.38166189193725586,14,320.01,-8.05599594116211,219083,0.0003
756,-0.3590896725654602,0.009408076293766499,47.92354143999999,15579,220595,0.24778509140014648,14,326.17,-7.908890724182129,220696,0.0003
760,0.543462872505188,0.009460046887397766,48.33431210999999,15694,222161,0.1586015671491623,14,328.83,-7.361189842224121,222262,0.0003
764,0.748053789138794,0.009380008094012737,48.23773880000001,15807,223712,0.31683480739593506,14,330.77,-7.668647289276123,223813,0.0003
768,-0.630580484867096,0.009755050763487816,47.787747930000016,15890,224983,0.47108522057533264,14,330.17,-7.899332046508789,225084,0.0003
772,-0.2558255195617676,0.010019124485552311,47.39160284999999,15979,226210,0.4651109278202057,14,327.47,-7.764903545379639,226311,0.0003
776,-0.5594891309738159,0.010090755298733711,46.66815210000001,16045,227117,0.4271829128265381,14,323.67,-7.93159294128418,227218,0.0003
780,1.3241150379180908,0.009745418094098568,45.62176536999999,16114,228060,0.21448233723640442,14,319.1,-7.1333909034729,228161,0.0003
784,-0.2757558822631836,0.009651272557675838,45.62368335,16189,229090,0.46971625089645386,14,316.82,-7.82882833480835,229191,0.0003
788,0.8770264387130737,0.009733245708048344,45.73015325,16274,230259,0.4206700921058655,14,315.75,-7.784094333648682,230360,0.0003
792,-0.3129505515098572,0.009258618578314781,46.49472789000001,16369,231592,0.2085874080657959,14,317.98,-7.397058963775635,231693,0.0003
796,1.816096544265747,0.009592412039637566,45.646894899999985,16450,232792,0.33674418926239014,14,314.54,-7.604398250579834,232893,0.0003
800,-0.39562228322029114,0.009450849145650864,44.51537427000001,16528,233978,0.5204576253890991,14,305.99,-7.795701503753662,234079,0.0003
804,-1.093206524848938,0.009339915588498116,44.128682010000006,16593,234885,0.06434719264507294,14,304.26,-8.094207763671875,234986,0.0003
808,-0.3954653739929199,0.00974486954510212,44.33764724,16676,236034,0.23756025731563568,14,303.12,-7.949859619140625,236135,0.0003
812,-0.4262963831424713,0.009394555352628231,45.5975371,16783,237643,0.1234191507101059,14,310.0,-7.452421188354492,237744,0.0003
816,-0.3060479760169983,0.009141301736235619,45.87760537,16865,238852,0.10771933197975159,14,310.2,-8.25854778289795,238953,0.0003
820,-0.12278007715940475,0.009730911813676357,45.373212900000006,16926,239704,0.6394088268280029,14,307.52,-7.981795310974121,239805,0.0003
824,0.3698241710662842,0.009288599714636803,45.75746857,17026,241089,0.0782293975353241,14,311.41,-7.663398742675781,241190,0.0003
828,1.3430016040802002,0.009214078076183796,45.10707006,17113,242466,0.3912566900253296,14,307.8,-7.33072566986084,242567,0.0003
832,-0.12254251539707184,0.009667286649346352,45.199969720000006,17201,243810,0.20909234881401062,14,307.65,-8.053110122680664,243911,0.0003
836,-1.9670054912567139,0.009614603593945503,45.763736159999986,17292,245088,0.372137188911438,14,308.64,-8.350341796875,245189,0.0003
840,0.5032603144645691,0.009538917802274227,45.9726121,17388,246447,0.15163132548332214,14,307.48,-7.754767417907715,246548,0.0003
