train/learning_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,train/ent_coef,train/ent_coef_loss,time/fps,train/critic_loss,train/n_updates,rollout/ep_len_mean
0.0003,320,6845,53.46079293,91046,-8.615697860717773,0.015984052792191505,-0.7328393459320068,13,0.49049609899520874,90945,295.93
0.0003,324,6915,52.800853669999995,91953,-8.282837867736816,0.015688017010688782,0.38689693808555603,13,0.6504374742507935,91852,292.72
0.0003,328,7009,52.61652271,93206,-8.112075805664062,0.015843428671360016,-0.44089388847351074,13,0.7716920375823975,93105,293.06
0.0003,332,7092,52.636351520000005,94277,-7.9237518310546875,0.01598905399441719,0.04983064532279968,13,0.1721879243850708,94176,291.95
0.0003,336,7213,53.852082489999994,95834,-8.024894714355469,0.015502296388149261,0.49999290704727173,13,0.35488274693489075,95733,297.56
0.0003,340,7313,54.356975649999995,97113,-8.207098960876465,0.012981553561985493,-1.2190475463867188,13,0.7682691812515259,97012,300.29
0.0003,344,7426,54.59279859999999,98564,-7.952984809875488,0.01391507312655449,0.14346668124198914,13,0.5411693453788757,98463,302.97
0.0003,348,7537,55.94748078,100087,-7.821591854095459,0.01483205333352089,0.0315469354391098,13,0.08045674115419388,99986,307.36
0.0003,352,7635,56.51514756999999,101337,-8.094565391540527,0.014388714917004108,-0.8549264669418335,13,0.8280187845230103,101236,309.83
0.0003,356,7735,56.617070510000005,102665,-8.227920532226562,0.014235654845833778,-0.8289482593536377,13,0.36719799041748047,102564,309.91
0.0003,360,7843,56.63554467,104085,-8.298199653625488,0.01352861151099205,0.7348542809486389,13,0.15373042225837708,103984,311.24
0.0003,364,7937,56.87502677999999,105294,-7.876341819763184,0.013894372619688511,-1.23776376247406,13,0.4834531545639038,105193,311.4
0.0003,368,8024,56.67908707000001,106419,-8.42966079711914,0.01438031904399395,1.0626294612884521,13,0.3416173458099365,106318,310.55
0.0003,372,8123,56.851100589999994,107678,-7.5766921043396,0.014150192029774189,1.9053943157196045,13,0.10389100015163422,107577,310.45
0.0003,376,8207,56.44401901000001,108771,-8.161181449890137,0.013331723399460316,-0.11386236548423767,13,0.4127490222454071,108670,307.83
0.0003,380,8325,56.88096267,110293,-8.389896392822266,0.013786542229354382,-0.03450537472963333,13,0.48641449213027954,110192,310.52
0.0003,384,8406,56.39675783999999,111345,-8.464986801147461,0.013333077542483807,0.9933430552482605,13,0.2635430693626404,111244,308.7
0.0003,388,8488,55.92823669000001,112449,-8.084957122802734,0.01368123758584261,1.4425386190414429,13,0.9613015055656433,112348,307.03
0.0003,392,8562,56.175574350000005,113498,-8.439141273498535,0.01364547573029995,1.072351098060608,13,0.2827703356742859,113397,308.02
0.0003,396,8659,55.96060544,114887,-8.018695831298828,0.0139500442892313,0.7448199391365051,13,0.16863080859184265,114786,308.73
0.0003,400,8732,55.686902329999995,115919,-7.996062278747559,0.013633521273732185,-0.3331702947616577,13,0.5250759124755859,115818,308.49
0.0003,404,8830,55.68917341000001,117285,-7.934427738189697,0.0137806860730052,-0.4079487919807434,13,0.3936598300933838,117184,308.07
0.0003,408,8908,55.953594360000004,118314,-8.52176284790039,0.013512905687093735,-0.8794611692428589,13,0.24067458510398865,118213,308.36
0.0003,412,9019,56.50369048999999,119742,-8.375072479248047,0.012684090062975883,0.2815577983856201,13,0.9005018472671509,119641,311.06
0.0003,416,9102,56.35353529999998,120863,-8.132966041564941,0.01258849073201418,-1.9009757041931152,13,0.36637377738952637,120762,310.9
0.0003,420,9181,55.93693397000001,121934,-8.32975959777832,0.012385697104036808,0.14535176753997803,13,0.872601330280304,121833,308.88
0.0003,424,9280,56.44899765,123217,-8.249621391296387,0.011851076036691666,-0.6836680769920349,13,0.33243805170059204,123116,312.64
0.0003,428,9377,56.119248930000005,124445,-8.25838565826416,0.011866360902786255,-0.3814241290092468,13,0.45257630944252014,124344,312.39
0.0003,432,9458,55.90864989999999,125565,-8.968375205993652,0.012316672131419182,0.048231422901153564,13,0.7677297592163086,125464,312.88
0.0003,436,9571,55.92376715,127236,-8.348030090332031,0.01246959064155817,1.9124828577041626,13,0.2767449617385864,127135,314.02
0.0003,440,9661,56.08781837000001,128581,-8.433083534240723,0.01368674449622631,-1.6992268562316895,13,0.45880138874053955,128480,314.68
0.0003,444,9728,56.002912050000006,129575,-8.450977325439453,0.013122393749654293,0.2707996666431427,13,0.2685889005661011,129474,310.11
0.0003,448,9828,55.487157079999996,131064,-9.041220664978027,0.013444719836115837,-1.063030481338501,13,0.2274026870727539,130963,309.77
0.0003,452,9912,55.1647022,132195,-7.8531813621521,0.01263111550360918,1.8888527154922485,13,0.6171535849571228,132094,308.58
0.0003,456,10023,55.611259630000006,133634,-8.076351165771484,0.013289865106344223,0.43071168661117554,13,0.8990738987922668,133533,309.69
0.0003,460,10128,55.93269726,134961,-8.599461555480957,0.012723349034786224,1.084263801574707,13,0.5512517690658569,134860,308.76
0.0003,464,10228,55.804876400000005,136234,-8.504691123962402,0.012280342169106007,0.785121738910675,13,0.6217782497406006,136133,309.4
0.0003,468,10291,55.230524489999986,137165,-9.140954971313477,0.012715324759483337,-0.10290418565273285,13,0.7439595460891724,137064,307.46
0.0003,472,10388,55.23217434999999,138492,-8.467880249023438,0.013185889460146427,0.5275068283081055,13,0.36908864974975586,138391,308.14
0.0003,476,10466,55.035486,139544,-8.415643692016602,0.01290203258395195,-0.14743265509605408,13,0.4094541668891907,139443,307.73
0.0003,480,10556,54.15555886,140692,-8.31809139251709,0.012668839655816555,1.3127474784851074,13,0.09436085820198059,140591,303.99
0.0003,484,10628,53.920426199999994,141616,-9.21504020690918,0.012837051413953304,-0.0020330664701759815,13,0.6679542064666748,141515,302.71
0.0003,488,10721,54.18142108,142810,-8.329771041870117,0.013275575824081898,0.5723907947540283,13,0.6195171475410461,142709,303.61
0.0003,492,10823,54.750663960000004,144145,-8.531966209411621,0.01276381965726614,2.5980401039123535,13,0.4175630807876587,144044,306.47
0.0003,496,10927,54.682310500000014,145484,-9.048629760742188,0.012687979266047478,-0.5269878506660461,13,0.8819727301597595,145383,305.97
0.0003,500,11028,55.31895035,146782,-8.790048599243164,0.012456676922738552,-0.5763816833496094,13,0.5556093454360962,146681,308.63
0.0003,504,11143,55.27549373,148267,-8.669029235839844,0.012592717073857784,0.07640811800956726,13,0.5804004669189453,148166,309.82
0.0003,508,11235,55.216132169999995,149446,-8.951146125793457,0.012287787161767483,0.33308732509613037,13,0.13910621404647827,149345,311.32
0.0003,512,11348,55.14321172999999,150923,-8.989097595214844,0.012053711339831352,0.7935404777526855,13,0.7009618878364563,150822,311.81
0.0003,516,11425,54.83095640999999,151952,-8.862958908081055,0.01297013834118843,0.1012285053730011,13,0.6260167360305786,151851,310.89
0.0003,520,11503,54.723290469999995,153115,-8.600139617919922,0.01257602870464325,0.45305055379867554,13,0.4011998176574707,153014,311.81
0.0003,524,11604,55.178514750000005,154621,-7.926775932312012,0.012946811504662037,0.7390536069869995,13,1.1458723545074463,154520,314.04
0.0003,528,11674,54.91582302,155657,-8.269119262695312,0.012543227523565292,0.6402984261512756,13,0.41543257236480713,155556,312.12
0.0003,532,11781,55.80249966000001,157167,-9.079183578491211,0.012599041685461998,-0.30105113983154297,13,0.17470955848693848,157066,316.02
0.0003,536,11876,55.37438483000001,158381,-8.639595031738281,0.012416730634868145,-0.28512877225875854,13,0.10609859228134155,158280,311.45
0.0003,540,11963,55.176463670000004,159546,-8.95527458190918,0.012000925838947296,1.1069608926773071,13,1.1868666410446167,159445,309.65
0.0003,544,12056,55.16566806000001,160734,-9.410983085632324,0.012110644020140171,-0.7596368789672852,13,0.38453853130340576,160633,311.59
0.0003,548,12152,54.56735849,161976,-8.542468070983887,0.012323163449764252,-0.25294309854507446,13,0.4265021085739136,161875,309.12
0.0003,552,12231,54.36224757000001,163005,-8.773509979248047,0.01211687084287405,-0.6155818700790405,13,0.5550859570503235,162904,308.1
0.0003,556,12344,54.40089402,164541,-8.22193431854248,0.012131983414292336,0.9074313044548035,13,0.31848645210266113,164440,309.07
0.0003,560,12469,54.89315275,166146,-8.883774757385254,0.012745457701385021,0.44426172971725464,13,0.38277730345726013,166045,311.85
0.0003,564,12567,55.26269012999999,167418,-9.039464950561523,0.011594423092901707,-1.1531339883804321,13,0.19892141222953796,167317,311.84
0.0003,568,12682,56.988277409999995,169101,-8.667574882507324,0.012535269372165203,-1.457427978515625,13,0.3871650695800781,169000,319.36
0.0003,572,12776,56.9302516,170359,-8.678726196289062,0.011872094124555588,-0.9248368740081787,13,1.0049468278884888,170258,318.67
0.0003,576,12879,57.36522213999999,171700,-8.675802230834961,0.0123900743201375,0.1596749722957611,13,0.30781614780426025,171599,321.56
0.0003,580,12976,58.03990504,173050,-9.236117362976074,0.01217858400195837,-0.5600036382675171,13,0.8145673274993896,172949,323.58
0.0003,584,13089,58.9717418,174599,-9.239463806152344,0.012202253565192223,0.596230149269104,13,0.7395690679550171,174498,329.83
0.0003,588,13166,58.598815949999995,175603,-9.089716911315918,0.012435702607035637,-0.13861984014511108,13,1.016197681427002,175502,327.93
0.0003,592,13252,58.43520608,176721,-8.606539726257324,0.012167874723672867,-1.1209157705307007,13,0.276278555393219,176620,325.76
0.0003,596,13363,58.812779779999985,178183,-8.562247276306152,0.01246702205389738,0.8037908673286438,13,0.5871988534927368,178082,326.99
0.0003,600,13467,58.90310625999999,179529,-9.022841453552246,0.012274961918592453,0.6595968008041382,13,0.4411376416683197,179428,327.47
0.0003,604,13558,58.405468469999995,180710,-9.190370559692383,0.012022960931062698,0.8171948790550232,13,0.5101694464683533,180609,324.43
0.0003,608,13661,58.81428578,182026,-9.457103729248047,0.011640080250799656,0.539836585521698,13,0.42845702171325684,181925,325.8
0.0003,612,13736,57.82894497,182998,-8.728297233581543,0.011387529782950878,0.16223305463790894,13,0.8388081789016724,182897,320.75
0.0003,616,13814,57.989882910000006,183993,-8.525612831115723,0.011310026049613953,-0.24432475864887238,13,0.8395400047302246,183892,320.41
0.0003,620,13910,58.4955136,185237,-8.77841567993164,0.011419530026614666,0.08504343032836914,13,0.6759705543518066,185136,321.22
0.0003,624,14024,58.88231769,186775,-8.633077621459961,0.01135343685746193,1.2460997104644775,13,1.0439255237579346,186674,321.54
0.0003,628,14125,59.93119355999999,188145,-9.605897903442383,0.011023087427020073,0.6893571019172668,13,0.3080320358276367,188044,324.88
0.0003,632,14219,59.27246471,189392,-9.321113586425781,0.011626866646111012,0.1265607625246048,13,0.3570225238800049,189291,322.25
0.0003,636,14303,58.85330168999999,190463,-8.942931175231934,0.011625402607023716,0.06147788465023041,13,0.5452146530151367,190362,320.82
0.0003,640,14399,58.74852662999999,191762,-8.827215194702148,0.011644687503576279,0.9000296592712402,13,0.3564661145210266,191661,322.16
0.0003,644,14519,59.86983679000001,193493,-8.623194694519043,0.01201764214783907,0.050555720925331116,13,0.30368468165397644,193392,327.59
0.0003,648,14633,60.852360090000005,195111,-9.4348726272583,0.011552790179848671,-1.3500505685806274,13,0.47454994916915894,195010,331.35
0.0003,652,14739,62.04490498000001,196597,-9.553621292114258,0.011342603713274002,-0.1301344633102417,13,0.4483131766319275,196496,335.92
0.0003,656,14849,62.28792659,198082,-8.54094123840332,0.011997487396001816,-0.4601517915725708,13,0.508483350276947,197981,335.41
0.0003,660,14928,61.68933051999999,199241,-9.717493057250977,0.011887014843523502,-0.44558197259902954,13,0.4070141315460205,199140,330.95
0.0003,664,15026,61.751630330000005,200632,-9.311257362365723,0.011232733726501465,-0.424274206161499,13,0.5171984434127808,200531,332.14
0.0003,668,15135,61.25239640000001,202032,-8.653441429138184,0.011390706524252892,0.40961480140686035,13,0.4350561201572418,201931,329.31
0.0003,672,15223,61.04378167000001,203176,-9.358108520507812,0.011772657744586468,0.4401701092720032,13,0.39614808559417725,203075,328.17
0.0003,676,15324,61.03083732000001,204508,-8.53226375579834,0.011101137846708298,0.7763862609863281,13,0.1671232134103775,204407,328.08
0.0003,680,15427,60.653230940000014,205842,-10.320645332336426,0.011910333298146725,-1.982269525527954,13,0.5024800896644592,205741,327.92
0.0003,684,15533,60.52941839000001,207218,-8.96246337890625,0.012059874832630157,0.08369794487953186,13,0.1718187928199768,207117,326.19
0.0003,688,15638,61.18018052,208568,-9.294235229492188,0.011822770349681377,-0.35054171085357666,13,0.4113333821296692,208467,329.65
0.0003,692,15764,61.837405059999995,210184,-9.192289352416992,0.011490658856928349,-0.7398358583450317,13,0.25264427065849304,210083,334.63
0.0003,696,15854,61.65503027,211445,-8.633136749267578,0.011853992938995361,1.3061182498931885,13,0.41287803649902344,211344,332.62
0.0003,700,15952,61.347807739999986,212709,-9.18863582611084,0.011221411637961864,1.5538803339004517,13,0.6009608507156372,212608,331.8
0.0003,704,16070,61.87844788999999,214227,-9.312848091125488,0.010639453306794167,1.7439017295837402,13,0.45421886444091797,214126,335.17
0.0003,708,16193,62.31937634999999,215823,-9.000951766967773,0.010806119069457054,-0.34438836574554443,13,0.2966422140598297,215722,337.97
0.0003,712,16289,63.02924064999999,217064,-8.869230270385742,0.011179347522556782,0.6171550154685974,13,0.7960931062698364,216963,340.66
0.0003,716,16372,63.24080483999998,218222,-9.425249099731445,0.010908970609307289,-1.1303889751434326,13,0.3684777021408081,218121,342.29
0.0003,720,16463,63.247151800000005,219588,-9.755825996398926,0.01114297192543745,-0.42031729221343994,13,0.6463753581047058,219487,343.51
0.0003,724,16541,62.34815341,220687,-8.703083992004395,0.011712292209267616,1.1852316856384277,13,0.7198535799980164,220586,339.12
0.0003,728,16644,62.160617839999986,222055,-9.04062271118164,0.011282366700470448,-0.47638195753097534,13,0.29094570875167847,221954,339.1
0.0003,732,16755,62.996372699999995,223703,-8.680946350097656,0.010806000791490078,0.6743777990341187,13,0.5051884055137634,223602,343.11
0.0003,736,16838,63.159239279999994,224860,-9.084776878356934,0.011189102195203304,0.7424152493476868,13,0.6536644697189331,224759,343.97
0.0003,740,16957,63.75107738,226399,-9.083057403564453,0.012053562328219414,-1.022544503211975,13,0.3513677716255188,226298,346.37
0.0003,744,17075,63.78162719,228010,-9.804006576538086,0.01064328383654356,-0.37792736291885376,13,0.7306510210037231,227909,345.17
0.0003,748,17173,63.28827311999999,229370,-8.75613021850586,0.010796966031193733,1.687118411064148,13,0.09449054300785065,229269,342.59
0.0003,752,17281,62.34245945,230781,-8.66213321685791,0.010224751196801662,-0.010218560695648193,13,0.37533408403396606,230680,341.84
0.0003,756,17403,62.17283596,232378,-9.563210487365723,0.010864300653338432,-0.8573405742645264,13,0.3094482421875,232277,342.96
0.0003,760,17488,61.83627281000001,233564,-9.366976737976074,0.010790383443236351,-0.7507988810539246,13,0.36539655923843384,233463,343.23
0.0003,764,17585,61.85600900999999,234942,-9.441207885742188,0.010220978409051895,0.4161490797996521,13,0.36285582184791565,234841,343.1
0.0003,768,17687,61.88707138000001,236310,-9.294282913208008,0.010022244416177273,-0.16774891316890717,13,0.2061018943786621,236209,342.78
0.0003,772,17784,62.18228836,237564,-9.105134010314941,0.010456523858010769,1.2931782007217407,13,0.32434675097465515,237463,343.88
0.0003,776,17888,62.38354243,238937,-8.896577835083008,0.010182363912463188,0.8786342144012451,13,0.36505115032196045,238836,344.29
0.0003,780,17999,62.88271365000001,240359,-9.803606986999512,0.009695230051875114,-0.6403525471687317,13,0.1318410038948059,240258,345.17
0.0003,784,18111,62.68634,241796,-9.46746826171875,0.01029540691524744,-0.21427123248577118,13,0.8874067068099976,241695,345.78
0.0003,788,18233,63.19252547,243510,-9.59947681427002,0.010424467734992504,1.9054063558578491,13,0.22272486984729767,243409,349.42
0.0003,792,18329,62.81460413,244881,-9.334537506103516,0.009958614595234394,0.4700775742530823,13,0.2739318311214447,244780,346.97
0.0003,796,18408,62.875035419999996,246053,-9.510977745056152,0.01005344744771719,-0.08453306555747986,13,0.3680279552936554,245952,346.08
0.0003,800,18497,63.20538511000001,247366,-9.196617126464844,0.010369373485445976,0.9000091552734375,13,0.5568671822547913,247265,346.57
0.0003,804,18582,62.71211548000001,248635,-9.833260536193848,0.010017810389399529,0.3594191074371338,13,0.1823488175868988,248534,344.08
0.0003,808,18682,62.488171189999996,250118,-9.471980094909668,0.00973994005471468,-0.0858224630355835,13,0.05660194903612137,250017,342.95
0.0003,812,18774,62.569218279999994,251459,-9.15011215209961,0.01007150299847126,-0.9099035263061523,13,0.13900908827781677,251358,343.95
0.0003,816,18871,63.06258221000001,252880,-9.583589553833008,0.009788884781301022,-0.8336284756660461,13,0.6523792743682861,252779,346.58
0.0003,820,18956,62.89276941999999,254019,-9.250788688659668,0.01000859122723341,-0.451984703540802,13,0.15598493814468384,253918,344.31
0.0003,824,19027,62.41620926,254929,-9.666847229003906,0.009687337093055248,-1.328634262084961,13,0.280351459980011,254828,342.42
0.0003,828,19158,63.00932019999999,256639,-9.594701766967773,0.010177490301430225,0.7149524688720703,13,0.3065871596336365,256538,345.84
0.0003,832,19256,62.421803489999995,257914,-9.548266410827637,0.009946664795279503,0.5899770259857178,13,0.3745483160018921,257813,342.11
0.0003,836,19346,62.3197105,259109,-10.150979995727539,0.010091577656567097,-1.17536199092865,13,0.45980024337768555,259008,342.49
