train/learning_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,train/ent_coef,train/ent_coef_loss,time/fps,train/critic_loss,train/n_updates,rollout/ep_len_mean
0.0003,840,19438,61.70504528999999,260300,-8.825204849243164,0.010110907256603241,0.8763145208358765,13,0.24025174975395203,260199,339.01
0.0003,844,19537,60.73962231999999,261569,-9.576496124267578,0.009961930103600025,0.8849945664405823,13,0.5887967348098755,261468,335.59
0.0003,848,19616,60.16833865999999,262616,-9.701668739318848,0.010428007692098618,-0.3954177498817444,13,1.017903447151184,262515,332.46
0.0003,852,19712,60.757540000000006,264032,-8.895390510559082,0.009829315356910229,-0.38411808013916016,13,0.3634735345840454,263931,332.51
0.0003,856,19791,59.982044640000005,265161,-9.775317192077637,0.009444168768823147,0.3344830870628357,13,0.7646743655204773,265060,327.83
0.0003,860,19900,60.326388939999994,266576,-9.207529067993164,0.01025316584855318,-0.4721187651157379,13,0.5672786235809326,266475,330.12
0.0003,864,20018,60.457515689999994,268209,-9.872956275939941,0.009514550678431988,-0.14252030849456787,13,0.6432739496231079,268108,332.67
0.0003,868,20098,60.216735529999994,269415,-9.957643508911133,0.009877649135887623,1.204801321029663,13,0.26806142926216125,269314,331.05
0.0003,872,20189,59.93175601,270579,-9.336906433105469,0.009489083662629128,1.4311453104019165,13,0.2401716411113739,270478,330.15
0.0003,876,20318,60.61099054,272301,-9.594789505004883,0.009969471022486687,-0.7728080153465271,13,0.2610430419445038,272200,333.64
0.0003,880,20401,60.12825525,273367,-9.475188255310059,0.009485816583037376,1.3528435230255127,13,0.724437952041626,273266,330.08
0.0003,884,20490,60.08016044000001,274533,-10.063989639282227,0.009336593560874462,0.24710729718208313,13,0.6535673141479492,274432,327.37
0.0003,888,20600,59.68081254,275965,-10.670283317565918,0.009501158259809017,-3.2031805515289307,13,0.2295335829257965,275864,324.55
0.0003,892,20708,59.703127550000005,277430,-9.550300598144531,0.009024661965668201,-0.4913080036640167,13,0.2436055839061737,277329,325.49
0.0003,896,20816,59.85099786000001,278852,-10.342793464660645,0.009502055123448372,-0.5596101880073547,13,0.33934709429740906,278751,327.99
0.0003,900,20928,60.31125016000001,280301,-9.609103202819824,0.009318375959992409,-0.8297994136810303,13,0.37627920508384705,280200,329.35
0.0003,904,21034,60.78741826,281663,-10.389896392822266,0.009237336926162243,-2.115605592727661,13,0.17849180102348328,281562,330.28
0.0003,908,21134,60.53477573000001,282973,-9.632646560668945,0.008699699304997921,0.5505548119544983,13,0.4048609733581543,282872,328.55
0.0003,912,21217,60.46358194,284211,-9.885605812072754,0.009343568235635757,0.20453506708145142,13,0.7517508268356323,284110,327.52
0.0003,916,21297,59.875752999999996,285295,-8.86160945892334,0.008930335752665997,1.035040020942688,13,0.8211284875869751,285194,324.15
0.0003,920,21371,59.43773101,286249,-9.506704330444336,0.008913913741707802,1.652431845664978,13,0.22860872745513916,286148,322.3
0.0003,924,21468,60.06824888999999,287517,-9.56155014038086,0.00880302581936121,-1.0140531063079834,13,0.4841684103012085,287416,325.88
0.0003,928,21576,59.524537949999996,288954,-9.72585391998291,0.008521893993020058,-0.9440154433250427,13,0.476248562335968,288853,323.15
0.0003,932,21679,59.86755346000001,290335,-9.138724327087402,0.0094694122672081,-0.0092201828956604,13,0.1910732537508011,290234,324.21
0.0003,936,21772,59.964380369999986,291611,-9.739669799804688,0.008939435705542564,0.2552958130836487,13,0.38879770040512085,291510,325.02
0.0003,940,21855,59.80461571,292768,-10.148301124572754,0.00923446100205183,-0.21110327541828156,13,0.22165930271148682,292667,324.68
0.0003,944,21931,59.086597659999995,293758,-9.747345924377441,0.00852519366890192,1.070404291152954,13,0.611042320728302,293657,321.89
0.0003,948,22020,59.44239175,294901,-9.981510162353516,0.009797275997698307,0.671231746673584,13,0.39148271083831787,294800,322.85
0.0003,952,22112,58.84990746,296132,-10.052201271057129,0.009123129770159721,-0.1038183867931366,13,0.3215008080005646,296031,321.0
0.0003,956,22218,59.231397730000005,297543,-9.45586109161377,0.008738973177969456,1.1797540187835693,13,0.8588261604309082,297442,323.82
0.0003,960,22324,59.14246002,298921,-9.992602348327637,0.008631561882793903,0.8647216558456421,13,0.4736810326576233,298820,323.45
0.0003,964,22452,59.70600011,300638,-9.40538501739502,0.008423104882240295,0.6138733625411987,13,0.5177391767501831,300537,324.29
0.0003,968,22542,59.67168262,301985,-9.934670448303223,0.008711792528629303,0.6706377267837524,13,1.6582856178283691,301884,325.7
0.0003,972,22632,59.47025725,303230,-9.994811058044434,0.008523751050233841,0.5643383860588074,13,0.35215437412261963,303129,326.51
0.0003,976,22729,58.62837797,304481,-9.932425498962402,0.008341288194060326,0.43104004859924316,13,0.2270423173904419,304380,321.8
0.0003,980,22836,58.89580485999999,305876,-9.168587684631348,0.008709773421287537,0.284963995218277,13,0.45061033964157104,305775,325.09
0.0003,984,22946,59.584822429999996,307303,-9.821088790893555,0.009230261668562889,0.2529168725013733,13,1.1372339725494385,307202,327.7
0.0003,988,23049,59.38463737,308641,-9.425214767456055,0.00868624821305275,0.4224299490451813,13,0.3380436301231384,308540,326.76
0.0003,992,23147,59.19198546000001,309917,-10.24625015258789,0.008572251535952091,-0.4101991057395935,13,0.4855331778526306,309816,324.87
0.0003,996,23243,58.88393067,311141,-10.469711303710938,0.008980241604149342,-0.15562443435192108,13,0.6284935474395752,311040,322.89
0.0003,1000,23349,58.780264339999995,312504,-9.424898147583008,0.008896945044398308,-0.3593714237213135,13,0.34931880235671997,312403,322.03
0.0003,1004,23440,58.35565746,313689,-10.13736343383789,0.008552037179470062,-1.1231626272201538,13,0.4798260033130646,313588,320.26
0.0003,1008,23527,58.18479804,314800,-9.836925506591797,0.009042982943356037,2.19425106048584,13,0.18773454427719116,314699,318.27
0.0003,1012,23626,58.591457369999986,316180,-9.847488403320312,0.009168488904833794,-0.23305000364780426,13,0.14018705487251282,316079,319.69
0.0003,1016,23727,58.77019641000001,317493,-10.774996757507324,0.008825722150504589,-1.96278715133667,13,0.9416511654853821,317392,321.98
0.0003,1020,23839,59.77834600999999,318948,-9.853096961975098,0.008552636951208115,0.20625731348991394,13,0.7197273969650269,318847,326.99
0.0003,1024,23957,60.42651223,320467,-9.732159614562988,0.008194612339138985,0.687020480632782,13,0.11201764643192291,320366,329.5
0.0003,1028,24050,59.72510942000001,321693,-10.133981704711914,0.009044052101671696,0.21538209915161133,13,0.30821144580841064,321592,327.39
0.0003,1032,24147,59.33421488,323063,-10.197343826293945,0.008294766768813133,-0.18506145477294922,13,0.509207010269165,322962,327.28
0.0003,1036,24242,59.339404689999995,324299,-10.031987190246582,0.008546900935471058,-0.8713239431381226,13,0.17685872316360474,324198,326.88
0.0003,1040,24348,59.68305969,325669,-10.209371566772461,0.008661994710564613,-0.5622600317001343,13,0.039453040808439255,325568,329.01
0.0003,1044,24430,60.02819008999999,326721,-9.70566177368164,0.008632817305624485,1.6464781761169434,13,0.8552418351173401,326620,329.63
0.0003,1048,24531,60.12735025999999,328032,-9.498445510864258,0.008948516100645065,1.2610571384429932,13,0.982876181602478,327931,331.31
0.0003,1052,24605,60.09697824,329149,-10.331047058105469,0.008877011016011238,-0.3030742406845093,13,0.12658093869686127,329048,330.17
0.0003,1056,24716,60.398744180000016,330661,-10.099432945251465,0.008824699558317661,-1.011067509651184,13,0.48825860023498535,330560,331.18
0.0003,1060,24800,59.87367609,331786,-9.439757347106934,0.00883696973323822,0.014240488409996033,13,0.3613966703414917,331685,328.65
0.0003,1064,24915,59.529408829999994,333327,-9.97549057006836,0.008151828311383724,-0.653109610080719,13,0.37966036796569824,333226,326.89
0.0003,1068,25020,59.637028120000004,334683,-9.984746932983398,0.008761575445532799,-1.164534568786621,13,0.07802455127239227,334582,326.98
0.0003,1072,25136,60.41327749999999,336226,-10.09293270111084,0.00849215593189001,0.5620272755622864,13,0.20305168628692627,336125,329.96
0.0003,1076,25228,60.346668799999996,337431,-9.561272621154785,0.008376327343285084,0.15579894185066223,13,0.39708489179611206,337330,329.5
0.0003,1080,25334,60.098049,338789,-10.358445167541504,0.008487783372402191,0.03379848599433899,13,0.6414346694946289,338688,329.13
0.0003,1084,25449,60.006545640000006,340265,-9.516788482666016,0.008070467971265316,1.324653148651123,13,0.49371904134750366,340164,329.62
0.0003,1088,25546,60.022789759999995,341538,-10.183905601501465,0.008764082565903664,0.7636216878890991,13,0.6348353624343872,341437,328.97
0.0003,1092,25651,60.00853454,342926,-10.475900650024414,0.008590173907577991,-1.0809695720672607,13,0.5490524172782898,342825,330.09
0.0003,1096,25740,59.792635090000005,344133,-10.36096477508545,0.008215783163905144,0.33308494091033936,13,0.3787561058998108,344032,329.92
0.0003,1100,25840,59.23990701,345430,-9.788468360900879,0.00875668041408062,0.6666116714477539,13,0.8264628648757935,345329,329.26
0.0003,1104,25918,58.78044375999999,346450,-10.641898155212402,0.008651204407215118,-0.4967069625854492,13,0.4203221797943115,346349,327.61
0.0003,1108,26029,59.17814367,347901,-10.638215065002441,0.008641519583761692,-0.40112143754959106,13,0.23484373092651367,347800,331.01
0.0003,1112,26093,57.964852900000004,348725,-9.958443641662598,0.009268769063055515,0.050576191395521164,13,0.34729906916618347,348624,325.45
0.0003,1116,26183,57.971624899999995,349897,-9.602912902832031,0.008607394061982632,1.3534764051437378,13,0.20075905323028564,349796,324.04
0.0003,1120,26263,56.871201969999994,350939,-10.260993957519531,0.008892597630620003,-0.453750342130661,13,0.929218053817749,350838,319.91
0.0003,1124,26372,56.49431995999999,352345,-9.731636047363281,0.008394820615649223,0.3419044315814972,13,0.2649358808994293,352244,318.78
0.0003,1128,26478,56.868865080000006,353703,-9.963624954223633,0.008655883371829987,-1.2730557918548584,13,0.4373955726623535,353602,320.1
0.0003,1132,26562,56.51759024999999,354844,-10.208322525024414,0.008508332073688507,-0.19990193843841553,13,0.4780759811401367,354743,317.81
0.0003,1136,26638,56.34793698000001,355886,-10.478508949279785,0.00891728512942791,-1.251510500907898,13,0.2272583246231079,355785,315.87
0.0003,1140,26745,56.7633359,357386,-9.696002006530762,0.008362147957086563,0.7588922381401062,13,0.6615413427352905,357285,317.17
0.0003,1144,26820,56.85636041,358447,-10.281941413879395,0.008663931861519814,-0.7470600605010986,13,0.3023318946361542,358346,317.26
0.0003,1148,26910,56.94051912,359704,-9.480400085449219,0.008631883189082146,0.09175470471382141,13,0.37156444787979126,359603,316.72
0.0003,1152,27022,57.90134367,361249,-10.461273193359375,0.007998492568731308,1.6673437356948853,13,0.09982502460479736,361148,321.0
0.0003,1156,27128,58.17841838,362824,-10.274922370910645,0.008458991535007954,0.8489550948143005,13,0.4746769964694977,362723,321.63
0.0003,1160,27218,58.530218569999995,364053,-9.910408973693848,0.0085537014529109,0.6723188161849976,13,0.39514467120170593,363952,322.67
0.0003,1164,27326,58.51326322,365440,-10.285593032836914,0.00884560402482748,-2.012660503387451,13,0.6061683893203735,365339,321.13
0.0003,1168,27413,58.205953449999996,366566,-10.159161567687988,0.008243449032306671,0.9688174724578857,13,1.067610740661621,366465,318.83
0.0003,1172,27505,57.71128070999999,367745,-9.900628089904785,0.008510413579642773,0.49009448289871216,13,0.7267175912857056,367644,315.19
0.0003,1176,27613,58.25418321,369210,-9.553567886352539,0.008182395249605179,-0.47547978162765503,13,0.4679291248321533,369109,317.79
0.0003,1180,27698,57.90086046999999,370339,-10.740743637084961,0.008249090984463692,-1.256221890449524,13,0.5979465842247009,370238,315.5
0.0003,1184,27785,57.37727949999999,371465,-9.911600112915039,0.007881703786551952,0.16725443303585052,13,0.5126687288284302,371364,312.0
0.0003,1188,27909,57.73164505999999,373068,-9.871541976928711,0.008281010203063488,-0.17574718594551086,13,0.40496402978897095,372967,315.3
0.0003,1192,28028,58.46587046999999,374610,-10.834132194519043,0.008061667904257774,-1.4397276639938354,13,0.5817935466766357,374509,316.84
0.0003,1196,28137,59.159188029999996,376159,-10.333883285522461,0.00844231341034174,0.10223300009965897,13,0.3716893792152405,376058,320.26
0.0003,1200,28234,59.67856189,377741,-10.366994857788086,0.008500744588673115,-1.214036226272583,13,0.18254834413528442,377640,323.11
0.0003,1204,28308,60.15681139,378947,-9.798286437988281,0.008662700653076172,0.4594871997833252,13,0.46282294392585754,378846,324.97
0.0003,1208,28362,59.237347790000015,379828,-9.815083503723145,0.007948420010507107,-0.43451792001724243,13,0.15043531358242035,379727,319.27
0.0003,1212,28451,60.00832656000001,381292,-10.688294410705566,0.007837947458028793,-0.6588239669799805,13,0.5689682960510254,381191,325.67
0.0003,1216,28518,59.77882248000001,382368,-10.648837089538574,0.007946203462779522,-1.0281773805618286,13,0.39517244696617126,382267,324.71
0.0003,1220,28610,60.82962004,383852,-10.216584205627441,0.007990601472556591,0.6625011563301086,13,0.4078124761581421,383751,329.13
0.0003,1224,28686,60.61030452,385089,-9.78434944152832,0.007803624030202627,0.29559171199798584,13,0.1816108673810959,384988,327.44
0.0003,1228,28760,60.39451912,386290,-10.975228309631348,0.008158388547599316,0.4499046802520752,13,0.4624860882759094,386189,325.87
0.0003,1232,28832,60.525820510000024,387461,-9.988162994384766,0.007768987212330103,0.5148336291313171,13,0.2897500991821289,387360,326.17
0.0003,1236,28904,60.71332024,388645,-10.232078552246094,0.007761159911751747,-0.724700927734375,13,0.4974278509616852,388544,327.59
0.0003,1240,28973,60.046960399999996,389771,-10.982318878173828,0.0078332694247365,0.2212570160627365,13,0.6082231998443604,389670,323.85
0.0003,1244,29045,60.46148411,390954,-10.516458511352539,0.008269945159554482,0.5921856760978699,13,0.5402755737304688,390853,325.07
0.0003,1248,29119,60.14132898999999,392153,-10.580859184265137,0.008264930918812752,0.07103919982910156,13,0.5798889398574829,392052,324.49
0.0003,1252,29193,59.121374849999995,393368,-9.849052429199219,0.00805470161139965,1.656310796737671,13,0.9244992733001709,393267,321.19
0.0003,1256,29288,59.02128862000001,394929,-10.731772422790527,0.007845216430723667,-2.509521961212158,13,0.41381675004959106,394828,321.05
0.0003,1260,29371,59.38561048,396280,-10.80141830444336,0.0082775317132473,0.3341955542564392,13,0.6757946014404297,396179,322.27
0.0003,1264,29426,58.014007079999985,397179,-9.586264610290527,0.00857524387538433,-0.02011960744857788,13,0.20663484930992126,397078,317.39
0.0003,1268,29533,58.89494106000001,398942,-9.91108512878418,0.008096485398709774,1.5901049375534058,13,0.20590820908546448,398841,323.76
