rollout/ep_len_mean,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,time/fps,time/episodes,train/n_updates,train/ent_coef_loss,time/total_timesteps,train/learning_rate,train/actor_loss
290.83,9101,0.05129216983914375,22.715414449999994,0.00502010527998209,22,704,206413,2.130571126937866,206514,0.0003,-4.6569294929504395
291.06,9146,0.1719210147857666,22.79971855,0.005077127832919359,22,708,207402,0.42633533477783203,207503,0.0003,-4.768518924713135
293.44,9211,0.32710447907447815,22.9415653,0.005020799580961466,22,712,208789,0.5949020385742188,208890,0.0003,-4.666667938232422
292.18,9263,0.3121105134487152,22.87576586,0.0050570424646139145,22,716,209931,0.2798970341682434,210032,0.0003,-4.574626445770264
293.92,9312,0.18530578911304474,23.137251130000003,0.004934083670377731,22,720,210975,-0.616295337677002,211076,0.0003,-4.6623334884643555
291.99,9358,0.2042771875858307,22.779139749999995,0.00493519427254796,22,724,211960,0.6821076273918152,212061,0.0003,-4.790225505828857
289.75,9413,0.24967080354690552,22.47327894,0.005005429033190012,22,728,213121,1.1261014938354492,213222,0.0003,-4.971614360809326
288.06,9464,0.17100822925567627,22.49899018,0.00533643364906311,22,732,214221,-0.5353502631187439,214322,0.0003,-4.772699356079102
288.01,9514,0.0892205685377121,22.455893360000005,0.0050120591185987,22,736,215390,-1.7154262065887451,215491,0.0003,-4.840651988983154
281.94,9553,0.2038118839263916,21.836201470000006,0.005127159878611565,22,740,216421,-0.3662542998790741,216522,0.0003,-5.009379863739014
283.82,9604,0.26850807666778564,22.293677609999996,0.005176122300326824,22,744,217774,0.2053793966770172,217875,0.0003,-4.78643798828125
287.07,9652,0.21636222302913666,22.68683476,0.004907688591629267,22,748,219048,0.7507901191711426,219149,0.0003,-4.648629188537598
287.22,9693,0.09310553967952728,22.611834180000002,0.005224877502769232,22,752,220140,0.5950769186019897,220241,0.0003,-4.591810703277588
285.3,9730,0.039544664323329926,22.519734130000007,0.004962338600307703,22,756,221114,-0.043173208832740784,221215,0.0003,-4.629619598388672
285.68,9776,0.19188928604125977,22.609769930000002,0.005120443645864725,22,760,222313,0.8053115010261536,222414,0.0003,-4.539430618286133
284.21,9810,0.3654387593269348,22.38078451999999,0.005263981409370899,22,764,223222,-1.385181188583374,223323,0.0003,-4.944741725921631
288.85,9869,0.39948487281799316,22.967805299999995,0.0051097748801112175,22,768,224641,-0.9186481833457947,224742,0.0003,-4.7836384773254395
287.27,9905,0.10879559069871902,22.78786269,0.005275122355669737,22,772,225715,1.659300446510315,225816,0.0003,-4.579237461090088
289.22,9946,0.020758450031280518,23.00113063,0.005506428889930248,22,776,226954,0.24182212352752686,227055,0.0003,-4.741662502288818
289.71,9984,0.28928056359291077,23.119190909999997,0.005171025637537241,22,780,228076,-0.823582112789154,228177,0.0003,-4.730391502380371
290.47,10020,0.06979023665189743,23.33398463,0.005137441214174032,22,784,229186,0.07455632090568542,229287,0.0003,-4.791335582733154
286.41,10058,0.11711953580379486,23.156822629999997,0.005206502974033356,22,788,230339,1.4148228168487549,230440,0.0003,-4.447154998779297
287.27,10094,0.13645052909851074,23.19039561,0.005483703687787056,22,792,231480,0.6906282305717468,231581,0.0003,-4.7291436195373535
287.34,10130,0.1831885278224945,23.24365388,0.005341922864317894,22,796,232555,-1.1440259218215942,232656,0.0003,-4.722953796386719
282.62,10160,0.0581076443195343,23.004158219999994,0.005417542532086372,22,800,233468,-0.3234149217605591,233569,0.0003,-4.598113059997559
282.11,10197,0.06530225276947021,23.229858789999998,0.005179057829082012,23,804,234624,1.3111270666122437,234725,0.0003,-4.567816734313965
286.58,10245,0.04880391061306,23.60417476999999,0.005324956960976124,23,808,236060,-1.9908225536346436,236161,0.0003,-4.901020050048828
285.84,10290,0.09242536872625351,23.787264,0.005222159903496504,23,812,237373,-0.0014164894819259644,237474,0.0003,-4.586758613586426
284.44,10324,0.03734369948506355,23.722271550000002,0.005664696451276541,23,816,238375,0.20775356888771057,238476,0.0003,-4.533314228057861
286.19,10366,0.12323476374149323,24.02464532,0.005568519234657288,23,820,239594,-0.21760840713977814,239695,0.0003,-4.361468315124512
285.07,10395,0.19484645128250122,24.035321900000003,0.005680311471223831,23,824,240467,-0.7526739835739136,240568,0.0003,-4.627837181091309
284.31,10432,0.2329850196838379,24.018567719999997,0.005691682919859886,23,828,241552,0.21948958933353424,241653,0.0003,-4.560767650604248
286.26,10475,0.18493737280368805,24.06818676,0.005590465385466814,23,832,242847,-1.0765128135681152,242948,0.0003,-4.691757678985596
287.35,10517,0.14870736002922058,24.24727693,0.005422212649136782,23,836,244125,-1.1318585872650146,244226,0.0003,-4.806755542755127
293.66,10589,0.32165664434432983,24.978479560000004,0.005317933391779661,23,840,245787,1.539686918258667,245888,0.0003,-4.511798858642578
291.16,10681,0.07153965532779694,24.548255489999995,0.0054326606914401054,23,844,246890,0.20979326963424683,246991,0.0003,-4.6708855628967285
289.63,10732,0.031728051602840424,24.45861577,0.005148420110344887,23,848,248011,0.9166659116744995,248112,0.0003,-4.449031829833984
287.26,10759,0.026585550978779793,24.22622101,0.005067557096481323,23,852,248866,-1.2296587228775024,248967,0.0003,-4.660778999328613
290.66,10800,0.08033919334411621,24.483592269999995,0.004870878532528877,23,856,250180,0.8175166249275208,250281,0.0003,-4.635948657989502
290.45,10837,0.1538306325674057,24.493485419999992,0.005092696752399206,23,860,251358,0.2136288434267044,251459,0.0003,-4.414888381958008
292.47,10872,0.14634782075881958,24.619887569999996,0.0051132263615727425,23,864,252469,0.9159179329872131,252570,0.0003,-4.657017230987549
290.35,10910,0.4132336378097534,24.489065110000002,0.005474514793604612,23,868,253676,2.5430705547332764,253777,0.0003,-4.572256088256836
292.19,10949,0.1640748530626297,24.85691788,0.005380516871809959,23,872,254934,-0.2982146739959717,255035,0.0003,-4.814680576324463
296.0,11001,0.05095132812857628,25.057863240000003,0.005042679142206907,23,876,256554,1.6241203546524048,256655,0.0003,-4.593815803527832
296.93,11040,0.11861199140548706,24.86843175,0.004982915241271257,23,880,257769,0.06761029362678528,257870,0.0003,-5.042626857757568
296.54,11073,0.09398339688777924,24.606930539999997,0.005663092248141766,23,884,258840,2.7916760444641113,258941,0.0003,-4.417551040649414
296.57,11109,0.18528789281845093,24.51292806,0.005310521461069584,23,888,259996,-0.711968719959259,260097,0.0003,-4.483640670776367
298.46,11152,0.13359752297401428,24.694804299999998,0.0052213408052921295,23,892,261326,1.4211150407791138,261427,0.0003,-4.5244035720825195
302.23,11197,0.10799774527549744,24.88395805,0.005423606373369694,23,896,262778,0.1703968048095703,262879,0.0003,-4.784173965454102
303.04,11231,0.08901567757129669,24.97758833,0.0055093178525567055,23,900,263772,-2.1219544410705566,263873,0.0003,-4.70472526550293
307.19,11287,0.0736113041639328,25.1905539,0.005323680117726326,23,904,265343,0.9187880158424377,265444,0.0003,-4.632111549377441
305.3,11328,0.10033083707094193,25.146469520000004,0.005221046973019838,23,908,266590,0.9216694831848145,266691,0.0003,-4.514400482177734
305.58,11372,0.03311533480882645,25.09726284,0.0050903246738016605,23,912,267931,-2.5156426429748535,268032,0.0003,-4.816609859466553
307.6,11411,0.06909340620040894,25.028066009999996,0.005185910500586033,23,916,269135,-0.30650272965431213,269236,0.0003,-4.426980972290039
307.1,11448,0.052224256098270416,24.642260710000002,0.005244018975645304,23,920,270304,0.544739842414856,270405,0.0003,-4.866795063018799
308.99,11483,0.10974735021591187,24.75470711,0.005325155332684517,23,924,271366,-0.8327283263206482,271467,0.0003,-4.859503746032715
309.8,11520,0.27269095182418823,24.762532139999994,0.005653928965330124,23,928,272532,1.5677168369293213,272633,0.0003,-4.776592254638672
310.82,11565,0.014254869893193245,24.821317309999998,0.0051437062211334705,23,932,273929,-0.5268009901046753,274030,0.0003,-4.791772842407227
312.32,11611,0.07284261286258698,25.245267409999997,0.005237331613898277,23,936,275357,-0.8246166706085205,275458,0.0003,-4.4573259353637695
309.38,11656,0.21506302058696747,24.82499413,0.004980872385203838,23,940,276725,0.3028382360935211,276826,0.0003,-4.717646598815918
308.37,11688,0.1325254738330841,24.636601929999998,0.005039015784859657,23,944,277727,1.064206838607788,277828,0.0003,-4.74082612991333
307.61,11721,0.2568742036819458,24.432330910000005,0.005245391745120287,23,948,278772,-2.0342392921447754,278873,0.0003,-4.680320739746094
309.46,11755,0.19807171821594238,24.743999050000003,0.005266755353659391,23,952,279812,0.3305091857910156,279913,0.0003,-4.731954574584961
307.21,11790,0.11401106417179108,24.42573288,0.0053438157774508,23,956,280901,1.034928321838379,281002,0.0003,-4.907402992248535
309.88,11835,0.31249189376831055,24.413534530000003,0.005398094654083252,23,960,282346,0.5613361597061157,282447,0.0003,-4.610117435455322
311.38,11875,0.025157639756798744,24.634430010000006,0.0055467537604272366,23,964,283607,-1.3728795051574707,283708,0.0003,-4.556766986846924
311.72,11915,0.18166634440422058,24.41840385,0.0054062060080468655,23,968,284848,-0.0026604197919368744,284949,0.0003,-4.514969825744629
311.2,11953,0.07134976238012314,24.3455868,0.005193918943405151,23,972,286054,-0.8548200726509094,286155,0.0003,-4.733691692352295
