train/actor_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/learning_rate,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,time/fps
-43.56258010864258,168,155.17,26049,0.11951112747192383,0.0003,508,22.228153228759766,237.17681808,200116,0.2040875405073166,51
-39.78177261352539,172,154.66,26586,0.12100335210561752,0.0003,518,33.840179443359375,237.58495587,200653,0.0838702991604805,51
-42.79450607299805,176,155.58,27199,0.11916901171207428,0.0003,529,154.08953857421875,239.04052898999998,201266,0.35213711857795715,51
-41.25651550292969,180,155.79,27838,0.11400860548019409,0.0003,540,31.377193450927734,240.07127668,201905,0.42620766162872314,51
-39.68513107299805,184,154.2,28441,0.11217635124921799,0.0003,551,27.71736717224121,237.52469109,202508,-0.6053112149238586,51
-38.6583251953125,188,155.63,29125,0.11055196821689606,0.0003,564,22.172378540039062,239.87354024,203192,0.2480810582637787,51
-40.44187927246094,192,156.03,29705,0.1067003607749939,0.0003,574,29.253829956054688,234.80141027999997,203772,-0.2374376803636551,51
-39.399723052978516,196,154.39,30394,0.10267232358455658,0.0003,586,42.38302230834961,230.64649349999996,204461,-1.0381182432174683,51
-38.42730712890625,200,153.11,30926,0.09859073907136917,0.0003,596,25.628602981567383,229.70067441999998,204993,0.09039901942014694,51
-42.61253356933594,204,153.42,31559,0.10040201246738434,0.0003,607,41.62096405029297,228.77492030000002,205626,0.7422211766242981,51
-40.21564865112305,208,155.55,32324,0.0961955189704895,0.0003,621,31.17572784423828,206.22610721,206391,-0.26018232107162476,51
-38.42621612548828,212,152.43,32887,0.0955822542309761,0.0003,631,20.654504776000977,201.01831908,206954,0.09270934760570526,52
-37.26678466796875,216,153.96,33472,0.09278719127178192,0.0003,642,25.821622848510742,201.14639399999996,207539,0.07289984822273254,52
-39.2347526550293,220,155.22,34193,0.08611011505126953,0.0003,655,27.59761619567871,203.95931649,208260,1.5629689693450928,52
-38.33725357055664,224,154.94,34825,0.08001283556222916,0.0003,666,26.752328872680664,205.34602109,208892,-0.5467076301574707,52
-35.35551071166992,228,153.08,35329,0.0771220326423645,0.0003,675,25.29738426208496,204.46173921,209396,0.4966699481010437,52
-37.58699417114258,232,150.96,35838,0.07856745272874832,0.0003,685,23.03680419921875,202.79591437,209905,0.3827873170375824,52
-37.623382568359375,236,148.96,36391,0.07832332700490952,0.0003,695,23.967212677001953,199.78801893000002,210458,0.31691795587539673,52
-40.1628532409668,240,150.96,36997,0.07761689275503159,0.0003,706,25.439781188964844,201.50630525999998,211064,-0.18884947896003723,52
-37.1098747253418,244,150.66,37511,0.07673562318086624,0.0003,715,22.298053741455078,201.59027906,211578,-1.509708285331726,52
-37.065860748291016,248,150.93,38131,0.06841719895601273,0.0003,726,21.261478424072266,195.21497626000001,212198,-0.32543647289276123,52
-37.9013671875,252,150.96,38727,0.06838877499103546,0.0003,737,24.905426025390625,193.50489866000004,212794,-1.2710052728652954,52
-36.6561164855957,256,150.56,39328,0.07140496373176575,0.0003,749,19.686946868896484,193.97961695,213395,0.011716946959495544,52
-39.28984069824219,260,150.73,40038,0.07323616743087769,0.0003,764,27.386398315429688,195.76038013000002,214105,0.30671000480651855,52
-34.376155853271484,264,153.63,40849,0.07513170689344406,0.0003,782,12.582291603088379,199.12321254,214916,0.6711509227752686,52
-36.554969787597656,268,153.36,41385,0.07755771279335022,0.0003,793,21.971961975097656,202.75338827000004,215452,1.1484370231628418,52
-35.10066223144531,272,154.58,42044,0.08087705820798874,0.0003,806,12.060617446899414,203.68342427,216111,-0.25918033719062805,52
-36.85289001464844,276,155.54,42753,0.07800636440515518,0.0003,821,23.64522933959961,204.39534187000004,216820,1.5968564748764038,52
-34.093910217285156,280,155.15,43353,0.08274049311876297,0.0003,832,24.042644500732422,202.26708977,217420,0.30826669931411743,52
-37.00413513183594,284,156.32,44073,0.08237234503030777,0.0003,846,22.60509490966797,201.30727297,218140,1.788278579711914,52
-31.62548828125,288,157.3,44855,0.09070228785276413,0.0003,862,35.95478057861328,199.34562071000005,218922,-0.0368463397026062,52
-36.67835235595703,292,158.96,45601,0.07750838249921799,0.0003,875,18.950973510742188,201.81112572,219668,-1.955902338027954,52
-33.637203216552734,296,157.26,46120,0.07394926249980927,0.0003,885,19.176677703857422,200.10682231000007,220187,2.506291627883911,52
-36.857051849365234,300,156.79,46605,0.07666073739528656,0.0003,894,19.684316635131836,198.624738,220672,0.6978259682655334,52
-36.743961334228516,304,157.4,47299,0.08080383390188217,0.0003,906,20.474533081054688,195.59181599,221366,1.0261908769607544,52
-34.962730407714844,308,155.49,47873,0.08538231253623962,0.0003,917,28.920337677001953,194.59974929,221940,1.5387341976165771,52
-37.276206970214844,312,156.97,48584,0.08905627578496933,0.0003,931,88.59514617919922,194.9825073,222651,0.3850517272949219,52
-39.12753677368164,316,157.11,49183,0.08826544880867004,0.0003,943,26.476276397705078,195.30954999999994,223250,0.5896415710449219,52
-37.911964416503906,320,154.44,49637,0.09168898314237595,0.0003,951,20.09017562866211,190.68277755,223704,0.6235085725784302,52
-37.02139663696289,324,153.11,50136,0.09187684953212738,0.0003,960,22.65593719482422,187.29580514,224203,-0.627517580986023,52
-38.87962341308594,328,155.51,50880,0.09549151360988617,0.0003,974,27.455766677856445,190.33086618999997,224947,0.30474045872688293,52
-37.785736083984375,332,155.66,51404,0.09912973642349243,0.0003,984,20.773296356201172,190.96362687999996,225471,-1.4700915813446045,52
-37.571800231933594,336,155.7,51961,0.0999113917350769,0.0003,994,26.098665237426758,189.39587018999998,226028,1.3315236568450928,52
-38.976219177246094,340,155.02,52499,0.10279442369937897,0.0003,1005,15.30889892578125,189.11763985000002,226566,0.703648030757904,52
-38.38658142089844,344,155.88,53099,0.10649333149194717,0.0003,1015,16.97780990600586,188.38598874,227166,-0.39316532015800476,52
-37.648765563964844,348,154.18,53549,0.10857847332954407,0.0003,1024,48.419822692871094,186.41586557,227616,0.18144601583480835,52
-37.98680114746094,352,152.79,54006,0.10876686871051788,0.0003,1032,35.149383544921875,184.45047536999994,228073,-0.5616190433502197,52
-39.75722122192383,356,150.78,54406,0.10729748755693436,0.0003,1039,44.8504524230957,178.83580411,228473,0.35893523693084717,52
-36.41353225708008,360,150.62,55100,0.10718751698732376,0.0003,1052,16.145233154296875,175.36443982,229167,-0.29786479473114014,52
-37.063602447509766,364,149.07,55756,0.10441987216472626,0.0003,1064,21.701141357421875,173.66839593000003,229823,0.6855647563934326,52
-37.695404052734375,368,152.3,56615,0.10846810042858124,0.0003,1080,23.612403869628906,173.88314723000002,230682,-0.3352315425872803,52
-36.287193298339844,372,149.93,57037,0.11636365205049515,0.0003,1088,30.496906280517578,170.66254123,231104,0.5916659235954285,52
-33.59608459472656,376,149.88,57741,0.10956088453531265,0.0003,1102,17.075706481933594,168.24532808999996,231808,1.535051703453064,52
-32.965118408203125,380,150.47,58400,0.10710439085960388,0.0003,1114,19.052459716796875,168.30436618000005,232467,-1.6376127004623413,52
-37.64285659790039,384,149.27,59000,0.09824297577142715,0.0003,1126,19.40048599243164,167.07524328,233067,-0.3333832323551178,52
-34.584266662597656,388,146.71,59526,0.09947575628757477,0.0003,1136,24.99164581298828,165.93677725,233593,0.7931395173072815,52
-32.300559997558594,392,146.15,60216,0.09780804067850113,0.0003,1149,145.577392578125,164.10434019000002,234283,0.8430548906326294,52
-36.49034118652344,396,145.89,60709,0.09745115786790848,0.0003,1158,19.831298828125,163.31557257,234776,0.17350974678993225,52
-34.34126281738281,400,146.12,61217,0.09275446087121964,0.0003,1168,29.310977935791016,163.27295107,235284,-1.0656335353851318,52
-33.33046340942383,404,145.46,61845,0.08891302347183228,0.0003,1179,24.170312881469727,163.20511756999997,235912,-1.6070284843444824,52
-34.39746856689453,408,144.8,62353,0.09122247248888016,0.0003,1189,18.253620147705078,160.49986541,236420,-0.4506751596927643,52
-32.41053009033203,412,143.01,62885,0.08765418082475662,0.0003,1198,23.827125549316406,158.10873189,236952,-0.3899369537830353,52
-32.64579772949219,416,141.34,63317,0.08426164090633392,0.0003,1206,11.691325187683105,155.73845251999998,237384,-0.07039553672075272,52
-32.76034927368164,420,141.14,63751,0.08763602375984192,0.0003,1214,27.653160095214844,154.18363305,237818,-0.5776757001876831,52
-31.651351928710938,424,140.61,64197,0.08475197851657867,0.0003,1222,17.322797775268555,153.13954711,238264,1.3296332359313965,52
-33.65089416503906,428,141.15,64995,0.0782112181186676,0.0003,1236,18.852773666381836,153.64083183,239062,1.079111933708191,52
-31.684911727905273,432,142.27,65631,0.06815988570451736,0.0003,1248,13.220258712768555,154.21808485,239698,-0.9362735152244568,52
-32.52484130859375,436,142.37,66198,0.07050912827253342,0.0003,1258,21.477916717529297,154.50445311,240265,0.3499815762042999,52
-30.805217742919922,440,141.24,66623,0.07481634616851807,0.0003,1266,11.822265625,152.45973246,240690,0.6272228956222534,52
-28.878076553344727,444,142.91,67390,0.07249128073453903,0.0003,1280,20.084197998046875,156.1265039,241457,-0.2628829777240753,52
-28.932069778442383,448,143.72,67921,0.06936574727296829,0.0003,1291,22.806203842163086,157.72186754999998,241988,0.7356801629066467,52
-27.950733184814453,452,145.34,68540,0.06964053958654404,0.0003,1303,21.992835998535156,161.21779708999998,242607,-0.6838030219078064,52
-28.734521865844727,456,148.14,69220,0.06976532191038132,0.0003,1316,12.11400032043457,166.50826926,243287,0.5248842239379883,52
-28.892560958862305,460,146.54,69754,0.06986178457736969,0.0003,1325,15.966686248779297,164.72679572999996,243821,1.3687021732330322,52
-27.376773834228516,464,146.65,70421,0.07044385373592377,0.0003,1337,14.241801261901855,166.54623431,244488,2.277416229248047,52
-26.494670867919922,468,143.68,70983,0.07310471683740616,0.0003,1347,14.433928489685059,164.84985502000004,245050,0.5208755731582642,52
-26.684825897216797,472,144.81,71518,0.0700712651014328,0.0003,1357,19.12417221069336,167.80489236999998,245585,-0.5763981342315674,52
-24.778596878051758,476,143.17,72058,0.07001093029975891,0.0003,1367,25.161035537719727,167.49478474,246125,-1.1045700311660767,52
-27.685043334960938,480,140.23,72423,0.06646806746721268,0.0003,1373,16.57533073425293,166.3115504,246490,0.8741862177848816,52
-27.080097198486328,484,141.64,73164,0.05972613766789436,0.0003,1387,27.573047637939453,169.87411551000002,247231,2.838186502456665,52
-23.292932510375977,488,142.53,73779,0.06120685115456581,0.0003,1398,29.803197860717773,171.95525621000002,247846,0.13529232144355774,52
-24.848329544067383,492,140.08,74224,0.05977337434887886,0.0003,1406,10.523361206054688,169.85934159,248291,-1.2520185708999634,52
-25.34332847595215,496,142.52,74961,0.060241423547267914,0.0003,1419,11.516389846801758,174.41507457999995,249028,-0.7373499274253845,52
-24.232872009277344,500,142.56,75473,0.05971050634980202,0.0003,1429,11.217788696289062,175.86915773999996,249540,-1.5673043727874756,52
-23.028345108032227,504,142.37,76082,0.05539165809750557,0.0003,1439,14.026591300964355,177.93141451999998,250149,-3.3914480209350586,52
-25.121347427368164,508,142.76,76629,0.04972812160849571,0.0003,1449,11.882556915283203,179.93968981999998,250696,0.7865577340126038,52
-23.64284896850586,512,143.33,77218,0.04570653289556503,0.0003,1460,10.600444793701172,182.26204157,251285,-0.3990330696105957,52
-24.9747257232666,516,144.62,77779,0.04404947906732559,0.0003,1470,10.584830284118652,185.88822639000006,251846,-0.429340660572052,52
-26.074979782104492,520,145.93,78344,0.04398496821522713,0.0003,1480,14.295546531677246,188.94197388999999,252411,0.16182935237884521,52
-23.593673706054688,524,147.11,78908,0.04267566651105881,0.0003,1490,12.02126693725586,192.00901320000006,252975,-0.7208704948425293,52
-22.45497703552246,528,145.32,79527,0.04247656464576721,0.0003,1502,8.601679801940918,187.91360813999995,253594,1.5868666172027588,52
-24.73202133178711,532,144.83,80114,0.042395707219839096,0.0003,1512,13.948531150817871,188.92501392000003,254181,0.6682770848274231,52
-26.790937423706055,536,144.53,80651,0.04238278046250343,0.0003,1522,13.53771686553955,188.88343540999998,254718,0.5645032525062561,52
-25.456605911254883,540,144.67,81090,0.041664011776447296,0.0003,1530,9.072154998779297,189.40410935,255157,1.5012116432189941,52
-23.906753540039062,544,141.9,81580,0.042513828724622726,0.0003,1539,8.628087997436523,186.71231554999997,255647,-0.34145388007164,52
-22.27522087097168,548,141.42,82063,0.042534999549388885,0.0003,1548,31.097084045410156,185.89440205999995,256130,-3.9075698852539062,53
-25.53677749633789,552,140.29,82569,0.03945022076368332,0.0003,1557,9.83090591430664,184.69530242999997,256636,-2.2885079383850098,53
-22.85112953186035,556,140.51,83271,0.03713110834360123,0.0003,1572,14.814763069152832,183.90541444,257338,3.954577922821045,52
-23.07866096496582,560,140.76,83830,0.03761668503284454,0.0003,1584,11.057694435119629,184.31330720999995,257897,0.48316025733947754,52
-20.84945297241211,564,140.01,84422,0.034283943474292755,0.0003,1597,24.319852828979492,184.82911923999995,258489,-1.773318886756897,52
-24.00090217590332,568,139.6,84943,0.035731241106987,0.0003,1608,10.811965942382812,184.41494920999995,259010,-0.049454182386398315,52
-22.496606826782227,572,140.13,85531,0.0372748002409935,0.0003,1621,14.760072708129883,182.350781,259598,1.8152470588684082,52
-22.035316467285156,576,140.57,86115,0.03852781653404236,0.0003,1633,10.062995910644531,181.66563036,260182,-0.2786046862602234,52
-21.570816040039062,580,143.23,86746,0.039616961032152176,0.0003,1646,13.261601448059082,182.37229244999997,260813,-0.8276423215866089,52
-22.320280075073242,584,141.95,87359,0.03802163526415825,0.0003,1659,12.50600528717041,179.79050568,261426,-1.7774169445037842,52
-20.134010314941406,588,140.47,87826,0.03537775203585625,0.0003,1669,13.758966445922852,178.24508255,261893,-2.4002296924591064,52
-20.53670883178711,592,141.86,88410,0.03703676164150238,0.0003,1681,16.829193115234375,183.1499945,262477,-0.4949798583984375,52
-21.743480682373047,596,138.85,88846,0.03613615036010742,0.0003,1690,14.055641174316406,177.82543041,262913,-0.9449403285980225,52
-21.652462005615234,600,140.24,89497,0.03427913784980774,0.0003,1704,10.542250633239746,177.90208460999997,263564,-0.11105997115373611,52
-22.08282470703125,604,139.04,89986,0.034170277416706085,0.0003,1714,14.17129135131836,175.51258528999998,264053,2.901657819747925,52
-23.72895622253418,608,137.49,90378,0.032913126051425934,0.0003,1722,10.070547103881836,172.37534419999992,264445,-0.7419006824493408,52
-23.74673843383789,612,137.01,90919,0.03180866315960884,0.0003,1734,12.299554824829102,170.49197342999997,264986,1.025367259979248,52
-24.619985580444336,616,136.31,91410,0.03375719487667084,0.0003,1744,19.564579010009766,169.11235606999998,265477,1.6892907619476318,52
-22.772310256958008,620,136.73,92017,0.035951897501945496,0.0003,1757,11.103693008422852,169.96379899,266084,-0.7189904451370239,52
-21.607929229736328,624,135.05,92413,0.03605562448501587,0.0003,1765,11.559818267822266,167.43403006,266480,-0.5260547399520874,52
-22.777128219604492,628,133.85,92912,0.036192331463098526,0.0003,1776,8.854825973510742,167.4167208,266979,0.9773255586624146,52
-23.768367767333984,632,135.52,93666,0.04038827121257782,0.0003,1792,13.00228214263916,167.73345212,267733,0.1709473878145218,52
-23.493013381958008,636,136.21,94272,0.04089423641562462,0.0003,1805,13.273909568786621,169.55223653000002,268339,-0.9969774484634399,52
-22.30302619934082,640,137.69,94859,0.04322626069188118,0.0003,1817,15.333257675170898,172.00571477000005,268926,0.10852784663438797,52
-26.190446853637695,644,138.68,95448,0.046265896409749985,0.0003,1830,8.097150802612305,173.15060957999998,269515,1.4285261631011963,52
-24.652538299560547,648,141.0,96163,0.05091172084212303,0.0003,1844,27.654766082763672,176.12596698,270230,-0.05713354051113129,52
-21.52269744873047,652,145.27,97096,0.05657961219549179,0.0003,1864,11.61199951171875,182.22579052999998,271163,-0.8012524843215942,52
-23.04146957397461,656,143.25,97596,0.0564100481569767,0.0003,1874,15.837308883666992,179.83546466999994,271663,-0.5909255743026733,52
-23.773258209228516,660,146.72,98502,0.05518938973546028,0.0003,1893,15.396668434143066,185.61472637,272569,4.187183856964111,52
-24.49948501586914,664,146.61,99083,0.05807911232113838,0.0003,1905,26.460622787475586,182.41059955,273150,-0.31544363498687744,51
-25.221771240234375,668,146.9,99633,0.06199471279978752,0.0003,1916,15.770381927490234,182.81484895000003,273700,-1.4115355014801025,51
