rollout/ep_len_mean,train/learning_rate,train/actor_loss,time/fps,train/n_updates,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,time/episodes,time/total_timesteps,train/critic_loss,train/ent_coef_loss
277.25,0.0003,-6.358066082000732,13,74946,31.2933176,0.0059018852189183235,5626,244,75047,0.16161204874515533,-0.0506216436624527
275.48,0.0003,-6.916752338409424,13,75718,31.093435260000007,0.00580952875316143,5681,248,75819,0.08963483572006226,-0.16442324221134186
274.43,0.0003,-6.524080276489258,13,76896,30.871361199999996,0.005771433934569359,5770,252,76997,0.31153589487075806,1.6216144561767578
271.6,0.0003,-6.671987056732178,13,77863,30.7610772,0.0060131060890853405,5845,256,77964,0.4304351806640625,1.3668723106384277
273.61,0.0003,-6.373560905456543,13,78999,30.9434181,0.006046273745596409,5933,260,79100,0.28337886929512024,-0.7515665888786316
270.52,0.0003,-6.3677659034729,13,79915,30.628083659999998,0.005905620753765106,6003,264,80016,0.4095795750617981,0.415031373500824
268.36,0.0003,-6.712039947509766,13,80858,30.59262456,0.006101397331804037,6072,268,80959,0.3081779181957245,-0.5203335285186768
267.02,0.0003,-6.244838714599609,13,81973,30.597388239999997,0.006297157146036625,6148,272,82074,0.12952987849712372,0.16912782192230225
267.67,0.0003,-6.476527690887451,13,82951,30.915604079999998,0.006006740964949131,6219,276,83052,0.263149231672287,0.14202341437339783
265.7,0.0003,-6.489038467407227,13,83960,30.38610096,0.0058729806914925575,6289,280,84061,0.5092166662216187,-0.3223397731781006
270.92,0.0003,-6.356051445007324,13,85462,31.16789327,0.005940461531281471,6406,284,85563,0.29454129934310913,1.8425254821777344
272.54,0.0003,-6.459334850311279,13,86750,30.999107689999992,0.006191879976540804,6504,288,86851,0.28861525654792786,0.8737105131149292
277.1,0.0003,-6.458306312561035,13,88180,31.479758799999995,0.005952765233814716,6604,292,88281,0.12235018610954285,-0.1847316175699234
273.43,0.0003,-6.557424545288086,13,89025,30.959307999999996,0.006302895024418831,6670,296,89126,0.45134973526000977,1.032297968864441
276.32,0.0003,-6.328721046447754,13,90388,31.426466779999995,0.006410227622836828,6774,300,90489,0.2569009065628052,-1.087645411491394
275.84,0.0003,-6.435427665710449,13,91509,31.349334010000007,0.006558331660926342,6865,304,91610,0.3353702127933502,-0.42984896898269653
278.17,0.0003,-6.045763969421387,13,92717,31.47676635,0.0062960973009467125,6957,308,92818,0.09290945529937744,1.630976915359497
277.82,0.0003,-6.352830410003662,13,93866,31.53043816,0.00632787449285388,7047,312,93967,0.5130074620246887,-0.277458131313324
277.45,0.0003,-6.5411295890808105,13,95229,31.466008650000003,0.006469983607530594,7147,316,95330,0.12136240303516388,0.4510020613670349
278.78,0.0003,-6.577627658843994,13,96247,31.755398359999994,0.006633124314248562,7228,320,96348,0.1808086335659027,-1.1962522268295288
281.29,0.0003,-6.396521091461182,13,97411,31.91304758,0.006237173918634653,7315,324,97512,0.3253912925720215,1.8605022430419922
278.99,0.0003,-6.728477478027344,13,98388,31.813448990000005,0.006203571334481239,7391,328,98489,0.2943341135978699,-0.6067529916763306
279.17,0.0003,-6.876888275146484,13,99475,31.713846680000003,0.005667717196047306,7475,332,99576,0.2114562690258026,-2.5561153888702393
279.08,0.0003,-6.238513946533203,13,100665,31.584759620000003,0.005786021240055561,7568,336,100766,0.316928505897522,0.16217224299907684
282.07,0.0003,-6.414836883544922,13,101810,32.22229888,0.006026025395840406,7657,340,101911,0.15473514795303345,0.29319900274276733
279.55,0.0003,-6.667541980743408,13,102901,31.86743711,0.005879060830920935,7738,344,103002,0.4534847140312195,-0.18656161427497864
282.35,0.0003,-6.233669757843018,13,103953,32.28609442,0.00579096470028162,7819,348,104054,0.0452888086438179,0.8179013133049011
283.42,0.0003,-6.718264579772949,13,105238,32.76871341,0.0058325836434960365,7921,352,105339,0.47438234090805054,-1.604576587677002
284.05,0.0003,-6.452785968780518,13,106268,32.513314140000006,0.005685102194547653,7998,356,106369,0.13889896869659424,-1.187391996383667
284.54,0.0003,-6.592091083526611,13,107453,32.72502432,0.005583818536251783,8088,360,107554,0.154192715883255,0.8625231981277466
290.01,0.0003,-6.350804328918457,13,108916,33.37811439,0.006003293674439192,8197,364,109017,0.21258798241615295,-0.3638801872730255
294.87,0.0003,-6.629542350769043,13,110345,34.09938929,0.005822388455271721,8300,368,110446,0.2059813141822815,-0.6114351153373718
293.77,0.0003,-6.52183723449707,13,111350,33.91911474,0.005917507689446211,8378,372,111451,0.21034416556358337,2.6307120323181152
298.4,0.0003,-6.613333702087402,13,112791,34.5946187,0.006237673573195934,8485,376,112892,0.07137569785118103,0.7107987999916077
303.61,0.0003,-6.448779106140137,13,114321,35.29856913,0.005973567720502615,8601,380,114422,0.16596728563308716,0.0174066424369812
307.33,0.0003,-6.790274620056152,13,116195,35.62179932,0.006150342058390379,8746,384,116296,0.1687515377998352,0.14518825709819794
306.96,0.0003,-6.835210800170898,13,117446,36.00581656,0.00599242839962244,8843,388,117547,0.09788073599338531,-0.2755698263645172
303.37,0.0003,-6.786535739898682,13,118517,35.529755099999996,0.006165608298033476,8925,392,118618,0.039014171808958054,-0.09652970731258392
305.2,0.0003,-6.234359264373779,13,119545,35.561675359999995,0.0063529652543365955,8997,396,119646,0.4212449789047241,0.9272832870483398
301.64,0.0003,-6.488557815551758,13,120552,34.99960897,0.006453723646700382,9070,400,120653,0.05679337680339813,0.6142477989196777
302.12,0.0003,-6.502691268920898,13,121721,35.0203412,0.006157032214105129,9159,404,121822,0.22102400660514832,1.4699885845184326
305.75,0.0003,-7.246060371398926,13,123292,35.54932408,0.006193279754370451,9279,408,123393,0.10529999434947968,0.5121064186096191
304.31,0.0003,-7.239431381225586,13,124297,35.49059351,0.006305037997663021,9355,412,124398,0.37321850657463074,-1.8486006259918213
304.77,0.0003,-7.067461967468262,13,125706,35.47875506,0.006451603956520557,9457,416,125807,0.03164299577474594,-0.2613752484321594
306.29,0.0003,-6.779665470123291,13,126876,35.59166037000001,0.006215195637196302,9542,420,126977,0.23358653485774994,1.0745292901992798
302.33,0.0003,-6.965005874633789,13,127644,35.38476427,0.006239357404410839,9593,424,127745,0.20432767271995544,0.09257113933563232
301.76,0.0003,-6.656843662261963,13,128564,35.44057996000001,0.0062469905242323875,9657,428,128665,0.20337620377540588,0.6758369207382202
302.58,0.0003,-6.836400032043457,13,129733,35.67480109,0.006101054139435291,9746,432,129834,0.4460873007774353,-1.4248712062835693
302.66,0.0003,-7.318408966064453,13,130931,35.57497277,0.006102610845118761,9839,436,131032,0.19550372660160065,-0.9851381182670593
302.63,0.0003,-6.758425235748291,13,132073,35.404378,0.0063947951421141624,9924,440,132174,0.18737566471099854,1.1753252744674683
305.82,0.0003,-6.967806339263916,13,133483,36.01237549,0.005959791596978903,10031,444,133584,0.20015084743499756,-0.025667548179626465
305.52,0.0003,-6.878009796142578,13,134505,36.1077452,0.00654003769159317,10109,448,134606,0.05729479342699051,-0.4722161889076233
308.2,0.0003,-7.029234886169434,13,136058,36.6025998,0.006454166956245899,10230,452,136159,0.19886933267116547,-2.3241212368011475
310.23,0.0003,-6.9016618728637695,13,137291,36.840527810000005,0.006544461473822594,10328,456,137392,0.12892654538154602,1.3630611896514893
311.09,0.0003,-7.281345844268799,13,138562,37.155374480000006,0.006557452958077192,10424,460,138663,0.2423960268497467,0.5859502553939819
310.44,0.0003,-7.294458866119385,13,139960,37.19463571,0.006296607665717602,10530,464,140061,0.4503304958343506,0.02255988121032715
309.39,0.0003,-6.53825569152832,13,141284,37.00154351,0.006878541316837072,10634,468,141385,0.2058091163635254,-0.17092211544513702
311.24,0.0003,-6.9326300621032715,13,142474,37.10495151,0.006637436803430319,10727,472,142575,0.043634504079818726,0.8801220655441284
305.56,0.0003,-7.187020778656006,13,143347,36.25751487,0.006553051993250847,10794,476,143448,0.2034703493118286,0.056261926889419556
302.11,0.0003,-7.542973041534424,13,144532,36.19262007,0.00656474893912673,10885,480,144633,0.4733119606971741,-1.1268314123153687
