#{"t_start": 1764370320.1743872, "env_id": "None"}
r,l,t
11.614653,288,14.512295
8.024232,347,32.224627
7.36612,247,44.88263
22.338412,428,67.711079
9.785086,324,87.158471
18.85906,376,115.521296
11.087592,294,137.956521
6.766719,216,154.747663
11.060728,291,177.929041
18.636241,328,204.513269
12.774691,293,228.283891
11.981599,221,245.846406
12.740974,273,267.516719
17.254978,440,302.738526
16.265502,479,341.227323
24.609854,430,374.419786
20.225276,480,412.177594
25.090626,630,461.937707
19.264366,294,484.113268
24.815867,444,517.460933
36.130154,483,554.533551
6.019316,183,568.758316
14.385321,230,585.755132
20.363921,381,614.64413
12.184129,232,632.606103
31.86561,410,664.916233
6.422132,168,677.311613
16.048533,265,696.695546
5.869519,160,709.228575
25.098128,368,738.522283
19.268461,308,762.955504
7.628211,157,775.385798
35.587959,442,810.481978
11.762657,264,831.236669
17.19197,385,861.150276
15.475593,267,882.15006
17.125852,272,903.58411
8.141976,177,917.469004
12.846761,218,934.76509
16.37545,265,955.690697
47.121434,627,1004.679933
41.378293,677,1058.323031
29.637295,648,1106.243743
13.99356,194,1119.515181
21.73131,266,1139.046784
30.932218,475,1176.671546
16.446102,194,1192.009423
17.937163,210,1208.752926
47.992245,520,1248.857124
23.20269,345,1275.928916
20.940718,338,1302.083528
23.562785,311,1326.251139
32.183181,368,1354.732039
39.401856,549,1397.01905
23.832152,324,1421.727308
14.92823,259,1441.615497
32.407056,471,1478.120254
25.491258,273,1499.261142
10.963236,204,1514.944368
36.65654,486,1552.803943
34.248447,597,1598.200262
32.051773,314,1622.44063
36.585998,490,1660.082331
49.614487,540,1701.765657
29.035383,589,1746.846046
22.599089,428,1779.699029
29.735507,391,1809.631999
11.781734,211,1825.85608
30.43521,473,1862.862564
25.248725,365,1889.521674
30.106431,399,1916.068498
32.221975,412,1943.078568
29.044887,455,1973.030648
11.206674,195,1986.143615
33.705044,498,2019.476561
31.676327,498,2053.14781
28.410478,418,2084.768237
32.162564,318,2109.343386
16.558174,338,2135.512227
30.58486,442,2170.561193
29.210361,499,2209.658574
17.740706,255,2229.731745
18.106925,308,2253.829437
25.502864,276,2275.395947
13.997926,284,2297.417809
18.924075,230,2315.122487
25.279112,270,2336.043289
17.047142,198,2351.571733
33.926339,448,2386.145436
37.12969,389,2416.227327
22.517258,186,2430.528121
50.552324,422,2461.507898
36.383132,338,2487.442899
13.833381,167,2500.449185
20.343119,260,2520.982722
50.288003,361,2548.757945
8.38466,147,2560.438161
33.586608,298,2582.962802
13.100265,182,2596.881506
30.856511,374,2625.3935
27.943911,372,2653.930665
55.844905,307,2677.605375
28.965523,366,2705.570721
22.717726,244,2722.42123
39.920629,326,2744.146287
31.090012,359,2768.057405
19.379419,202,2781.482728
25.757003,316,2802.591657
10.588173,159,2813.141879
14.569409,189,2825.820936
39.268494,323,2849.837924
23.772891,264,2869.960536
30.482923,260,2890.20493
29.484953,258,2910.222479
46.436146,344,2936.182864
12.432174,148,2947.29716
17.660328,164,2959.492728
16.286038,260,2979.262045
32.927537,351,3006.274383
14.448261,157,3018.245798
29.119214,364,3046.318798
49.039243,385,3075.524163
11.526897,158,3087.824554
27.330494,236,3105.671238
45.217134,242,3123.8202
38.960645,327,3148.728872
15.756604,167,3161.44426
9.811085,141,3172.211453
22.550325,227,3187.537917
53.477632,348,3210.448084
61.451056,458,3241.098677
12.071294,163,3254.140753
51.146266,330,3279.638058
37.995016,268,3300.393471
26.146662,254,3319.69173
32.552835,217,3336.396491
29.738438,277,3358.010202
36.180386,273,3378.349914
32.967805,299,3400.899329
38.730928,259,3420.351838
48.702778,366,3447.833132
10.67617,136,3458.084043
19.312808,171,3471.016296
20.02971,209,3486.586161
53.513216,390,3515.647557
32.843912,332,3540.985881
46.69946,281,3561.944669
26.716017,233,3578.362104
28.255984,250,3595.950739
37.397527,295,3616.504265
58.0767,392,3645.006037
44.365578,295,3666.466049
26.205609,263,3685.645515
25.149896,213,3700.97001
22.449479,191,3714.567877
28.654403,301,3736.090602
22.482735,222,3752.089847
44.199885,347,3776.940254
27.282182,259,3796.021752
28.306614,251,3814.785054
54.173899,331,3839.22225
51.477834,344,3864.460128
35.318907,284,3885.399016
29.632659,231,3902.518235
21.72785,174,3915.63185
31.13377,278,3936.230216
43.261132,330,3960.342331
24.237258,229,3977.554024
94.792958,543,4017.708549
63.634026,374,4045.199908
42.826,336,4069.562021
45.804043,384,4095.805086
48.79585,329,4118.413478
30.084836,243,4134.885473
30.30391,296,4154.883755
34.619591,268,4174.304439
27.452862,279,4194.432887
40.898254,322,4217.588695
46.555854,321,4240.945725
38.21928,260,4259.938291
60.395803,422,4290.461928
34.207714,272,4310.259912
24.064007,203,4324.967898
34.44815,295,4346.650421
22.604072,265,4366.17739
32.259192,263,4385.241952
43.401627,306,4407.52187
14.942779,188,4420.534046
59.579722,316,4442.759633
30.120672,252,4460.261255
37.910915,310,4481.358937
24.955092,266,4499.764353
44.484401,307,4520.986643
24.249065,231,4536.879031
50.782537,456,4569.000204
33.225996,339,4593.895855
33.398509,340,4618.531081
12.413605,150,4629.600517
38.432092,290,4651.1723
37.499025,308,4674.272038
24.06784,237,4690.879948
32.27607,226,4706.581113
36.215432,270,4725.121806
20.413828,209,4739.744973
39.645889,296,4760.389671
55.734748,442,4790.914885
44.105896,385,4817.371037
23.592494,207,4831.632673
44.469709,375,4859.978573
37.667279,298,4882.009322
42.784392,374,4909.505246
62.214363,510,4947.093327
82.966708,501,4978.941887
64.318211,433,5011.367335
34.298903,353,5037.337024
44.348577,365,5063.017082
46.405323,393,5088.895982
40.596088,341,5112.834152
36.847809,330,5136.903862
52.529485,428,5168.630947
33.742466,360,5194.622301
42.283934,345,5220.156121
24.983253,268,5239.77166
41.516224,287,5260.987578
36.827107,296,5283.021624
74.471276,480,5318.580817
26.853747,232,5335.727404
52.729694,422,5366.562218
24.318111,257,5385.395236
35.13778,252,5404.141792
52.474136,400,5433.51687
27.957827,213,5449.507079
48.746341,321,5473.689797
48.60716,350,5499.660734
42.81085,387,5528.283158
36.177744,248,5546.400009
36.782287,283,5566.142488
60.298149,393,5593.278383
51.344966,333,5617.598644
30.363868,229,5634.351227
53.789984,436,5666.660027
43.174557,329,5689.563913
64.18802,396,5714.881675
39.488387,279,5732.570425
19.782294,213,5746.129003
54.723784,429,5773.804911
38.442204,317,5796.354254
49.641745,465,5830.188562
15.938064,163,5842.413308
59.513814,406,5872.877772
49.572419,390,5902.326314
19.393877,182,5916.157696
54.115013,494,5953.20004
58.956468,381,5981.728037
23.943379,226,5998.666605
36.796263,349,6024.470868
86.215042,723,6076.238101
53.956008,337,6100.391634
39.170882,417,6129.213372
73.846599,425,6158.644815
69.022707,563,6198.134647
46.634026,349,6222.311185
41.647086,339,6247.519932
65.810469,499,6283.815016
92.637564,659,6331.974496
17.740491,192,6346.123745
74.085557,520,6383.924848
30.871927,284,6405.453817
50.824741,399,6435.404643
15.659253,171,6449.213202
46.026843,356,6476.303255
41.265949,301,6498.891378
44.057516,297,6520.480244
88.156601,663,6568.520389
41.90407,304,6590.846958
48.160503,415,6620.858904
51.405243,426,6651.553752
41.785548,310,6673.968044
55.398676,426,6706.296723
45.67099,376,6733.719635
84.080404,597,6776.456641
43.163375,295,6799.497129
47.233572,388,6829.122837
66.750194,501,6868.432232
48.261337,412,6901.062946
59.165461,392,6931.230131
51.231285,277,6952.02681
37.724053,294,6973.60111
68.977506,486,7009.548453
49.040381,301,7032.438998
48.966562,301,7055.372906
27.378262,263,7074.813996
30.728514,236,7093.159499
43.92768,338,7118.414985
27.299543,228,7135.34896
73.790822,573,7177.678359
63.975201,473,7211.415371
49.365839,377,7239.742023
42.178953,405,7270.058062
34.308718,275,7290.836275
85.54049,592,7332.917898
70.859401,592,7371.732981
13.12376,165,7382.582594
53.621921,348,7405.754271
81.926748,481,7440.084164
76.51804,491,7476.185992
60.047524,394,7504.815192
20.022002,175,7517.995895
34.499023,217,7535.163148
64.843386,527,7570.968862
91.75487,590,7616.187124
43.643375,405,7646.630191
38.779256,312,7670.278493
23.325738,231,7688.337554
61.038757,408,7720.263626
38.653948,257,7739.840068
41.668423,354,7763.930846
62.027557,482,7795.129945
21.686401,244,7810.832324
40.510185,318,7833.06178
41.460811,335,7859.484358
45.359337,390,7888.300764
27.077118,205,7904.743813
36.921118,302,7929.253501
21.598005,247,7948.125744
34.272551,322,7970.666881
41.987521,355,7997.961106
65.264901,539,8036.155617
83.859433,556,8079.641108
65.962374,529,8117.730618
50.637304,441,8149.736503
53.614794,467,8186.169169
38.856385,275,8206.147897
57.762591,427,8237.374886
23.168364,232,8255.799484
26.314922,226,8272.978842
24.995728,227,8290.457027
32.42781,329,8312.080466
38.115677,375,8336.106089
67.414018,541,8370.711217
32.504828,227,8386.280822
19.481128,206,8402.133746
58.122814,415,8433.184887
62.017363,449,8466.303227
46.237252,331,8490.71864
42.19742,267,8510.922512
44.138049,366,8536.262587
53.719657,491,8570.335728
81.603136,558,8611.210944
41.686442,364,8638.235222
50.092224,445,8671.057583
56.306243,517,8709.59114
31.007315,256,8728.99572
32.321989,336,8754.191643
37.574387,257,8773.744184
77.751058,627,8821.253244
33.148675,283,8842.515529
31.243307,252,8861.812209
30.877971,297,8884.389137
75.626026,470,8919.065734
63.090905,417,8950.032115
34.608254,268,8969.506447
67.145834,424,9000.718022
34.645324,285,9018.938219
49.183327,309,9038.542511
18.388486,180,9050.094718
55.359386,460,9079.057195
62.54276,371,9105.371482
53.572336,323,9128.720281
