timesteps,best_solution,best_global_value,episode_reward,episode_length
206,386.62687124508244,386.62687124508244,7.493451,206
623,328.3714858195932,328.3714858195932,21.948008,417
795,430.285071557783,328.3714858195932,5.826041,172
994,446.22933120142727,328.3714858195932,5.046926,199
1349,360.1846391237052,328.3714858195932,11.539579,355
1889,345.4748723428176,328.3714858195932,22.789515,540
2227,368.46302454696047,328.3714858195932,11.821361,338
2389,459.92330074020697,328.3714858195932,3.43561,162
2833,357.1046819609054,328.3714858195932,20.043541,444
3188,381.3842472331339,328.3714858195932,15.934286,355
3349,368.4438806339403,328.3714858195932,7.019185,161
3777,345.17510695905867,328.3714858195932,17.773179,428
4012,420.2766065314694,328.3714858195932,6.25029,235
4200,405.0462093426303,328.3714858195932,6.796474,188
4385,416.22562481568843,328.3714858195932,7.701803,185
4680,316.6394767980788,316.6394767980788,19.621199,295
4963,367.44327030968174,316.6394767980788,15.753255,283
5304,336.83242205407083,316.6394767980788,15.956853,341
5784,401.76880833579673,316.6394767980788,17.581436,480
6206,314.3081867249219,314.3081867249219,30.061241,422
6666,360.19065461608966,314.3081867249219,20.552428,460
6992,400.5639849122258,314.3081867249219,11.535425,326
7209,362.0965395039598,314.3081867249219,12.121405,217
7688,313.7723256651557,313.7723256651557,30.408004,479
8154,306.05265756636095,306.05265756636095,34.529519,466
8505,366.124358648878,306.05265756636095,21.071778,351
8823,320.0681304064051,306.05265756636095,23.106298,318
9139,353.25997738012256,306.05265756636095,17.22537,316
10120,231.8807906773893,231.8807906773893,79.80469,981
10634,333.56215043382457,231.8807906773893,26.53054,514
10921,318.25483508849896,231.8807906773893,19.695194,287
11266,329.5819979380551,231.8807906773893,21.320352,345
11546,354.8414944413581,231.8807906773893,11.345346,280
11942,331.4951299360877,231.8807906773893,22.871989,396
12474,278.83489103449966,231.8807906773893,38.948046,532
12738,286.99568020795,231.8807906773893,23.421187,264
13111,254.77218264770005,231.8807906773893,36.417722,373
13268,351.90036381955997,231.8807906773893,11.054964,157
13523,304.43801268476443,231.8807906773893,22.668544,255
13921,292.58725790399075,231.8807906773893,40.397711,398
14499,270.10616708440375,231.8807906773893,64.634273,578
14854,326.94121634295374,231.8807906773893,27.239788,355
15439,256.8951767588361,231.8807906773893,53.411881,585
15937,328.8538007979048,231.8807906773893,28.602971,498
16249,258.4358011165753,231.8807906773893,36.361554,312
16714,262.11632190763453,231.8807906773893,46.442013,465
17148,279.31382507011955,231.8807906773893,39.138812,434
17486,260.4641732594471,231.8807906773893,42.353409,338
17925,294.2922946471097,231.8807906773893,39.915143,439
18111,292.5884981797308,231.8807906773893,20.112996,186
18375,286.2108944806951,231.8807906773893,23.117669,264
18632,284.90260529333256,231.8807906773893,32.792061,257
18896,246.9719986570092,231.8807906773893,35.591413,264
19045,321.7424669232619,231.8807906773893,9.455266,149
19316,297.4882737974654,231.8807906773893,27.505804,271
19554,298.689278933578,231.8807906773893,26.904784,238
19829,274.38193526917155,231.8807906773893,30.7266,275
20037,295.2986830107682,231.8807906773893,25.836041,208
20404,292.0331238825674,231.8807906773893,30.98658,367
20550,277.6121163276205,231.8807906773893,11.347751,146
20922,260.41876642876207,231.8807906773893,51.874167,372
21418,282.98820665985795,231.8807906773893,41.939969,496
21610,313.2698736383408,231.8807906773893,15.390509,192
21862,236.84280052435523,231.8807906773893,27.315481,252
22168,224.5775518011562,224.5775518011562,41.111564,306
22377,268.97341269618715,224.5775518011562,26.406979,209
22660,288.9451753291294,224.5775518011562,30.950307,283
22923,302.46843859998046,224.5775518011562,20.292064,263
23120,316.8644497360747,224.5775518011562,16.793997,197
23272,281.0898534910532,224.5775518011562,17.628859,152
23516,305.5024768110167,224.5775518011562,28.698106,244
23785,287.6271235826675,224.5775518011562,32.111323,269
23984,287.95792633613604,224.5775518011562,22.870181,199
24152,332.89589429611567,224.5775518011562,13.4802,168
24405,296.25538353961326,224.5775518011562,26.796886,253
24823,273.4610829573664,224.5775518011562,44.612461,418
25209,291.1155986114009,224.5775518011562,29.468511,386
25672,272.839000707682,224.5775518011562,46.53106,463
25868,305.26076009121357,224.5775518011562,24.584293,196
26311,308.6388824848803,224.5775518011562,30.928652,443
26589,299.87824964257607,224.5775518011562,27.506658,278
27040,290.6887997538951,224.5775518011562,43.089868,451
27347,305.202478787369,224.5775518011562,25.146608,307
27569,314.70412634354,224.5775518011562,16.812507,222
27810,284.1711210887583,224.5775518011562,26.543426,241
28199,294.977362750848,224.5775518011562,29.546046,389
28388,316.60501677966397,224.5775518011562,19.239871,189
28760,261.3954433262892,224.5775518011562,37.758092,372
29389,251.0853424411975,224.5775518011562,60.444518,629
29751,293.9835339754254,224.5775518011562,33.378935,362
30012,299.4593391370156,224.5775518011562,28.551576,261
30302,275.48660783533785,224.5775518011562,36.909695,290
30660,258.02407858725894,224.5775518011562,41.346332,358
30888,327.0122893609113,224.5775518011562,13.939832,228
31311,235.64730685196128,224.5775518011562,56.800227,423
31645,246.98156990960263,224.5775518011562,46.747179,334
31914,232.96469810417443,224.5775518011562,38.019223,269
32430,248.66457905775502,224.5775518011562,47.197341,516
32714,311.25283975079424,224.5775518011562,27.508725,284
32924,296.23565721750555,224.5775518011562,21.967609,210
33237,308.13981453626286,224.5775518011562,24.343488,313
33650,262.4173539086879,224.5775518011562,51.30594,413
33853,301.41520686644833,224.5775518011562,19.13697,203
34199,262.35921968374134,224.5775518011562,37.744511,346
34476,279.86302462207857,224.5775518011562,36.639364,277
34813,300.46798237941226,224.5775518011562,28.148618,337
35098,307.7125499745316,224.5775518011562,27.121619,285
35398,267.0363176138311,224.5775518011562,30.902259,300
35628,289.5906361455742,224.5775518011562,25.616347,230
35863,249.11823146795123,224.5775518011562,31.674222,235
36150,293.10027131150605,224.5775518011562,32.476027,287
36395,276.039508127937,224.5775518011562,22.613996,245
36641,295.98397288882165,224.5775518011562,30.847376,246
36939,295.5800230496789,224.5775518011562,34.942984,298
37309,279.35871682927234,224.5775518011562,34.787219,370
37687,264.31437807611144,224.5775518011562,38.482625,378
38108,294.05102841736795,224.5775518011562,50.712338,421
38308,320.5779870860445,224.5775518011562,14.850054,200
38554,297.03113073059967,224.5775518011562,30.106693,246
38914,297.27018451538015,224.5775518011562,31.891051,360
39376,255.83253104528077,224.5775518011562,46.288414,462
39676,319.29336120896136,224.5775518011562,26.476954,300
39948,305.64601284050684,224.5775518011562,26.221284,272
40204,308.79683613915023,224.5775518011562,18.357521,256
40447,252.30037649355486,224.5775518011562,30.635363,243
40690,281.44084034898736,224.5775518011562,25.488678,243
41142,317.96494715355567,224.5775518011562,32.117132,452
41610,288.86102138355136,224.5775518011562,39.007467,468
42068,316.2249281513628,224.5775518011562,32.341817,458
42685,277.08137287881,224.5775518011562,55.174319,617
42994,267.1895021236147,224.5775518011562,31.421529,309
43273,299.805360956477,224.5775518011562,20.829547,279
43674,231.91376641211582,224.5775518011562,45.608843,401
43999,276.3604173389721,224.5775518011562,27.62842,325
44297,267.8478805050462,224.5775518011562,36.707727,298
44564,246.7571316972949,224.5775518011562,29.175419,267
44991,252.24998283374114,224.5775518011562,62.367821,427
45348,231.0954106245665,224.5775518011562,41.378906,357
45662,274.9603591474074,224.5775518011562,34.485952,314
45991,259.89975879938555,224.5775518011562,43.620473,329
46275,296.6143315033342,224.5775518011562,20.917209,284
46699,278.4133549735682,224.5775518011562,40.515018,424
46912,303.40080730910415,224.5775518011562,16.509243,213
47322,240.2598913395909,224.5775518011562,63.495003,410
47487,336.5175570730785,224.5775518011562,12.868128,165
47767,272.76374655717404,224.5775518011562,29.237446,280
48061,317.29407336912953,224.5775518011562,23.062739,294
48271,252.2069620944942,224.5775518011562,23.931728,210
48562,299.145190674818,224.5775518011562,27.47375,291
48921,294.982312029349,224.5775518011562,39.587444,359
49247,253.32865888951432,224.5775518011562,34.365471,326
49554,264.44529567417084,224.5775518011562,43.179633,307
49879,300.13255508820237,224.5775518011562,28.457244,325
50163,287.7272808922062,224.5775518011562,32.798415,284
50539,293.1080860443549,224.5775518011562,39.989096,376
50804,249.86101964873018,224.5775518011562,39.112319,265
51031,284.20643801919346,224.5775518011562,29.402856,227
51228,284.2442818084692,224.5775518011562,18.049921,197
51514,310.05462743989483,224.5775518011562,23.779256,286
51739,307.4586909091122,224.5775518011562,22.121169,225
52052,277.09840236768105,224.5775518011562,36.768301,313
52262,330.07522888423307,224.5775518011562,17.302009,210
52692,272.77487633807687,224.5775518011562,48.672284,430
52964,288.69686345920627,224.5775518011562,27.020123,272
53239,280.9205553851135,224.5775518011562,29.319412,275
53537,273.5189069389737,224.5775518011562,32.328062,298
53883,265.0030968340168,224.5775518011562,30.451007,346
54123,308.3196634040612,224.5775518011562,18.887942,240
54410,249.81009324442454,224.5775518011562,37.602843,287
54733,272.7638254717117,224.5775518011562,36.236464,323
55225,271.17944444646946,224.5775518011562,48.449118,492
55372,316.25764384583704,224.5775518011562,9.39671,147
55655,302.50851199132046,224.5775518011562,23.452278,283
55856,314.3649963409727,224.5775518011562,18.504195,201
56065,314.2132200914222,224.5775518011562,20.201473,209
56285,291.8146876290839,224.5775518011562,24.746194,220
56478,272.83912932669216,224.5775518011562,21.413287,193
56837,285.2606633735264,224.5775518011562,45.240964,359
57062,326.58395297989006,224.5775518011562,20.321273,225
57491,231.0273429423908,224.5775518011562,66.482494,429
57671,306.6218066841853,224.5775518011562,17.770249,180
57992,274.4316040291353,224.5775518011562,37.033711,321
58234,259.74373687988395,224.5775518011562,22.149187,242
58471,275.09843364159093,224.5775518011562,26.503573,237
58828,237.61203920439317,224.5775518011562,50.927445,357
59008,265.10613968683526,224.5775518011562,22.812163,180
59335,306.06260103635645,224.5775518011562,34.270335,327
59597,247.10004304319096,224.5775518011562,35.079995,262
59931,278.1392945712905,224.5775518011562,38.996238,334
60110,322.90816378740095,224.5775518011562,15.201771,179
60338,294.1139506393124,224.5775518011562,26.92009,228
60571,290.54184625484476,224.5775518011562,23.519035,233
60801,249.33170649762218,224.5775518011562,29.690927,230
61191,251.2167577263721,224.5775518011562,50.397644,390
61493,236.3189103777098,224.5775518011562,48.318284,302
61783,271.8020285316147,224.5775518011562,33.297846,290
62098,263.3802133853411,224.5775518011562,43.49059,315
62338,269.58179614893965,224.5775518011562,22.621869,240
62641,305.8706408219271,224.5775518011562,28.813556,303
62857,273.6616102418236,224.5775518011562,26.609202,216
63173,270.52368107585727,224.5775518011562,40.954949,316
63528,260.0077802301494,224.5775518011562,55.924917,355
63819,260.67254164072904,224.5775518011562,37.066655,291
64026,256.28737953384405,224.5775518011562,20.814928,207
64192,320.2268557893437,224.5775518011562,13.229297,166
64495,265.0204957770977,224.5775518011562,50.535007,303
64604,320.20313236514926,224.5775518011562,6.297355,109
65001,274.394224578252,224.5775518011562,49.063409,397
65229,275.4585885345426,224.5775518011562,21.615049,228
65540,269.41409205094476,224.5775518011562,41.013584,311
65893,278.591591957693,224.5775518011562,35.319392,353
66185,271.73852660701385,224.5775518011562,27.132293,292
66670,257.017398291461,224.5775518011562,62.502236,485
67039,267.0037027486204,224.5775518011562,50.255105,369
67332,239.8193018969722,224.5775518011562,37.240452,293
67585,257.3717578955834,224.5775518011562,29.649476,253
67806,295.0994482792476,224.5775518011562,23.270547,221
68053,234.21804535581632,224.5775518011562,36.991792,247
68260,308.42655442294415,224.5775518011562,21.40317,207
68470,331.8891058798987,224.5775518011562,16.746027,210
68681,296.83737118877303,224.5775518011562,24.525648,211
68853,308.0075076450086,224.5775518011562,14.166205,172
69169,264.9874130091361,224.5775518011562,36.536305,316
69383,303.47031658492176,224.5775518011562,23.244193,214
69658,300.59859729665635,224.5775518011562,22.486789,275
70075,302.1326057929553,224.5775518011562,33.980123,417
70314,276.01916315199037,224.5775518011562,25.549802,239
70590,303.4962369751554,224.5775518011562,28.753827,276
70836,281.0358569211017,224.5775518011562,31.778583,246
71075,325.6836565536856,224.5775518011562,20.617756,239
71279,269.6587634154665,224.5775518011562,23.552148,204
71659,280.813644022433,224.5775518011562,48.416371,380
72024,242.96184593028454,224.5775518011562,53.27735,365
72296,267.0683725343037,224.5775518011562,43.570779,272
72513,315.15291261900273,224.5775518011562,25.157363,217
72858,276.2439914936357,224.5775518011562,35.766037,345
73093,302.20381988462043,224.5775518011562,26.50461,235
73272,310.5468879254766,224.5775518011562,16.133402,179
73490,316.71532332789747,224.5775518011562,19.742362,218
73704,251.8189264361937,224.5775518011562,27.251114,214
74011,312.7696034902987,224.5775518011562,28.032965,307
74184,310.1965249987311,224.5775518011562,15.366248,173
74445,283.8414169514353,224.5775518011562,29.584193,261
75047,238.31623461644142,224.5775518011562,83.675189,602
75160,316.1462723872139,224.5775518011562,6.65611,113
75357,328.4335990683094,224.5775518011562,13.602612,197
75606,302.4440948591054,224.5775518011562,25.724346,249
75819,280.80679056321287,224.5775518011562,23.128739,213
76190,257.4765800057332,224.5775518011562,45.509988,371
76516,318.79124191204596,224.5775518011562,27.293162,326
76861,268.9766657923655,224.5775518011562,37.678496,345
76997,284.1092194183757,224.5775518011562,11.917246,136
77210,284.0737138653409,224.5775518011562,23.950436,213
77438,257.95487187353433,224.5775518011562,36.191169,228
77798,271.4072482135403,224.5775518011562,48.701234,360
77964,267.75560351558704,224.5775518011562,20.485835,166
78247,271.53951411324044,224.5775518011562,30.348488,283
78473,265.5188739358432,224.5775518011562,31.119587,226
78766,283.9221182942041,224.5775518011562,25.208151,293
79100,307.464853237175,224.5775518011562,24.911066,334
79324,277.39095770103376,224.5775518011562,23.839274,224
79516,302.6950400192695,224.5775518011562,20.537187,192
79799,297.2372686536187,224.5775518011562,33.4165,283
80016,291.60333371470534,224.5775518011562,20.436312,217
80250,291.4429851364456,224.5775518011562,28.380126,234
80413,308.41508051620445,224.5775518011562,15.036438,163
80620,255.9858054477398,224.5775518011562,27.855041,207
80959,264.38623095304365,224.5775518011562,36.168908,339
81248,287.2495312662238,224.5775518011562,36.33821,289
81649,262.21895466819876,224.5775518011562,45.895811,401
81846,278.9431119720864,224.5775518011562,18.925801,197
82074,273.3629594765698,224.5775518011562,31.001681,228
82368,262.61279282723206,224.5775518011562,41.718896,294
82615,273.0123959253243,224.5775518011562,29.753579,247
82852,305.7949700481279,224.5775518011562,29.893036,237
83052,314.44332527952577,224.5775518011562,17.360213,200
83328,271.3095280593019,224.5775518011562,32.956075,276
83586,308.25806090842343,224.5775518011562,23.116204,258
83781,286.0548616601801,224.5775518011562,17.558144,195
84061,299.36193561706267,224.5775518011562,26.877283,280
84449,301.22342207143964,224.5775518011562,32.360642,388
84805,259.0200762244556,224.5775518011562,49.921674,356
85162,214.3707608207315,214.3707608207315,55.076054,357
85563,247.7519927462258,214.3707608207315,44.277581,401
85998,257.58024365824946,214.3707608207315,36.397978,435
86384,308.92364565596785,214.3707608207315,39.749684,386
86642,246.11944280696085,214.3707608207315,28.205454,258
86851,299.0235515083514,214.3707608207315,21.858264,209
87267,256.93594510593266,214.3707608207315,46.107625,416
87519,271.1850824485329,214.3707608207315,32.735009,252
87798,283.10361219435833,214.3707608207315,21.6805,279
88281,269.8974464351792,214.3707608207315,52.179111,483
88497,270.8706299503773,214.3707608207315,29.790638,216
88702,317.84023940676866,214.3707608207315,21.325771,205
88880,252.54333981097494,214.3707608207315,25.60119,178
89126,286.93755319893154,214.3707608207315,32.942022,246
89435,262.2735459238633,214.3707608207315,36.095643,309
89813,275.16400721984473,214.3707608207315,38.479646,378
90121,213.5709790915367,213.5709790915367,45.568781,308
90489,249.3899425743186,213.5709790915367,48.107025,368
90667,310.86934714115733,213.5709790915367,19.017357,178
90984,243.8919903310624,213.5709790915367,46.668239,317
91289,251.73075072812952,213.5709790915367,50.451867,305
91610,286.18436499812185,213.5709790915367,30.910709,321
91923,253.62534470389647,213.5709790915367,43.577664,313
92167,281.28638289237523,213.5709790915367,30.670158,244
92443,298.7932376046211,213.5709790915367,24.517957,276
92818,274.8642427973964,213.5709790915367,33.102523,375
93180,285.9302959246721,213.5709790915367,33.553282,362
93356,316.62786934061126,213.5709790915367,16.303954,176
93644,234.827504203591,213.5709790915367,38.900736,288
93967,254.47324226663923,213.5709790915367,41.689527,323
94206,296.74541055160716,213.5709790915367,27.772993,239
94781,230.90077823323,213.5709790915367,76.724278,575
94938,318.1621034359697,213.5709790915367,14.515443,157
95330,228.32313108381712,213.5709790915367,54.191604,392
95559,311.09121612408154,213.5709790915367,20.685874,229
95862,265.9483565850958,213.5709790915367,47.634784,303
96062,309.66148895745056,213.5709790915367,22.311354,200
96348,300.27982565639996,213.5709790915367,36.718495,286
96658,298.74038829588517,213.5709790915367,26.770853,310
96970,293.5418305709637,213.5709790915367,35.007165,312
97244,266.5687777008968,213.5709790915367,28.266369,274
97512,305.88650602929675,213.5709790915367,24.192886,268
97830,301.7410114508701,213.5709790915367,29.696476,318
98034,305.67810466382747,213.5709790915367,15.703876,204
98293,288.9463938154517,213.5709790915367,28.037979,259
98489,261.8227038775521,213.5709790915367,27.372351,196
98791,267.7838078969167,213.5709790915367,42.200316,302
