train/ent_coef_loss,train/n_updates,time/episodes,train/ent_coef,train/learning_rate,train/critic_loss,time/time_elapsed,train/actor_loss,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
0.9356674551963806,53666,164,0.012972445227205753,0.0003,0.5834646224975586,2582,-10.934188842773438,53767,20,48.349251900000006,300.38
-1.1250485181808472,55126,168,0.012245392426848412,0.0003,0.9179220795631409,2655,-11.416449546813965,55227,20,48.76108538000001,301.32
1.6151118278503418,56352,172,0.011985993944108486,0.0003,0.5075483918190002,2717,-11.05874252319336,56453,20,48.79450992000001,303.57
-0.4741761386394501,57991,176,0.013126317411661148,0.0003,0.8461105823516846,2799,-11.16185188293457,58092,20,49.70215684,307.6
-0.5218173861503601,59023,180,0.012804937548935413,0.0003,0.9286583662033081,2851,-11.264968872070312,59124,20,48.196870419999996,299.47
-0.319388747215271,59995,184,0.011819376610219479,0.0003,0.6914806365966797,2900,-10.819393157958984,60096,20,47.96214919000001,298.01
-0.681898832321167,61089,188,0.011457191780209541,0.0003,0.4744994044303894,2955,-10.897215843200684,61190,20,48.198665010000006,297.15
-0.8783566355705261,62670,192,0.012079332955181599,0.0003,1.9344911575317383,3035,-11.092171669006348,62771,20,49.62675059,303.7
1.844590187072754,64075,196,0.011801107786595821,0.0003,0.14313974976539612,3105,-10.432146072387695,64176,20,50.372107770000014,307.23
0.41086533665657043,65241,200,0.012278081849217415,0.0003,0.8781615495681763,3164,-10.512168884277344,65342,20,50.306014299999994,306.17
-0.8736612200737,66503,204,0.011964802630245686,0.0003,0.49993377923965454,3223,-11.060820579528809,66604,20,51.210234220000004,310.06
-1.2715775966644287,67931,208,0.012336956337094307,0.0003,0.27810001373291016,3287,-10.499021530151367,68032,20,52.31488821,314.63
0.8125745058059692,69529,212,0.012554501183331013,0.0003,0.5176765322685242,3367,-10.675410270690918,69630,20,52.91413358,318.68
-0.6693661212921143,70960,216,0.013099131174385548,0.0003,0.2791299521923065,3440,-10.417606353759766,71061,20,53.55120296999999,321.83
-1.9074536561965942,72164,220,0.012811081483960152,0.0003,0.5746904611587524,3502,-10.1243257522583,72265,20,53.94129971999999,323.6
0.08548380434513092,73538,224,0.012527095153927803,0.0003,0.6477253437042236,3571,-10.764669418334961,73639,20,54.92241998,327.82
-0.6311482191085815,74937,228,0.01276819035410881,0.0003,0.39111483097076416,3642,-10.368046760559082,75038,20,55.080971270000006,329.69
-0.6142402291297913,76154,232,0.01235567219555378,0.0003,0.5477029085159302,3704,-10.268010139465332,76255,20,55.951724569999996,332.61
-0.49068504571914673,77415,236,0.011707345023751259,0.0003,0.15356683731079102,3768,-10.350496292114258,77516,20,56.138789349999996,334.04
-0.646822452545166,78769,240,0.011856569908559322,0.0003,0.612994909286499,3837,-10.178489685058594,78870,20,57.17914180999999,336.55
-0.16494736075401306,80048,244,0.012082265689969063,0.0003,0.8191020488739014,3902,-10.199538230895996,80149,20,56.85996471000001,336.51
-1.1507954597473145,81162,248,0.011546148918569088,0.0003,0.2169715017080307,3958,-10.08173656463623,81263,20,56.822097719999995,335.68
-1.0878863334655762,82110,252,0.011279692873358727,0.0003,0.13103514909744263,4006,-10.326013565063477,82211,20,56.42363251999999,333.75
-0.27271801233291626,83529,256,0.01156413834542036,0.0003,0.4881223440170288,4078,-9.65908432006836,83630,20,56.64146108,330.22
0.5580881834030151,84903,260,0.01140330359339714,0.0003,0.8293346166610718,4147,-10.522439002990723,85004,20,55.657582919999996,325.96
-3.6584980487823486,85935,264,0.011003309860825539,0.0003,0.2951037287712097,4199,-10.930495262145996,86036,20,55.16003419,322.69
0.5807865262031555,86916,268,0.010525718331336975,0.0003,0.22411906719207764,4248,-10.270298957824707,87017,20,54.15544871999999,317.9
0.9622390866279602,88375,272,0.010194621048867702,0.0003,0.9905540943145752,4321,-9.806528091430664,88476,20,54.921778399999994,320.23
-0.605810821056366,89418,276,0.009972347877919674,0.0003,0.14064380526542664,4374,-10.301942825317383,89519,20,54.07472272,314.27
1.1789448261260986,90708,280,0.010416527278721333,0.0003,0.7768884897232056,4439,-10.39415454864502,90809,20,55.116147950000006,316.85
1.4822423458099365,91717,284,0.010785517282783985,0.0003,0.37817174196243286,4490,-9.937427520751953,91818,20,55.18230952,317.22
-0.015186533331871033,93105,288,0.010430936701595783,0.0003,0.6079351902008057,4560,-9.907272338867188,93206,20,55.38158012000001,320.16
-0.7292228937149048,94348,292,0.010664417408406734,0.0003,0.9368992447853088,4623,-9.421711921691895,94449,20,54.64325973999999,316.78
0.5032082200050354,95277,296,0.009908868931233883,0.0003,0.197388157248497,4670,-10.02232837677002,95378,20,53.28481258,312.02
0.5113085508346558,96456,300,0.010728100314736366,0.0003,0.16426704823970795,4730,-10.260902404785156,96557,20,53.32212131,312.15
-0.3515022397041321,97836,304,0.010832119733095169,0.0003,0.9504677057266235,4800,-10.313715934753418,97937,20,53.74789971,313.33
-0.2759501039981842,99908,308,0.01025450136512518,0.0003,0.5100290179252625,4905,-10.039026260375977,100009,20,54.707729019999995,319.77
-0.8449104428291321,101118,312,0.010245395824313164,0.0003,0.6943405270576477,4966,-10.354631423950195,101219,20,54.2380473,315.89
1.102915644645691,102364,316,0.010034735314548016,0.0003,0.11276349425315857,5029,-9.796618461608887,102465,20,53.92039646999999,314.04
-0.321550577878952,103463,320,0.010050877928733826,0.0003,0.6407084465026855,5085,-10.244766235351562,103564,20,53.92432732999999,312.99
1.361008882522583,105210,324,0.010222537443041801,0.0003,0.5369888544082642,5173,-10.385416030883789,105311,20,54.580785809999995,316.72
0.45522841811180115,106373,328,0.009963198564946651,0.0003,0.2254170924425125,5232,-10.567227363586426,106474,20,54.21968083000001,314.36
-0.13712745904922485,107583,332,0.009757647290825844,0.0003,0.5411229133605957,5293,-10.50502872467041,107684,20,54.01448276,314.29
-0.18193677067756653,108731,336,0.01013435609638691,0.0003,0.4972485303878784,5351,-10.399808883666992,108832,20,53.556171809999995,313.16
-0.10575738549232483,110210,340,0.010228832252323627,0.0003,0.28360456228256226,5425,-10.041264533996582,110311,20,53.75542948,314.41
-1.3205546140670776,111503,344,0.010464614257216454,0.0003,0.7449453473091125,5490,-10.662178993225098,111604,20,53.4688694,314.55
-1.102968454360962,112919,348,0.009607793763279915,0.0003,0.19877617061138153,5561,-9.926504135131836,113020,20,53.89867096999999,317.57
1.6787967681884766,114314,352,0.0098942331969738,0.0003,0.34515178203582764,5631,-9.907367706298828,114415,20,55.174821810000005,322.04
-0.6818699240684509,115832,356,0.009610097855329514,0.0003,0.6671596765518188,5708,-10.048362731933594,115933,20,54.999331000000005,323.03
-0.666515052318573,116783,360,0.010249690152704716,0.0003,0.2440045177936554,5755,-10.242483139038086,116884,20,54.35820277999999,318.8
0.28033143281936646,118437,364,0.009507408365607262,0.0003,0.2245579957962036,5838,-10.155460357666016,118538,20,55.20719233,325.02
-0.46510323882102966,119811,368,0.009011383168399334,0.0003,0.9496505856513977,5907,-10.26370620727539,119912,20,55.968866430000006,328.95
0.19496211409568787,121063,372,0.009001857601106167,0.0003,0.7139977216720581,5970,-9.873340606689453,121164,20,55.54024786000001,326.88
1.394117832183838,122455,376,0.00993096362799406,0.0003,0.3494189977645874,6040,-10.018576622009277,122556,20,55.92443766,330.37
-1.7109071016311646,123454,380,0.009694462642073631,0.0003,1.2154324054718018,6090,-10.380454063415527,123555,20,55.0259965,327.46
0.0748203843832016,124611,384,0.009663507342338562,0.0003,0.4261022210121155,6148,-10.332208633422852,124712,20,55.30183668000001,328.94
-0.015298396348953247,125858,388,0.009016632102429867,0.0003,0.24411271512508392,6210,-10.681720733642578,125959,20,54.93607898000001,327.53
-1.128947377204895,127590,392,0.009114268235862255,0.0003,0.3548203706741333,6297,-10.502909660339355,127691,20,56.06971518000001,332.42
0.8199649453163147,128808,396,0.008778056129813194,0.0003,0.6391028165817261,6359,-10.582588195800781,128909,20,56.79405648,335.31
-0.9782480001449585,130467,400,0.008919156156480312,0.0003,0.4595513939857483,6442,-10.530974388122559,130568,20,57.56436586000001,340.11
-0.41421177983283997,132143,404,0.010044194757938385,0.0003,0.20129570364952087,6527,-10.139335632324219,132244,20,57.68395519,343.07
0.4014133810997009,133605,408,0.009787731803953648,0.0003,0.195907324552536,6601,-10.443659782409668,133706,20,56.549426870000005,336.97
1.1743086576461792,135013,412,0.009475563652813435,0.0003,0.21569129824638367,6672,-10.338872909545898,135114,20,56.760341589999996,338.95
-1.3243224620819092,136000,416,0.009454937651753426,0.0003,0.4327804446220398,6722,-10.81334400177002,136101,20,56.66423394999999,336.36
0.970783531665802,137627,420,0.010053375735878944,0.0003,0.24861648678779602,6803,-11.034764289855957,137728,20,57.375585029999996,341.64
-1.2464663982391357,138847,424,0.009767049923539162,0.0003,0.3911743760108948,6865,-10.94729995727539,138948,20,56.45376783999999,336.37
-0.0936860740184784,140015,428,0.009508010931313038,0.0003,0.1632820963859558,6924,-10.568964958190918,140116,20,56.48695729,336.42
-0.36587339639663696,141347,432,0.009653131477534771,0.0003,0.4533880949020386,6991,-10.522735595703125,141448,20,56.96693977999999,337.64
0.08766686916351318,142585,436,0.009757526218891144,0.0003,0.41002368927001953,7053,-10.569226264953613,142686,20,57.47072692,338.54
-0.2019723355770111,143948,440,0.0099937217310071,0.0003,0.19452346861362457,7121,-10.15080451965332,144049,20,56.78090447,337.38
0.6550059914588928,145408,444,0.00950180646032095,0.0003,0.254915326833725,7194,-10.165376663208008,145509,20,57.74166467999999,339.05
1.3405653238296509,146799,448,0.010473988950252533,0.0003,0.41596588492393494,7264,-10.351579666137695,146900,20,57.82500315,338.8
-0.26967301964759827,147973,452,0.010063610970973969,0.0003,0.29018187522888184,7324,-10.427425384521484,148074,20,57.08254872999999,336.59
0.17181147634983063,149195,456,0.009426523000001907,0.0003,0.43513229489326477,7385,-10.43310546875,149296,20,56.61033014,333.63
0.47827011346817017,150755,460,0.009736406616866589,0.0003,0.14414244890213013,7464,-10.239951133728027,150856,20,57.61025357,339.72
-0.23383904993534088,152180,464,0.009985866025090218,0.0003,0.3570302128791809,7535,-10.45516586303711,152281,20,57.93527959,337.43
1.4984300136566162,153492,468,0.009371615946292877,0.0003,1.0268751382827759,7601,-10.486860275268555,153593,20,58.336457109999984,336.81
1.0775370597839355,154756,472,0.009673097170889378,0.0003,0.5713483095169067,7662,-10.354637145996094,154857,20,58.53076403999999,336.93
0.600922167301178,156399,476,0.009751493111252785,0.0003,0.9771464467048645,7739,-10.129617691040039,156500,20,59.21500196,339.44
-0.5547735691070557,157578,480,0.00963398814201355,0.0003,0.16508302092552185,7791,-10.111949920654297,157679,20,59.79706123,341.24
1.2072343826293945,159216,484,0.009417461231350899,0.0003,0.9646973609924316,7868,-10.192045211791992,159317,20,61.26741628,346.05
0.4040604829788208,160368,488,0.010083011351525784,0.0003,0.7907155752182007,7925,-10.25841999053955,160469,20,61.2871539,345.1
1.412073016166687,162052,492,0.009511942975223064,0.0003,0.46768245100975037,8004,-11.02700138092041,162153,20,61.01917283000001,344.62
0.5605536699295044,163299,496,0.009498585015535355,0.0003,0.41197821497917175,8060,-10.410223960876465,163400,20,61.439812799999984,344.91
1.2362029552459717,164996,500,0.009450741112232208,0.0003,0.38113129138946533,8142,-10.606220245361328,165097,20,62.09753182,345.29
0.11283567547798157,166314,504,0.009281785227358341,0.0003,0.23779159784317017,8209,-10.364786148071289,166415,20,61.72963803,341.71
0.09837763011455536,167482,508,0.010069389827549458,0.0003,1.5807732343673706,8267,-10.553455352783203,167583,20,61.722215019999986,338.77
0.019153982400894165,168628,512,0.010385163128376007,0.0003,1.7138547897338867,8327,-10.486422538757324,168729,20,61.41123863000001,336.15
0.33182984590530396,169914,516,0.010349026881158352,0.0003,0.40770936012268066,8389,-10.07602596282959,170015,20,61.70391564,339.14
-0.005526259541511536,171544,520,0.009914697147905827,0.0003,0.10531625896692276,8461,-10.712407112121582,171645,20,61.62458138,339.17
